case_id,council_key,year_start,period,mapped_burn_ha,mapped_burn_status,physical_flood_status,bushfire_declarations,flood_declarations,all_declarations,bushfire_agrns,flood_agrns,declaration_status,panel_direct_damage_flag,panel_damage_evidence_ids,verified_damage_amount_aud,verified_reconstruction_amount_aud,operating_disaster_grant_aud,capital_disaster_grant_aud,counter_disaster_reactive_maintenance_aud,financial_evidence,source_urls,payment_timing_caveat
federation_2023,federation,2022,exposure,274.17,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,1,1,,1034,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
federation_2023,federation,2023,target,102.26,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
centralcoast_2022,centralcoast,2020,prior,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,3,3,,922|936|960,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
centralcoast_2022,centralcoast,2021,exposure,43.55,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,2,2,,1012|1025,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
centralcoast_2022,centralcoast,2022,target,28.82,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,1,1,,1034,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
huntershill_2021,huntershill,2019,prior,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,1,1,,898,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
huntershill_2021,huntershill,2020,exposure,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,1,1,,960,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
huntershill_2021,huntershill,2021,target,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
narromine_2023,narromine,2021,prior,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,2,2,,987|1025,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
narromine_2023,narromine,2022,exposure,247.4,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,2,2,,1030|1034,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
narromine_2023,narromine,2023,target,69.86,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
walcha_2023,walcha,2021,prior,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,1,1,,987,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
walcha_2023,walcha,2022,exposure,273.79,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,1,1,,1034,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
walcha_2023,walcha,2023,target,690.3,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
narrandera_2023,narrandera,2021,prior,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,1,1,,1001,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
narrandera_2023,narrandera,2022,exposure,108.76,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,2,2,,1030|1034,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
narrandera_2023,narrandera,2023,target,89.73,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
liverpoolplains_2021,liverpoolplains,2019,prior,2480.23,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,1,1,,898,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
liverpoolplains_2021,liverpoolplains,2020,exposure,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,1,1,,960,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
liverpoolplains_2021,liverpoolplains,2021,target,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,1,1,,987,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
centraldarling_2022,centraldarling,2020,prior,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,1,1,,960,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
centraldarling_2022,centraldarling,2021,exposure,57.91,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,2,2,,987|1001,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
centraldarling_2022,centraldarling,2022,target,2222.29,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,1,1,,1034,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
murrumbidgee_2022,murrumbidgee,2020,prior,75.81,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
murrumbidgee_2022,murrumbidgee,2021,exposure,91.73,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
murrumbidgee_2022,murrumbidgee,2022,target,411.57,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,2,2,,1030|1034,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
tenterfield_2022,tenterfield,2020,prior,2083.06,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,2,2,,943|960,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
tenterfield_2022,tenterfield,2021,exposure,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,2,2,,987|1012,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
tenterfield_2022,tenterfield,2022,target,2693.01,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
murrumbidgee_2023,murrumbidgee,2021,prior,91.73,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
murrumbidgee_2023,murrumbidgee,2022,exposure,411.57,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,2,2,,1030|1034,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
murrumbidgee_2023,murrumbidgee,2023,target,3284.7,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
hilltops_2023,hilltops,2021,prior,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,2,2,,987|1001,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
hilltops_2023,hilltops,2022,exposure,1067.24,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,3,3,,1030|1034|1057,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
hilltops_2023,hilltops,2023,target,288.9,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
balranald_2021,balranald,2019,prior,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
balranald_2021,balranald,2020,exposure,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
balranald_2021,balranald,2021,target,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,1,1,,987,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
cootamundragundagai_2021,cootamundragundagai,2019,prior,2579.76,mapped_burn_positive,unknown_no_complete_inundation_inventory,1,0,1,871,,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
cootamundragundagai_2021,cootamundragundagai,2020,exposure,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
cootamundragundagai_2021,cootamundragundagai,2021,target,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,2,2,,987|1001,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
murrayriver_2022,murrayriver,2020,prior,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,FY2022–23 notes document $3.992m counter-disaster/reactive maintenance expenditure; $2m flood assistance under capital grants; additional operating road funding and $3m extra FAG advance. Recovery applications were not yet accepted: do not label expected reimbursement as cash received.,https://www.murrayriver.nsw.gov.au/files/assets/public/v/1/documents/financial-statements/2022-2023-murray-river-council-annual-financial-statements.pdf,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
murrayriver_2022,murrayriver,2021,exposure,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,FY2022–23 notes document $3.992m counter-disaster/reactive maintenance expenditure; $2m flood assistance under capital grants; additional operating road funding and $3m extra FAG advance. Recovery applications were not yet accepted: do not label expected reimbursement as cash received.,https://www.murrayriver.nsw.gov.au/files/assets/public/v/1/documents/financial-statements/2022-2023-murray-river-council-annual-financial-statements.pdf,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
murrayriver_2022,murrayriver,2022,target,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,1,1,,1034,listed_event_onset,,,,,,2000000.0,3992000.0,FY2022–23 notes document $3.992m counter-disaster/reactive maintenance expenditure; $2m flood assistance under capital grants; additional operating road funding and $3m extra FAG advance. Recovery applications were not yet accepted: do not label expected reimbursement as cash received.,https://www.murrayriver.nsw.gov.au/files/assets/public/v/1/documents/financial-statements/2022-2023-murray-river-council-annual-financial-statements.pdf,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
brokenhill_2022,brokenhill,2020,prior,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
brokenhill_2022,brokenhill,2021,exposure,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,2,2,,987|1014,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
brokenhill_2022,brokenhill,2022,target,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
junee_2022,junee,2020,prior,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
junee_2022,junee,2021,exposure,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,1,1,,1001,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
junee_2022,junee,2022,target,22.49,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,2,2,,1030|1034,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
weddin_2022,weddin,2020,prior,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,0,1,,,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
weddin_2022,weddin,2021,exposure,95.95,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,2,2,,987|1001,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
weddin_2022,weddin,2022,target,170.3,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,2,2,,1030|1034,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
balranald_2022,balranald,2020,prior,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
balranald_2022,balranald,2021,exposure,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,1,1,,987,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
balranald_2022,balranald,2022,target,175.85,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,1,1,,1034,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
gwydir_2023,gwydir,2021,prior,52.35,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,1,1,,987,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
gwydir_2023,gwydir,2022,exposure,3101.23,mapped_burn_positive,unknown_no_complete_inundation_inventory,2,1,3,1053|1054,1034,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
gwydir_2023,gwydir,2023,target,2079.32,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,1,1,,1119,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
brewarrina_2022,brewarrina,2020,prior,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,1,2,,960,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
brewarrina_2022,brewarrina,2021,exposure,23.83,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,2,2,,987|1025,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
brewarrina_2022,brewarrina,2022,target,10956.68,mapped_burn_positive,unknown_no_complete_inundation_inventory,1,1,2,1052,1034,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
kyogle_2023,kyogle,2021,prior,149.48,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,2,2,,987|1012,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
kyogle_2023,kyogle,2022,exposure,189.24,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,1,1,,1034,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
kyogle_2023,kyogle,2023,target,4115.660000000001,mapped_burn_positive,unknown_no_complete_inundation_inventory,1,0,1,1075,,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
richmondvalley_2023,richmondvalley,2021,prior,36.86,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,2,2,,987|1012,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
richmondvalley_2023,richmondvalley,2022,exposure,375.48,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,1,1,,1034,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
richmondvalley_2023,richmondvalley,2023,target,4155.58,mapped_burn_positive,unknown_no_complete_inundation_inventory,1,0,1,1138,,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
bland_2023,bland,2021,prior,62.72,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,2,2,,987|1001,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
bland_2023,bland,2022,exposure,2835.64,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,2,2,,1030|1034,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
bland_2023,bland,2023,target,793.0899999999999,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
cabonne_2022,cabonne,2020,prior,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,1,3,,960,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
cabonne_2022,cabonne,2021,exposure,147.59,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,2,2,,987|1025,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
cabonne_2022,cabonne,2022,target,391.21,mapped_burn_positive,unknown_no_complete_inundation_inventory,2,2,4,1052|1055,1030|1034,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
cessnock_2022,cessnock,2020,prior,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,1,1,,960,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
cessnock_2022,cessnock,2021,exposure,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,2,2,,1012|1025,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
cessnock_2022,cessnock,2022,target,73.86,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
cabonne_2023,cabonne,2021,prior,147.59,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,2,2,,987|1025,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
cabonne_2023,cabonne,2022,exposure,391.21,mapped_burn_positive,unknown_no_complete_inundation_inventory,2,2,4,1052|1055,1030|1034,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
cabonne_2023,cabonne,2023,target,63.89,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
bellingen_2022,bellingen,2020,prior,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,2,2,,943|960,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
bellingen_2022,bellingen,2021,exposure,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,1,1,,1012,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
bellingen_2022,bellingen,2022,target,22.76,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
bogan_2022,bogan,2020,prior,686.85,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,1,1,,960,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
bogan_2022,bogan,2021,exposure,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,2,2,,987|1025,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
bogan_2022,bogan,2022,target,13345.92,mapped_burn_positive,unknown_no_complete_inundation_inventory,1,1,2,1052,1034,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
upperlachlan_2022,upperlachlan,2020,prior,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,2,3,,923|960,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
upperlachlan_2022,upperlachlan,2021,exposure,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,4,4,,987|992|1001|1025,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
upperlachlan_2022,upperlachlan,2022,target,5854.32,mapped_burn_positive,unknown_no_complete_inundation_inventory,2,1,3,1056|1066,1034,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
gleninnessevern_2023,gleninnessevern,2021,prior,26.58,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,3,3,,975|987|1012,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
gleninnessevern_2023,gleninnessevern,2022,exposure,320.47,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,1,1,,1034,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
gleninnessevern_2023,gleninnessevern,2023,target,3737.94,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
