agrn,Location_code,Location_Name,STATE,council_key,join_rule,boundary_vintage_verified
960,10180,Armidale,New South Wales,,unmatched; outside frozen 103 councils,False
1046,32270,Central Highlands (Qld),Queensland,,unmatched; outside frozen 103 councils,False
1078,32270,Central Highlands (Qld),Queensland,,unmatched; outside frozen 103 councils,False
1202,32270,Central Highlands (Qld),Queensland,,unmatched; outside frozen 103 councils,False
1243,32270,Central Highlands (Qld),Queensland,,unmatched; outside frozen 103 councils,False
1046,32310,Charters Towers,Queensland,,unmatched; outside frozen 103 councils,False
1174,32310,Charters Towers,Queensland,,unmatched; outside frozen 103 councils,False
1202,32310,Charters Towers,Queensland,,unmatched; outside frozen 103 councils,False
1243,32310,Charters Towers,Queensland,,unmatched; outside frozen 103 councils,False
994,32330,Cherbourg,Queensland,,unmatched; outside frozen 103 councils,False
1011,32330,Cherbourg,Queensland,,unmatched; outside frozen 103 councils,False
1243,32330,Cherbourg,Queensland,,unmatched; outside frozen 103 councils,False
1046,32450,Cloncurry,Queensland,,unmatched; outside frozen 103 councils,False
1174,32450,Cloncurry,Queensland,,unmatched; outside frozen 103 councils,False
1202,32450,Cloncurry,Queensland,,unmatched; outside frozen 103 councils,False
1243,32450,Cloncurry,Queensland,,unmatched; outside frozen 103 councils,False
1046,32500,Cook,Queensland,,unmatched; outside frozen 103 councils,False
1088,32500,Cook,Queensland,,unmatched; outside frozen 103 councils,False
1174,32500,Cook,Queensland,,unmatched; outside frozen 103 councils,False
1243,32500,Cook,Queensland,,unmatched; outside frozen 103 councils,False
1046,32600,Croydon,Queensland,,unmatched; outside frozen 103 councils,False
1174,32600,Croydon,Queensland,,unmatched; outside frozen 103 councils,False
1202,32600,Croydon,Queensland,,unmatched; outside frozen 103 councils,False
1243,32600,Croydon,Queensland,,unmatched; outside frozen 103 councils,False
986,32750,Diamantina,Queensland,,unmatched; outside frozen 103 councils,False
1046,32750,Diamantina,Queensland,,unmatched; outside frozen 103 councils,False
1174,32750,Diamantina,Queensland,,unmatched; outside frozen 103 councils,False
1202,32750,Diamantina,Queensland,,unmatched; outside frozen 103 councils,False
1243,32750,Diamantina,Queensland,,unmatched; outside frozen 103 councils,False
1046,32770,Doomadgee,Queensland,,unmatched; outside frozen 103 councils,False
1174,32770,Doomadgee,Queensland,,unmatched; outside frozen 103 councils,False
1202,32770,Doomadgee,Queensland,,unmatched; outside frozen 103 councils,False
1243,32770,Doomadgee,Queensland,,unmatched; outside frozen 103 councils,False
1046,32810,Douglas,Queensland,,unmatched; outside frozen 103 councils,False
1088,32810,Douglas,Queensland,,unmatched; outside frozen 103 councils,False
1174,32810,Douglas,Queensland,,unmatched; outside frozen 103 councils,False
1243,32810,Douglas,Queensland,,unmatched; outside frozen 103 councils,False
1046,33100,Etheridge,Queensland,,unmatched; outside frozen 103 councils,False
1174,33100,Etheridge,Queensland,,unmatched; outside frozen 103 councils,False
1202,33100,Etheridge,Queensland,,unmatched; outside frozen 103 councils,False
1243,33100,Etheridge,Queensland,,unmatched; outside frozen 103 councils,False
986,33200,Flinders (Qld),Queensland,,unmatched; outside frozen 103 councils,False
1046,33200,Flinders (Qld),Queensland,,unmatched; outside frozen 103 councils,False
1174,33200,Flinders (Qld),Queensland,,unmatched; outside frozen 103 councils,False
1202,33200,Flinders (Qld),Queensland,,unmatched; outside frozen 103 councils,False
1243,33200,Flinders (Qld),Queensland,,unmatched; outside frozen 103 councils,False
994,33220,Fraser Coast,Queensland,,unmatched; outside frozen 103 councils,False
1011,33220,Fraser Coast,Queensland,,unmatched; outside frozen 103 councils,False
1020,33220,Fraser Coast,Queensland,,unmatched; outside frozen 103 councils,False
1195,33220,Fraser Coast,Queensland,,unmatched; outside frozen 103 councils,False
1202,33220,Fraser Coast,Queensland,,unmatched; outside frozen 103 councils,False
1243,33220,Fraser Coast,Queensland,,unmatched; outside frozen 103 councils,False
1011,33360,Gladstone,Queensland,,unmatched; outside frozen 103 councils,False
1020,33360,Gladstone,Queensland,,unmatched; outside frozen 103 councils,False
1078,33360,Gladstone,Queensland,,unmatched; outside frozen 103 councils,False
1202,33360,Gladstone,Queensland,,unmatched; outside frozen 103 councils,False
1243,33360,Gladstone,Queensland,,unmatched; outside frozen 103 councils,False
986,33430,Gold Coast,Queensland,,unmatched; outside frozen 103 councils,False
994,33430,Gold Coast,Queensland,,unmatched; outside frozen 103 councils,False
1011,33430,Gold Coast,Queensland,,unmatched; outside frozen 103 councils,False
1020,33430,Gold Coast,Queensland,,unmatched; outside frozen 103 councils,False
1094,33430,Gold Coast,Queensland,,unmatched; outside frozen 103 councils,False
1195,33430,Gold Coast,Queensland,,unmatched; outside frozen 103 councils,False
1202,33430,Gold Coast,Queensland,,unmatched; outside frozen 103 councils,False
986,33610,Goondiwindi,Queensland,,unmatched; outside frozen 103 councils,False
1011,33610,Goondiwindi,Queensland,,unmatched; outside frozen 103 councils,False
1020,33610,Goondiwindi,Queensland,,unmatched; outside frozen 103 councils,False
1078,33610,Goondiwindi,Queensland,,unmatched; outside frozen 103 councils,False
1202,33610,Goondiwindi,Queensland,,unmatched; outside frozen 103 councils,False
986,33620,Gympie,Queensland,,unmatched; outside frozen 103 councils,False
994,33620,Gympie,Queensland,,unmatched; outside frozen 103 councils,False
1011,33620,Gympie,Queensland,,unmatched; outside frozen 103 councils,False
1020,33620,Gympie,Queensland,,unmatched; outside frozen 103 councils,False
1078,33620,Gympie,Queensland,,unmatched; outside frozen 103 councils,False
1195,33620,Gympie,Queensland,,unmatched; outside frozen 103 councils,False
1202,33620,Gympie,Queensland,,unmatched; outside frozen 103 councils,False
1243,33620,Gympie,Queensland,,unmatched; outside frozen 103 councils,False
1088,33800,Hinchinbrook,Queensland,,unmatched; outside frozen 103 councils,False
1174,33800,Hinchinbrook,Queensland,,unmatched; outside frozen 103 councils,False
1243,33800,Hinchinbrook,Queensland,,unmatched; outside frozen 103 councils,False
1046,33830,Hope Vale,Queensland,,unmatched; outside frozen 103 councils,False
1088,33830,Hope Vale,Queensland,,unmatched; outside frozen 103 councils,False
1174,33830,Hope Vale,Queensland,,unmatched; outside frozen 103 councils,False
1243,33830,Hope Vale,Queensland,,unmatched; outside frozen 103 councils,False
1011,33960,Ipswich,Queensland,,unmatched; outside frozen 103 councils,False
1020,33960,Ipswich,Queensland,,unmatched; outside frozen 103 councils,False
1195,33960,Ipswich,Queensland,,unmatched; outside frozen 103 councils,False
986,33980,Isaac,Queensland,,unmatched; outside frozen 103 councils,False
1046,33980,Isaac,Queensland,,unmatched; outside frozen 103 councils,False
1243,33980,Isaac,Queensland,,unmatched; outside frozen 103 councils,False
994,34420,Kowanyama,Queensland,,unmatched; outside frozen 103 councils,False
1046,34420,Kowanyama,Queensland,,unmatched; outside frozen 103 councils,False
1088,34420,Kowanyama,Queensland,,unmatched; outside frozen 103 councils,False
1174,34420,Kowanyama,Queensland,,unmatched; outside frozen 103 councils,False
1243,34420,Kowanyama,Queensland,,unmatched; outside frozen 103 councils,False
1020,34530,Livingstone,Queensland,,unmatched; outside frozen 103 councils,False
1046,34530,Livingstone,Queensland,,unmatched; outside frozen 103 councils,False
1195,34530,Livingstone,Queensland,,unmatched; outside frozen 103 councils,False
1202,34530,Livingstone,Queensland,,unmatched; outside frozen 103 councils,False
1243,34530,Livingstone,Queensland,,unmatched; outside frozen 103 councils,False
1046,34570,Lockhart River,Queensland,,unmatched; outside frozen 103 councils,False
1088,34570,Lockhart River,Queensland,,unmatched; outside frozen 103 councils,False
1243,34570,Lockhart River,Queensland,,unmatched; outside frozen 103 councils,False
986,34580,Lockyer Valley,Queensland,,unmatched; outside frozen 103 councils,False
1011,34580,Lockyer Valley,Queensland,,unmatched; outside frozen 103 councils,False
1020,34580,Lockyer Valley,Queensland,,unmatched; outside frozen 103 councils,False
1078,34580,Lockyer Valley,Queensland,,unmatched; outside frozen 103 councils,False
1195,34580,Lockyer Valley,Queensland,,unmatched; outside frozen 103 councils,False
1202,34580,Lockyer Valley,Queensland,,unmatched; outside frozen 103 councils,False
986,34590,Logan,Queensland,,unmatched; outside frozen 103 councils,False
1011,34590,Logan,Queensland,,unmatched; outside frozen 103 councils,False
1020,34590,Logan,Queensland,,unmatched; outside frozen 103 councils,False
1078,34590,Logan,Queensland,,unmatched; outside frozen 103 councils,False
1094,34590,Logan,Queensland,,unmatched; outside frozen 103 councils,False
1195,34590,Logan,Queensland,,unmatched; outside frozen 103 councils,False
986,34710,Longreach,Queensland,,unmatched; outside frozen 103 councils,False
1046,34710,Longreach,Queensland,,unmatched; outside frozen 103 councils,False
1174,34710,Longreach,Queensland,,unmatched; outside frozen 103 councils,False
1202,34710,Longreach,Queensland,,unmatched; outside frozen 103 councils,False
1243,34710,Longreach,Queensland,,unmatched; outside frozen 103 councils,False
1046,34770,Mackay,Queensland,,unmatched; outside frozen 103 councils,False
1174,34770,Mackay,Queensland,,unmatched; outside frozen 103 councils,False
1243,34770,Mackay,Queensland,,unmatched; outside frozen 103 councils,False
1046,34800,McKinlay,Queensland,,unmatched; outside frozen 103 councils,False
1174,34800,McKinlay,Queensland,,unmatched; outside frozen 103 councils,False
1202,34800,McKinlay,Queensland,,unmatched; outside frozen 103 councils,False
1243,34800,McKinlay,Queensland,,unmatched; outside frozen 103 councils,False
1046,34830,Mapoon,Queensland,,unmatched; outside frozen 103 councils,False
1243,34830,Mapoon,Queensland,,unmatched; outside frozen 103 councils,False
986,34860,Maranoa,Queensland,,unmatched; outside frozen 103 councils,False
1078,34860,Maranoa,Queensland,,unmatched; outside frozen 103 councils,False
1202,34860,Maranoa,Queensland,,unmatched; outside frozen 103 councils,False
1243,34860,Maranoa,Queensland,,unmatched; outside frozen 103 councils,False
1046,34880,Mareeba,Queensland,,unmatched; outside frozen 103 councils,False
1088,34880,Mareeba,Queensland,,unmatched; outside frozen 103 councils,False
1174,34880,Mareeba,Queensland,,unmatched; outside frozen 103 councils,False
1243,34880,Mareeba,Queensland,,unmatched; outside frozen 103 councils,False
1011,35010,Moreton Bay,Queensland,,unmatched; outside frozen 103 councils,False
1020,35010,Moreton Bay,Queensland,,unmatched; outside frozen 103 councils,False
1094,35010,Moreton Bay,Queensland,,unmatched; outside frozen 103 councils,False
1195,35010,Moreton Bay,Queensland,,unmatched; outside frozen 103 councils,False
1046,35250,Mornington,Queensland,,unmatched; outside frozen 103 councils,False
1174,35250,Mornington,Queensland,,unmatched; outside frozen 103 councils,False
1243,35250,Mornington,Queensland,,unmatched; outside frozen 103 councils,False
1046,35300,Mount Isa,Queensland,,unmatched; outside frozen 103 councils,False
1174,35300,Mount Isa,Queensland,,unmatched; outside frozen 103 councils,False
1202,35300,Mount Isa,Queensland,,unmatched; outside frozen 103 councils,False
1243,35300,Mount Isa,Queensland,,unmatched; outside frozen 103 councils,False
986,35600,Murweh,Queensland,,unmatched; outside frozen 103 councils,False
1094,35600,Murweh,Queensland,,unmatched; outside frozen 103 councils,False
1202,35600,Murweh,Queensland,,unmatched; outside frozen 103 councils,False
1243,35600,Murweh,Queensland,,unmatched; outside frozen 103 councils,False
1046,35670,Napranum,Queensland,,unmatched; outside frozen 103 councils,False
1088,35670,Napranum,Queensland,,unmatched; outside frozen 103 councils,False
1174,35670,Napranum,Queensland,,unmatched; outside frozen 103 councils,False
1243,35670,Napranum,Queensland,,unmatched; outside frozen 103 councils,False
986,35740,Noosa,Queensland,,unmatched; outside frozen 103 councils,False
1011,35740,Noosa,Queensland,,unmatched; outside frozen 103 councils,False
1195,35740,Noosa,Queensland,,unmatched; outside frozen 103 councils,False
1202,35740,Noosa,Queensland,,unmatched; outside frozen 103 councils,False
986,35760,North Burnett,Queensland,,unmatched; outside frozen 103 councils,False
994,35760,North Burnett,Queensland,,unmatched; outside frozen 103 councils,False
1011,35760,North Burnett,Queensland,,unmatched; outside frozen 103 councils,False
1020,35760,North Burnett,Queensland,,unmatched; outside frozen 103 councils,False
1078,35760,North Burnett,Queensland,,unmatched; outside frozen 103 councils,False
1202,35760,North Burnett,Queensland,,unmatched; outside frozen 103 councils,False
1243,35760,North Burnett,Queensland,,unmatched; outside frozen 103 councils,False
1046,35780,Northern Peninsula Area,Queensland,,unmatched; outside frozen 103 councils,False
1088,35780,Northern Peninsula Area,Queensland,,unmatched; outside frozen 103 councils,False
1174,35780,Northern Peninsula Area,Queensland,,unmatched; outside frozen 103 councils,False
1243,35780,Northern Peninsula Area,Queensland,,unmatched; outside frozen 103 councils,False
1046,35790,Palm Island,Queensland,,unmatched; outside frozen 103 councils,False
1174,35790,Palm Island,Queensland,,unmatched; outside frozen 103 councils,False
1243,35790,Palm Island,Queensland,,unmatched; outside frozen 103 councils,False
1202,35800,Paroo,Queensland,,unmatched; outside frozen 103 councils,False
1243,35800,Paroo,Queensland,,unmatched; outside frozen 103 councils,False
1046,36070,Pormpuraaw,Queensland,,unmatched; outside frozen 103 councils,False
1174,36070,Pormpuraaw,Queensland,,unmatched; outside frozen 103 councils,False
1243,36070,Pormpuraaw,Queensland,,unmatched; outside frozen 103 councils,False
1202,36150,Quilpie,Queensland,,unmatched; outside frozen 103 councils,False
1243,36150,Quilpie,Queensland,,unmatched; outside frozen 103 councils,False
1011,36250,Redland,Queensland,,unmatched; outside frozen 103 councils,False
1094,36250,Redland,Queensland,,unmatched; outside frozen 103 councils,False
1195,36250,Redland,Queensland,,unmatched; outside frozen 103 councils,False
1046,36300,Richmond,Queensland,,unmatched; outside frozen 103 councils,False
1174,36300,Richmond,Queensland,,unmatched; outside frozen 103 councils,False
1202,36300,Richmond,Queensland,,unmatched; outside frozen 103 councils,False
1243,36300,Richmond,Queensland,,unmatched; outside frozen 103 councils,False
1020,36370,Rockhampton,Queensland,,unmatched; outside frozen 103 councils,False
1202,36370,Rockhampton,Queensland,,unmatched; outside frozen 103 councils,False
1243,36370,Rockhampton,Queensland,,unmatched; outside frozen 103 councils,False
986,36510,Scenic Rim,Queensland,,unmatched; outside frozen 103 councils,False
1011,36510,Scenic Rim,Queensland,,unmatched; outside frozen 103 councils,False
1020,36510,Scenic Rim,Queensland,,unmatched; outside frozen 103 councils,False
1078,36510,Scenic Rim,Queensland,,unmatched; outside frozen 103 councils,False
1094,36510,Scenic Rim,Queensland,,unmatched; outside frozen 103 councils,False
1195,36510,Scenic Rim,Queensland,,unmatched; outside frozen 103 councils,False
986,36580,Somerset,Queensland,,unmatched; outside frozen 103 councils,False
1011,36580,Somerset,Queensland,,unmatched; outside frozen 103 councils,False
1020,36580,Somerset,Queensland,,unmatched; outside frozen 103 councils,False
1078,36580,Somerset,Queensland,,unmatched; outside frozen 103 councils,False
1195,36580,Somerset,Queensland,,unmatched; outside frozen 103 councils,False
1243,36580,Somerset,Queensland,,unmatched; outside frozen 103 councils,False
986,36630,South Burnett,Queensland,,unmatched; outside frozen 103 councils,False
994,36630,South Burnett,Queensland,,unmatched; outside frozen 103 councils,False
1011,36630,South Burnett,Queensland,,unmatched; outside frozen 103 councils,False
1020,36630,South Burnett,Queensland,,unmatched; outside frozen 103 councils,False
1078,36630,South Burnett,Queensland,,unmatched; outside frozen 103 councils,False
1195,36630,South Burnett,Queensland,,unmatched; outside frozen 103 councils,False
1243,36630,South Burnett,Queensland,,unmatched; outside frozen 103 councils,False
986,36660,Southern Downs,Queensland,,unmatched; outside frozen 103 councils,False
1011,36660,Southern Downs,Queensland,,unmatched; outside frozen 103 councils,False
1020,36660,Southern Downs,Queensland,,unmatched; outside frozen 103 councils,False
1078,36660,Southern Downs,Queensland,,unmatched; outside frozen 103 councils,False
1195,36660,Southern Downs,Queensland,,unmatched; outside frozen 103 councils,False
1202,36660,Southern Downs,Queensland,,unmatched; outside frozen 103 councils,False
1011,36720,Sunshine Coast,Queensland,,unmatched; outside frozen 103 councils,False
1078,36720,Sunshine Coast,Queensland,,unmatched; outside frozen 103 councils,False
1195,36720,Sunshine Coast,Queensland,,unmatched; outside frozen 103 councils,False
1202,36720,Sunshine Coast,Queensland,,unmatched; outside frozen 103 councils,False
1046,36820,Tablelands,Queensland,,unmatched; outside frozen 103 councils,False
1088,36820,Tablelands,Queensland,,unmatched; outside frozen 103 councils,False
1174,36820,Tablelands,Queensland,,unmatched; outside frozen 103 councils,False
1243,36820,Tablelands,Queensland,,unmatched; outside frozen 103 councils,False
986,36910,Toowoomba,Queensland,,unmatched; outside frozen 103 councils,False
1011,36910,Toowoomba,Queensland,,unmatched; outside frozen 103 councils,False
1020,36910,Toowoomba,Queensland,,unmatched; outside frozen 103 councils,False
1078,36910,Toowoomba,Queensland,,unmatched; outside frozen 103 councils,False
1195,36910,Toowoomba,Queensland,,unmatched; outside frozen 103 councils,False
1046,36950,Torres,Queensland,,unmatched; outside frozen 103 councils,False
1088,36950,Torres,Queensland,,unmatched; outside frozen 103 councils,False
1174,36950,Torres,Queensland,,unmatched; outside frozen 103 councils,False
1243,36950,Torres,Queensland,,unmatched; outside frozen 103 councils,False
1046,36960,Torres Strait Island,Queensland,,unmatched; outside frozen 103 councils,False
1088,36960,Torres Strait Island,Queensland,,unmatched; outside frozen 103 councils,False
1174,36960,Torres Strait Island,Queensland,,unmatched; outside frozen 103 councils,False
1243,36960,Torres Strait Island,Queensland,,unmatched; outside frozen 103 councils,False
1046,37010,Townsville,Queensland,,unmatched; outside frozen 103 councils,False
1174,37010,Townsville,Queensland,,unmatched; outside frozen 103 councils,False
1202,37010,Townsville,Queensland,,unmatched; outside frozen 103 councils,False
1243,37010,Townsville,Queensland,,unmatched; outside frozen 103 councils,False
1243,37300,Weipa,Queensland,,unmatched; outside frozen 103 councils,False
986,37310,Western Downs,Queensland,,unmatched; outside frozen 103 councils,False
1011,37310,Western Downs,Queensland,,unmatched; outside frozen 103 councils,False
1020,37310,Western Downs,Queensland,,unmatched; outside frozen 103 councils,False
1078,37310,Western Downs,Queensland,,unmatched; outside frozen 103 councils,False
1202,37310,Western Downs,Queensland,,unmatched; outside frozen 103 councils,False
1243,37310,Western Downs,Queensland,,unmatched; outside frozen 103 councils,False
1046,37340,Whitsunday,Queensland,,unmatched; outside frozen 103 councils,False
1174,37340,Whitsunday,Queensland,,unmatched; outside frozen 103 councils,False
1243,37340,Whitsunday,Queensland,,unmatched; outside frozen 103 councils,False
1046,37400,Winton,Queensland,,unmatched; outside frozen 103 councils,False
1174,37400,Winton,Queensland,,unmatched; outside frozen 103 councils,False
1202,37400,Winton,Queensland,,unmatched; outside frozen 103 councils,False
1243,37400,Winton,Queensland,,unmatched; outside frozen 103 councils,False
1243,37550,Woorabinda,Queensland,,unmatched; outside frozen 103 councils,False
1046,37570,Wujal Wujal,Queensland,,unmatched; outside frozen 103 councils,False
1088,37570,Wujal Wujal,Queensland,,unmatched; outside frozen 103 councils,False
1174,37570,Wujal Wujal,Queensland,,unmatched; outside frozen 103 councils,False
1243,37570,Wujal Wujal,Queensland,,unmatched; outside frozen 103 councils,False
1046,37600,Yarrabah,Queensland,,unmatched; outside frozen 103 councils,False
1088,37600,Yarrabah,Queensland,,unmatched; outside frozen 103 councils,False
1174,37600,Yarrabah,Queensland,,unmatched; outside frozen 103 councils,False
1243,37600,Yarrabah,Queensland,,unmatched; outside frozen 103 councils,False
984,40120,Adelaide Hills,South Australia,,unmatched; outside frozen 103 councils,False
984,40150,Adelaide Plains,South Australia,,unmatched; outside frozen 103 councils,False
984,40310,Barossa,South Australia,,unmatched; outside frozen 103 councils,False
984,40430,Barunga West,South Australia,,unmatched; outside frozen 103 councils,False
984,40520,Berri Barmera,South Australia,,unmatched; outside frozen 103 councils,False
984,41140,Clare and Gilbert Valleys,South Australia,,unmatched; outside frozen 103 councils,False
984,41190,Cleve,South Australia,,unmatched; outside frozen 103 councils,False
984,41750,Elliston,South Australia,,unmatched; outside frozen 103 councils,False
984,42030,Gawler,South Australia,,unmatched; outside frozen 103 councils,False
984,43080,Karoonda East Murray,South Australia,,unmatched; outside frozen 103 councils,False
984,43650,Light,South Australia,,unmatched; outside frozen 103 councils,False
984,43790,Loxton Waikerie,South Australia,,unmatched; outside frozen 103 councils,False
984,44210,Mid Murray,South Australia,,unmatched; outside frozen 103 councils,False
984,44550,Mount Barker,South Australia,,unmatched; outside frozen 103 councils,False
984,45040,Murray Bridge,South Australia,,unmatched; outside frozen 103 councils,False
984,45680,Playford,South Australia,,unmatched; outside frozen 103 councils,False
984,46450,Port Pirie,South Australia,,unmatched; outside frozen 103 councils,False
984,46670,Renmark Paringa,South Australia,,unmatched; outside frozen 103 councils,False
984,47140,Salisbury,South Australia,,unmatched; outside frozen 103 councils,False
984,47700,Tea Tree Gully,South Australia,,unmatched; outside frozen 103 councils,False
984,47800,Coorong,South Australia,,unmatched; outside frozen 103 councils,False
984,47910,Tumby Bay,South Australia,,unmatched; outside frozen 103 councils,False
984,48130,Wakefield,South Australia,,unmatched; outside frozen 103 councils,False
984,48830,Yorke Peninsula,South Australia,,unmatched; outside frozen 103 councils,False
1209,49399,Unincorporated SA,South Australia,,unmatched; outside frozen 103 councils,False
1044,50980,Broome,Western Australia,,unmatched; outside frozen 103 councils,False
965,51470,Carnamah,Western Australia,,unmatched; outside frozen 103 councils,False
965,51540,Carnarvon,Western Australia,,unmatched; outside frozen 103 councils,False
965,51610,Chapman Valley,Western Australia,,unmatched; outside frozen 103 councils,False
965,52030,Coorow,Western Australia,,unmatched; outside frozen 103 councils,False
965,52520,Dalwallinu,Western Australia,,unmatched; outside frozen 103 councils,False
965,52590,Dandaragan,Western Australia,,unmatched; outside frozen 103 councils,False
1044,52800,Derby-West Kimberley,Western Australia,,unmatched; outside frozen 103 councils,False
965,53800,Greater Geraldton,Western Australia,,unmatched; outside frozen 103 councils,False
1044,53920,Halls Creek,Western Australia,,unmatched; outside frozen 103 councils,False
965,54060,Irwin,Western Australia,,unmatched; outside frozen 103 councils,False
965,54690,Koorda,Western Australia,,unmatched; outside frozen 103 councils,False
965,55530,Mingenew,Western Australia,,unmatched; outside frozen 103 councils,False
965,55670,Morawa,Western Australia,,unmatched; outside frozen 103 councils,False
965,55880,Mount Marshall,Western Australia,,unmatched; outside frozen 103 councils,False
950,56090,Mundaring,Western Australia,,unmatched; outside frozen 103 councils,False
965,56790,Northampton,Western Australia,,unmatched; outside frozen 103 councils,False
965,57000,Perenjori,Western Australia,,unmatched; outside frozen 103 councils,False
965,57770,Shark Bay,Western Australia,,unmatched; outside frozen 103 councils,False
950,58050,Swan,Western Australia,,unmatched; outside frozen 103 councils,False
965,58260,Three Springs,Western Australia,,unmatched; outside frozen 103 councils,False
1044,59340,Wyndham-East Kimberley,Western Australia,,unmatched; outside frozen 103 councils,False
1038,60210,Break O'Day,Tasmania,,unmatched; outside frozen 103 councils,False
1144,60210,Break O'Day,Tasmania,,unmatched; outside frozen 103 councils,False
1144,60410,Brighton,Tasmania,,unmatched; outside frozen 103 councils,False
1038,60610,Burnie,Tasmania,,unmatched; outside frozen 103 councils,False
1144,60610,Burnie,Tasmania,,unmatched; outside frozen 103 councils,False
1038,60810,Central Coast (Tas.),Tasmania,,unmatched; outside frozen 103 councils,False
1144,60810,Central Coast (Tas.),Tasmania,,unmatched; outside frozen 103 councils,False
1038,61010,Central Highlands (Tas.),Tasmania,,unmatched; outside frozen 103 councils,False
1144,61010,Central Highlands (Tas.),Tasmania,,unmatched; outside frozen 103 councils,False
1038,61210,Circular Head,Tasmania,,unmatched; outside frozen 103 councils,False
1144,61210,Circular Head,Tasmania,,unmatched; outside frozen 103 councils,False
1144,61410,Clarence,Tasmania,,unmatched; outside frozen 103 councils,False
1144,61510,Derwent Valley,Tasmania,,unmatched; outside frozen 103 councils,False
1227,61510,Derwent Valley,Tasmania,,unmatched; outside frozen 103 councils,False
1038,61610,Devonport,Tasmania,,unmatched; outside frozen 103 councils,False
1144,61610,Devonport,Tasmania,,unmatched; outside frozen 103 councils,False
1038,61810,Dorset,Tasmania,,unmatched; outside frozen 103 councils,False
1144,61810,Dorset,Tasmania,,unmatched; outside frozen 103 councils,False
1038,62010,Flinders (Tas.),Tasmania,,unmatched; outside frozen 103 councils,False
1144,62010,Flinders (Tas.),Tasmania,,unmatched; outside frozen 103 councils,False
1038,62210,George Town,Tasmania,,unmatched; outside frozen 103 councils,False
1144,62210,George Town,Tasmania,,unmatched; outside frozen 103 councils,False
1038,62410,Glamorgan-Spring Bay,Tasmania,,unmatched; outside frozen 103 councils,False
1144,62410,Glamorgan-Spring Bay,Tasmania,,unmatched; outside frozen 103 councils,False
1227,62410,Glamorgan-Spring Bay,Tasmania,,unmatched; outside frozen 103 councils,False
1144,62610,Glenorchy,Tasmania,,unmatched; outside frozen 103 councils,False
1227,62610,Glenorchy,Tasmania,,unmatched; outside frozen 103 councils,False
1144,62810,Hobart,Tasmania,,unmatched; outside frozen 103 councils,False
1144,63010,Huon Valley,Tasmania,,unmatched; outside frozen 103 councils,False
1227,63010,Huon Valley,Tasmania,,unmatched; outside frozen 103 councils,False
1038,63210,Kentish,Tasmania,,unmatched; outside frozen 103 councils,False
1144,63210,Kentish,Tasmania,,unmatched; outside frozen 103 councils,False
1144,63410,King Island,Tasmania,,unmatched; outside frozen 103 councils,False
1144,63610,Kingborough,Tasmania,,unmatched; outside frozen 103 councils,False
1038,63810,Latrobe (Tas.),Tasmania,,unmatched; outside frozen 103 councils,False
1144,63810,Latrobe (Tas.),Tasmania,,unmatched; outside frozen 103 councils,False
1038,64010,Launceston,Tasmania,,unmatched; outside frozen 103 councils,False
1144,64010,Launceston,Tasmania,,unmatched; outside frozen 103 councils,False
1038,64210,Meander Valley,Tasmania,,unmatched; outside frozen 103 councils,False
1144,64210,Meander Valley,Tasmania,,unmatched; outside frozen 103 councils,False
1038,64610,Northern Midlands,Tasmania,,unmatched; outside frozen 103 councils,False
1144,64610,Northern Midlands,Tasmania,,unmatched; outside frozen 103 councils,False
1144,64810,Sorell,Tasmania,,unmatched; outside frozen 103 councils,False
1144,65010,Southern Midlands,Tasmania,,unmatched; outside frozen 103 councils,False
1227,65010,Southern Midlands,Tasmania,,unmatched; outside frozen 103 councils,False
1144,65210,Tasman,Tasmania,,unmatched; outside frozen 103 councils,False
1038,65410,Waratah-Wynyard,Tasmania,,unmatched; outside frozen 103 councils,False
1144,65410,Waratah-Wynyard,Tasmania,,unmatched; outside frozen 103 councils,False
1038,65610,West Coast,Tasmania,,unmatched; outside frozen 103 councils,False
1144,65610,West Coast,Tasmania,,unmatched; outside frozen 103 councils,False
1038,65810,West Tamar,Tasmania,,unmatched; outside frozen 103 councils,False
1144,65810,West Tamar,Tasmania,,unmatched; outside frozen 103 councils,False
1269,70540,Belyuen,Northern Territory,,unmatched; outside frozen 103 councils,False
1269,70700,Coomalie ,Northern Territory,,unmatched; outside frozen 103 councils,False
1269,71000,Darwin,Northern Territory,,unmatched; outside frozen 103 councils,False
1269,71300,East Arnhem,Northern Territory,,unmatched; outside frozen 103 councils,False
1269,72200,Katherine,Northern Territory,,unmatched; outside frozen 103 councils,False
1269,72300,Litchfield,Northern Territory,,unmatched; outside frozen 103 councils,False
1269,72800,Palmerston,Northern Territory,,unmatched; outside frozen 103 councils,False
1269,73600,Roper Gulf,Northern Territory,,unmatched; outside frozen 103 councils,False
1269,74550,Victoria Daly,Northern Territory,,unmatched; outside frozen 103 councils,False
1269,74560,Wagait,Northern Territory,,unmatched; outside frozen 103 councils,False
1269,74660,West Arnhem,Northern Territory,,unmatched; outside frozen 103 councils,False
1269,74680,West Daly,Northern Territory,,unmatched; outside frozen 103 councils,False
1269,79399,Unincorporated NT,Northern Territory,,unmatched; outside frozen 103 councils,False
