agrn,Location_code,Location_Name,STATE,council_key,disaster_start_date,feature,original_value,usable_value,unit,source_year,measurement_date,publication_date,lag_days,missingness_status,source_dataset,source_file,source_sheet,source_excel_row,retrospective_eligible,strict_ex_ante_certified,leakage_note,definition_status
1012,11650,Central Coast (NSW),New South Wales,,2022-02-22,prior_recorded_activation_events,2.0,,events,snapshot 2026-08-11,2021-03-10,2026-08-11,,LOWER_BOUND_BACKFILLED_HISTORY,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,drfa_activation_history_by_location_2026_august_11.csv,,,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",not a pre-onset certified predictor
1012,11650,Central Coast (NSW),New South Wales,,2022-02-22,prior_recorded_disaster_events,2.0,,events,snapshot 2026-08-11,2021-03-10,2026-08-11,,LOWER_BOUND_BACKFILLED_HISTORY,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,drfa_activation_history_by_location_2026_august_11.csv,,,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",not a pre-onset certified predictor
1012,11650,Central Coast (NSW),New South Wales,,2022-02-22,prior_recorded_C_events,1.0,,events,snapshot 2026-08-11,2021-03-10,2026-08-11,,LOWER_BOUND_BACKFILLED_HISTORY,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,drfa_activation_history_by_location_2026_august_11.csv,,,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",not a pre-onset certified predictor
1012,11650,Central Coast (NSW),New South Wales,,2022-02-22,prior_recorded_D_events,1.0,,events,snapshot 2026-08-11,2021-03-10,2026-08-11,,LOWER_BOUND_BACKFILLED_HISTORY,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,drfa_activation_history_by_location_2026_august_11.csv,,,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",not a pre-onset certified predictor
1012,11650,Central Coast (NSW),New South Wales,,2022-02-22,staffing_FTE,,,not recovered,,,,,NOT_IN_BACKBONE,,,,,False,False,Requires separately dated source; activation is not receipt,unavailable
1012,11650,Central Coast (NSW),New South Wales,,2022-02-22,remoteness,,,not recovered,,,,,NOT_IN_BACKBONE,,,,,False,False,Requires separately dated source; activation is not receipt,unavailable
1012,11650,Central Coast (NSW),New South Wales,,2022-02-22,prior_funding_receipt_experience,,,not recovered,,,,,NOT_IN_BACKBONE,,,,,False,False,Requires separately dated source; activation is not receipt,unavailable
1212,11650,Central Coast (NSW),New South Wales,,2025-05-18,cash_cover_months,,,months,,,,,OUTSIDE_FISCAL_PANEL,Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,,,,False,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,see frozen V2 dictionary
1212,11650,Central Coast (NSW),New South Wales,,2025-05-18,current_ratio,,,multiple,,,,,OUTSIDE_FISCAL_PANEL,Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,,,,False,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,see frozen V2 dictionary
1212,11650,Central Coast (NSW),New South Wales,,2025-05-18,operating_ratio_pct,,,percent,,,,,OUTSIDE_FISCAL_PANEL,Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,,,,False,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,see frozen V2 dictionary
1212,11650,Central Coast (NSW),New South Wales,,2025-05-18,own_source_pct,,,percent,,,,,OUTSIDE_FISCAL_PANEL,Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,,,,False,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,see frozen V2 dictionary
1212,11650,Central Coast (NSW),New South Wales,,2025-05-18,grants_pct,,,percent,,,,,OUTSIDE_FISCAL_PANEL,Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,,,,False,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,see frozen V2 dictionary
1212,11650,Central Coast (NSW),New South Wales,,2025-05-18,debt_service_cover,,,multiple,,,,,OUTSIDE_FISCAL_PANEL,Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,,,,False,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,see frozen V2 dictionary
1212,11650,Central Coast (NSW),New South Wales,,2025-05-18,debt_service_ratio_pct,,,percent,,,,,OUTSIDE_FISCAL_PANEL,Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,,,,False,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,see frozen V2 dictionary
1212,11650,Central Coast (NSW),New South Wales,,2025-05-18,population,,,persons,,,,,OUTSIDE_FISCAL_PANEL,Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,,,,False,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,see frozen V2 dictionary
1212,11650,Central Coast (NSW),New South Wales,,2025-05-18,road_km,,,km,,,,,OUTSIDE_FISCAL_PANEL,Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,,,,False,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,see frozen V2 dictionary
1212,11650,Central Coast (NSW),New South Wales,,2025-05-18,prior_recorded_activation_events,9.0,,events,snapshot 2026-08-11,2025-04-25,2026-08-11,,LOWER_BOUND_BACKFILLED_HISTORY,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,drfa_activation_history_by_location_2026_august_11.csv,,,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",not a pre-onset certified predictor
1212,11650,Central Coast (NSW),New South Wales,,2025-05-18,prior_recorded_disaster_events,9.0,,events,snapshot 2026-08-11,2025-04-25,2026-08-11,,LOWER_BOUND_BACKFILLED_HISTORY,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,drfa_activation_history_by_location_2026_august_11.csv,,,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",not a pre-onset certified predictor
1212,11650,Central Coast (NSW),New South Wales,,2025-05-18,prior_recorded_C_events,2.0,,events,snapshot 2026-08-11,2025-04-25,2026-08-11,,LOWER_BOUND_BACKFILLED_HISTORY,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,drfa_activation_history_by_location_2026_august_11.csv,,,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",not a pre-onset certified predictor
1212,11650,Central Coast (NSW),New South Wales,,2025-05-18,prior_recorded_D_events,4.0,,events,snapshot 2026-08-11,2025-04-25,2026-08-11,,LOWER_BOUND_BACKFILLED_HISTORY,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,drfa_activation_history_by_location_2026_august_11.csv,,,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",not a pre-onset certified predictor
1212,11650,Central Coast (NSW),New South Wales,,2025-05-18,staffing_FTE,,,not recovered,,,,,NOT_IN_BACKBONE,,,,,False,False,Requires separately dated source; activation is not receipt,unavailable
1212,11650,Central Coast (NSW),New South Wales,,2025-05-18,remoteness,,,not recovered,,,,,NOT_IN_BACKBONE,,,,,False,False,Requires separately dated source; activation is not receipt,unavailable
1212,11650,Central Coast (NSW),New South Wales,,2025-05-18,prior_funding_receipt_experience,,,not recovered,,,,,NOT_IN_BACKBONE,,,,,False,False,Requires separately dated source; activation is not receipt,unavailable
960,11700,Central Darling,New South Wales,centraldarling,2021-03-10,cash_cover_months,4.41,4.41,months,2019-20,2020-06-30,,253.0,OBSERVED_PRE_ONSET,Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,time-series-data-2019-2020.xlsx,Councils,30,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit"
960,11700,Central Darling,New South Wales,centraldarling,2021-03-10,current_ratio,3.95,3.95,multiple,2019-20,2020-06-30,,253.0,OBSERVED_PRE_ONSET,Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,time-series-data-2019-2020.xlsx,Councils,30,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,see frozen V2 dictionary
960,11700,Central Darling,New South Wales,centraldarling,2021-03-10,operating_ratio_pct,12.81,12.81,percent,2019-20,2020-06-30,,253.0,OBSERVED_PRE_ONSET,Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,time-series-data-2019-2020.xlsx,Councils,30,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,AASB15/1058 and lease regime
960,11700,Central Darling,New South Wales,centraldarling,2021-03-10,own_source_pct,52.08,52.08,percent,2019-20,2020-06-30,,253.0,OBSERVED_PRE_ONSET,Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,time-series-data-2019-2020.xlsx,Councils,30,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,see frozen V2 dictionary
960,11700,Central Darling,New South Wales,centraldarling,2021-03-10,grants_pct,47.92,47.92,percent,2019-20,2020-06-30,,253.0,OBSERVED_PRE_ONSET,Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,time-series-data-2019-2020.xlsx,Councils,30,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,see frozen V2 dictionary
960,11700,Central Darling,New South Wales,centraldarling,2021-03-10,debt_service_cover,17.59,17.59,multiple,2019-20,2020-06-30,,253.0,OBSERVED_PRE_ONSET,Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,time-series-data-2019-2020.xlsx,Councils,30,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,see frozen V2 dictionary
960,11700,Central Darling,New South Wales,centraldarling,2021-03-10,debt_service_ratio_pct,1.5925802756531056,1.5925802756531056,percent,2019-20,2020-06-30,,253.0,OBSERVED_PRE_ONSET,Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,time-series-data-2019-2020.xlsx,Councils,30,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,see frozen V2 dictionary
960,11700,Central Darling,New South Wales,centraldarling,2021-03-10,population,1839.0,1839.0,persons,2019-20,2020-06-30,,253.0,OBSERVED_PRE_ONSET,Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,time-series-data-2019-2020.xlsx,Councils,30,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,see frozen V2 dictionary
960,11700,Central Darling,New South Wales,centraldarling,2021-03-10,road_km,2395.82,2395.82,km,2019-20,2020-06-30,,253.0,OBSERVED_PRE_ONSET,Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,time-series-data-2019-2020.xlsx,Councils,30,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,see frozen V2 dictionary
960,11700,Central Darling,New South Wales,centraldarling,2021-03-10,prior_recorded_activation_events,1.0,,events,snapshot 2026-08-11,2020-04-03,2026-08-11,,LOWER_BOUND_BACKFILLED_HISTORY,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,drfa_activation_history_by_location_2026_august_11.csv,,,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",not a pre-onset certified predictor
960,11700,Central Darling,New South Wales,centraldarling,2021-03-10,prior_recorded_disaster_events,1.0,,events,snapshot 2026-08-11,2020-04-03,2026-08-11,,LOWER_BOUND_BACKFILLED_HISTORY,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,drfa_activation_history_by_location_2026_august_11.csv,,,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",not a pre-onset certified predictor
960,11700,Central Darling,New South Wales,centraldarling,2021-03-10,prior_recorded_C_events,0.0,,events,snapshot 2026-08-11,2020-04-03,2026-08-11,,LOWER_BOUND_BACKFILLED_HISTORY,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,drfa_activation_history_by_location_2026_august_11.csv,,,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",not a pre-onset certified predictor
960,11700,Central Darling,New South Wales,centraldarling,2021-03-10,prior_recorded_D_events,0.0,,events,snapshot 2026-08-11,2020-04-03,2026-08-11,,LOWER_BOUND_BACKFILLED_HISTORY,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,drfa_activation_history_by_location_2026_august_11.csv,,,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",not a pre-onset certified predictor
960,11700,Central Darling,New South Wales,centraldarling,2021-03-10,staffing_FTE,,,not recovered,,,,,NOT_IN_BACKBONE,,,,,False,False,Requires separately dated source; activation is not receipt,unavailable
960,11700,Central Darling,New South Wales,centraldarling,2021-03-10,remoteness,,,not recovered,,,,,NOT_IN_BACKBONE,,,,,False,False,Requires separately dated source; activation is not receipt,unavailable
960,11700,Central Darling,New South Wales,centraldarling,2021-03-10,prior_funding_receipt_experience,,,not recovered,,,,,NOT_IN_BACKBONE,,,,,False,False,Requires separately dated source; activation is not receipt,unavailable
960,11720,Cessnock,New South Wales,cessnock,2021-03-10,cash_cover_months,9.12,9.12,months,2019-20,2020-06-30,,253.0,OBSERVED_PRE_ONSET,Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,time-series-data-2019-2020.xlsx,Councils,31,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit"
960,11720,Cessnock,New South Wales,cessnock,2021-03-10,current_ratio,2.63,2.63,multiple,2019-20,2020-06-30,,253.0,OBSERVED_PRE_ONSET,Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,time-series-data-2019-2020.xlsx,Councils,31,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,see frozen V2 dictionary
960,11720,Cessnock,New South Wales,cessnock,2021-03-10,operating_ratio_pct,2.43,2.43,percent,2019-20,2020-06-30,,253.0,OBSERVED_PRE_ONSET,Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,time-series-data-2019-2020.xlsx,Councils,31,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,AASB15/1058 and lease regime
960,11720,Cessnock,New South Wales,cessnock,2021-03-10,own_source_pct,63.95,63.95,percent,2019-20,2020-06-30,,253.0,OBSERVED_PRE_ONSET,Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,time-series-data-2019-2020.xlsx,Councils,31,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,see frozen V2 dictionary
960,11720,Cessnock,New South Wales,cessnock,2021-03-10,grants_pct,36.05,36.05,percent,2019-20,2020-06-30,,253.0,OBSERVED_PRE_ONSET,Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,time-series-data-2019-2020.xlsx,Councils,31,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,see frozen V2 dictionary
960,11720,Cessnock,New South Wales,cessnock,2021-03-10,debt_service_cover,7.99,7.99,multiple,2019-20,2020-06-30,,253.0,OBSERVED_PRE_ONSET,Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,time-series-data-2019-2020.xlsx,Councils,31,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,see frozen V2 dictionary
960,11720,Cessnock,New South Wales,cessnock,2021-03-10,debt_service_ratio_pct,2.4154836727640454,2.4154836727640454,percent,2019-20,2020-06-30,,253.0,OBSERVED_PRE_ONSET,Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,time-series-data-2019-2020.xlsx,Councils,31,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,see frozen V2 dictionary
960,11720,Cessnock,New South Wales,cessnock,2021-03-10,population,59985.0,59985.0,persons,2019-20,2020-06-30,,253.0,OBSERVED_PRE_ONSET,Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,time-series-data-2019-2020.xlsx,Councils,31,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,see frozen V2 dictionary
960,11720,Cessnock,New South Wales,cessnock,2021-03-10,road_km,1072.21176,1072.21176,km,2019-20,2020-06-30,,253.0,OBSERVED_PRE_ONSET,Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,time-series-data-2019-2020.xlsx,Councils,31,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,see frozen V2 dictionary
960,11720,Cessnock,New South Wales,cessnock,2021-03-10,prior_recorded_activation_events,2.0,,events,snapshot 2026-08-11,2018-11-22,2026-08-11,,LOWER_BOUND_BACKFILLED_HISTORY,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,drfa_activation_history_by_location_2026_august_11.csv,,,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",not a pre-onset certified predictor
960,11720,Cessnock,New South Wales,cessnock,2021-03-10,prior_recorded_disaster_events,2.0,,events,snapshot 2026-08-11,2018-11-22,2026-08-11,,LOWER_BOUND_BACKFILLED_HISTORY,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,drfa_activation_history_by_location_2026_august_11.csv,,,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",not a pre-onset certified predictor
960,11720,Cessnock,New South Wales,cessnock,2021-03-10,prior_recorded_C_events,0.0,,events,snapshot 2026-08-11,2018-11-22,2026-08-11,,LOWER_BOUND_BACKFILLED_HISTORY,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,drfa_activation_history_by_location_2026_august_11.csv,,,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",not a pre-onset certified predictor
960,11720,Cessnock,New South Wales,cessnock,2021-03-10,prior_recorded_D_events,0.0,,events,snapshot 2026-08-11,2018-11-22,2026-08-11,,LOWER_BOUND_BACKFILLED_HISTORY,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,drfa_activation_history_by_location_2026_august_11.csv,,,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",not a pre-onset certified predictor
960,11720,Cessnock,New South Wales,cessnock,2021-03-10,staffing_FTE,,,not recovered,,,,,NOT_IN_BACKBONE,,,,,False,False,Requires separately dated source; activation is not receipt,unavailable
960,11720,Cessnock,New South Wales,cessnock,2021-03-10,remoteness,,,not recovered,,,,,NOT_IN_BACKBONE,,,,,False,False,Requires separately dated source; activation is not receipt,unavailable
960,11720,Cessnock,New South Wales,cessnock,2021-03-10,prior_funding_receipt_experience,,,not recovered,,,,,NOT_IN_BACKBONE,,,,,False,False,Requires separately dated source; activation is not receipt,unavailable
1012,11720,Cessnock,New South Wales,cessnock,2022-02-22,cash_cover_months,8.18,8.18,months,2020-21,2021-06-30,,237.0,OBSERVED_PRE_ONSET,Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,time-series-data-2020-2021.xlsx,Councils,31,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit"
1012,11720,Cessnock,New South Wales,cessnock,2022-02-22,current_ratio,3.84,3.84,multiple,2020-21,2021-06-30,,237.0,OBSERVED_PRE_ONSET,Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,time-series-data-2020-2021.xlsx,Councils,31,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,see frozen V2 dictionary
1012,11720,Cessnock,New South Wales,cessnock,2022-02-22,operating_ratio_pct,-5.19,-5.19,percent,2020-21,2021-06-30,,237.0,OBSERVED_PRE_ONSET,Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,time-series-data-2020-2021.xlsx,Councils,31,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,AASB15/1058 and lease regime
1012,11720,Cessnock,New South Wales,cessnock,2022-02-22,own_source_pct,54.75,54.75,percent,2020-21,2021-06-30,,237.0,OBSERVED_PRE_ONSET,Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,time-series-data-2020-2021.xlsx,Councils,31,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,see frozen V2 dictionary
1012,11720,Cessnock,New South Wales,cessnock,2022-02-22,grants_pct,44.917543039063325,44.917543039063325,percent,2020-21,2021-06-30,,237.0,OBSERVED_PRE_ONSET,Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,time-series-data-2020-2021.xlsx,Councils,31,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,see frozen V2 dictionary
1012,11720,Cessnock,New South Wales,cessnock,2022-02-22,debt_service_cover,5.45,5.45,multiple,2020-21,2021-06-30,,237.0,OBSERVED_PRE_ONSET,Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,time-series-data-2020-2021.xlsx,Councils,31,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,see frozen V2 dictionary
1012,11720,Cessnock,New South Wales,cessnock,2022-02-22,debt_service_ratio_pct,2.270721807165127,2.270721807165127,percent,2020-21,2021-06-30,,237.0,OBSERVED_PRE_ONSET,Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,time-series-data-2020-2021.xlsx,Councils,31,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,see frozen V2 dictionary
1012,11720,Cessnock,New South Wales,cessnock,2022-02-22,population,61256.0,61256.0,persons,2020-21,2021-06-30,,237.0,OBSERVED_PRE_ONSET,Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,time-series-data-2020-2021.xlsx,Councils,31,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,see frozen V2 dictionary
1012,11720,Cessnock,New South Wales,cessnock,2022-02-22,road_km,1080.12,1080.12,km,2020-21,2021-06-30,,237.0,OBSERVED_PRE_ONSET,Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,time-series-data-2020-2021.xlsx,Councils,31,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,see frozen V2 dictionary
1012,11720,Cessnock,New South Wales,cessnock,2022-02-22,prior_recorded_activation_events,3.0,,events,snapshot 2026-08-11,2021-03-10,2026-08-11,,LOWER_BOUND_BACKFILLED_HISTORY,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,drfa_activation_history_by_location_2026_august_11.csv,,,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",not a pre-onset certified predictor
1012,11720,Cessnock,New South Wales,cessnock,2022-02-22,prior_recorded_disaster_events,3.0,,events,snapshot 2026-08-11,2021-03-10,2026-08-11,,LOWER_BOUND_BACKFILLED_HISTORY,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,drfa_activation_history_by_location_2026_august_11.csv,,,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",not a pre-onset certified predictor
1012,11720,Cessnock,New South Wales,cessnock,2022-02-22,prior_recorded_C_events,1.0,,events,snapshot 2026-08-11,2021-03-10,2026-08-11,,LOWER_BOUND_BACKFILLED_HISTORY,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,drfa_activation_history_by_location_2026_august_11.csv,,,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",not a pre-onset certified predictor
1012,11720,Cessnock,New South Wales,cessnock,2022-02-22,prior_recorded_D_events,1.0,,events,snapshot 2026-08-11,2021-03-10,2026-08-11,,LOWER_BOUND_BACKFILLED_HISTORY,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,drfa_activation_history_by_location_2026_august_11.csv,,,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",not a pre-onset certified predictor
1012,11720,Cessnock,New South Wales,cessnock,2022-02-22,staffing_FTE,,,not recovered,,,,,NOT_IN_BACKBONE,,,,,False,False,Requires separately dated source; activation is not receipt,unavailable
1012,11720,Cessnock,New South Wales,cessnock,2022-02-22,remoteness,,,not recovered,,,,,NOT_IN_BACKBONE,,,,,False,False,Requires separately dated source; activation is not receipt,unavailable
1012,11720,Cessnock,New South Wales,cessnock,2022-02-22,prior_funding_receipt_experience,,,not recovered,,,,,NOT_IN_BACKBONE,,,,,False,False,Requires separately dated source; activation is not receipt,unavailable
1212,11720,Cessnock,New South Wales,cessnock,2025-05-18,cash_cover_months,12.1085,12.1085,months,2023-24,2024-06-30,,322.0,OBSERVED_PRE_ONSET,Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,time-series-data-2023-24.xlsx,Councils ,31,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit"
1212,11720,Cessnock,New South Wales,cessnock,2025-05-18,current_ratio,2.0275,2.0275,multiple,2023-24,2024-06-30,,322.0,OBSERVED_PRE_ONSET,Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,time-series-data-2023-24.xlsx,Councils ,31,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,see frozen V2 dictionary
1212,11720,Cessnock,New South Wales,cessnock,2025-05-18,operating_ratio_pct,-5.94,-5.94,percent,2023-24,2024-06-30,,322.0,OBSERVED_PRE_ONSET,Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,time-series-data-2023-24.xlsx,Councils ,31,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,AASB15/1058 and lease regime
1212,11720,Cessnock,New South Wales,cessnock,2025-05-18,own_source_pct,40.21,40.21,percent,2023-24,2024-06-30,,322.0,OBSERVED_PRE_ONSET,Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,time-series-data-2023-24.xlsx,Councils ,31,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,see frozen V2 dictionary
