agrn,n_lga_rows,cat_C_positive,cat_D_positive,state,event_name,disaster_start_date,hazard_type,cat_C_zero,cat_C_proportion,cat_C_pattern,cat_D_zero,cat_D_proportion,cat_D_pattern,descriptive_event_scope,distinct_C_measures_recovered_minimum,C_measure_inventory_complete,independent_funding_decision_count,usable_positive_negative_contrasts
1045,6,0,0,Northern Territory,AGRN 1045 - Ex-Tropical Cyclone Ellie and Flooding (December 2022),2022-12-23,Flood,6,0.0,no-C,6,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1044,4,4,4,Western Australia,AGRN 1044 - Ex TC Ellie and associated flooding (28 December 2022 onwards),2022-12-28,Cyclone,0,1.0,all-C,0,1.0,all-D,All listed LGA rows flagged; does not prove one decision,,False,,0
1058,1,0,0,Victoria,AGRN 1058 - Benalla Tornado (commencing 14 January 2023),2023-01-14,Tornado,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1053,2,0,0,New South Wales,AGRN 1053 - Gwydir and Narrabri NSW Bushfires (18 January 2023),2023-01-18,Bushfire,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1065,1,0,0,New South Wales,AGRN 1065 - Cootamundra-Gundagai Bushfires (25 January 2023 onwards),2023-01-25,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1048,1,0,0,Queensland,AGRN 1048 - Western Downs Bushfire (30 January - March 2023),2023-01-30,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1047,1,0,0,New South Wales,AGRN 1047 - Port Macquarie Hastings Severe Storm (3 February 2023),2023-02-03,Storm,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1049,2,0,0,New South Wales,AGRN 1049 - NSW Severe Storms (9 February 2023),2023-02-09,Storm,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1066,2,0,0,New South Wales,AGRN 1066 - Upper Lachlan and Yass Valley Bushfires (11 February 2023 onwards),2023-02-11,Bushfire,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1055,5,0,0,New South Wales,AGRN 1055 - Western and North West NSW Bushfires (17 February 2023),2023-02-17,Bushfire,5,0.0,no-C,5,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1051,2,0,0,Northern Territory,AGRN 1051 - Northern Region Flooding (26 February 2023 onwards),2023-02-26,Flood,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1054,3,0,0,New South Wales,"AGRN 1054 - Gwydir, Moree Plains and Narrabri NSW Bushfires (1 March 2023)",2023-03-01,Bushfire,3,0.0,no-C,3,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1052,12,0,0,New South Wales,AGRN 1052 - NSW Bushfires (6 March 2023),2023-03-06,Bushfire,12,0.0,no-C,12,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1057,2,0,0,New South Wales,AGRN 1057 - Cootamundra-Gundagai and Hilltops Storm and Flooding (12 March 2023 onwards),2023-03-12,Storm,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1056,2,0,0,New South Wales,AGRN 1056 - Upper Lachlan Bushfires (16 March 2023 onwards),2023-03-16,Bushfire,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1060,2,0,0,Victoria,AGRN 1060 - North-East Victorian Storms (commencing 23 March 2023),2023-03-23,Storm,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1061,2,0,0,Western Australia,AGRN 1061 - Wheatbelt region of WA - Storm and Associated Flooding (25-26 March 2023),2023-03-25,Flood,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1062,7,0,0,Western Australia,AGRN 1062 - Storms and associated flooding in the Midwest-Gascoyne and Pilbara regions (29 March - 4 April 2023),2023-03-29,Storm,7,0.0,no-C,7,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1059,3,0,3,Western Australia,AGRN 1059 - Tropical Cyclone Ilsa (13 April 2023 onwards),2023-04-13,Cyclone,3,0.0,no-C,0,1.0,all-D,Measure-specific decision scope unresolved,,False,,0
1064,1,0,0,Northern Territory,AGRN 1064 - East Arnhem Region Flooding (16 April to 18 April 2023),2023-04-16,Flood,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1067,2,0,0,Queensland,AGRN 1067 - South West Queensland Flooding (4 June - 7 July 2023),2023-06-04,Flood,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1063,5,0,0,Victoria,AGRN 1063 - North Victorian Storms (commencing 07 June 2023),2023-06-07,Storm,5,0.0,no-C,5,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1068,6,0,0,Northern Territory,AGRN 1068 - Southern Region Bushfire (August 2023 onwards),2023-08-01,Bushfire,6,0.0,no-C,6,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1131,1,0,0,New South Wales,AGRN 1131 - Upper Hunter NSW Bushfire (10 - 17 August 2023),2023-08-10,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1071,4,0,0,New South Wales,AGRN 1071 - North Eastern NSW Bushfires (21 August 2023 onwards),2023-08-21,Bushfire,4,0.0,no-C,4,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1069,3,0,0,Victoria,AGRN 1069 - Victorian Storms (commencing 8 September 2023),2023-09-08,Storm,3,0.0,no-C,3,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1078,17,17,17,Queensland,AGRN 1078 - Southern Queensland Bushfires (8 September - 7 November 2023),2023-09-08,Bushfire,0,1.0,all-C,0,1.0,all-D,All listed LGA rows flagged; does not prove one decision,3,False,,0
1099,1,0,0,New South Wales,AGRN 1099 - Singleton NSW Bushfires (11 September - 18 October 2023),2023-09-11,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1085,1,0,0,Queensland,AGRN 1085 - Nome and Julago Bushfire (16 - 24 September 2023),2023-09-16,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1089,1,0,0,New South Wales,AGRN 1089 - Mid Coast NSW Bushfires (20 September - 6 October 2023),2023-09-20,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1090,4,0,0,New South Wales,AGRN 1090 - Lower Hunter NSW Bushfires (20 September to 9 October 2023),2023-09-20,Bushfire,4,0.0,no-C,4,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1132,1,0,0,New South Wales,AGRN 1132 - Snowy Monaro NSW Bushfire (20 September - 4 October 2023),2023-09-20,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1073,3,0,0,Victoria,AGRN 1073 - East Victorian Fires (commencing 29 September 2023),2023-09-29,Bushfire,3,0.0,no-C,3,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1133,1,0,0,New South Wales,AGRN 1133 - Lake Macquarie NSW Bushfire (1 - 18 October 2023),2023-10-01,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1083,1,0,0,New South Wales,AGRN 1083 - Mid-Western NSW Bushfires (2-10 October 2023),2023-10-02,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1084,1,0,0,New South Wales,AGRN 1084 - Snowy Monaro NSW Bushfires (2 October 2023),2023-10-02,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1070,1,0,0,New South Wales,AGRN 1070 - Bega Valley NSW Bushfires (3 October 2023 onwards),2023-10-03,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1072,11,0,0,Victoria,AGRN 1072 - East Victorian Floods (commencing 3 October 2023),2023-10-03,Flood,11,0.0,no-C,11,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1075,4,0,0,New South Wales,AGRN 1075 - Far North NSW Bushfires (13 October 2023 onwards),2023-10-13,Bushfire,4,0.0,no-C,4,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1135,1,0,0,New South Wales,AGRN 1135 - Byron NSW Bushfire (14 October - 5 November 2023),2023-10-14,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1076,3,0,0,New South Wales,AGRN 1076 - Mid North NSW Bushfires (16 October 2023 onwards),2023-10-16,Bushfire,3,0.0,no-C,3,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1077,1,0,0,New South Wales,AGRN 1077 - Mid-Western NSW Bushfires (17 October 2023 onwards),2023-10-17,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1079,5,0,0,Queensland,AGRN 1079 - Northern Queensland bushfres (18 October - 8 December 2023),2023-10-18,Bushfire,5,0.0,no-C,5,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1091,2,0,0,New South Wales,AGRN 1091 Hunter NSW Bushfires (22 October - 5 November 2023),2023-10-22,Bushfire,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1115,1,0,0,Queensland,AGRN 1115 - Mount Isa bushfire (23 October - 1 November 2023),2023-10-23,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1134,1,0,0,New South Wales,AGRN 1134 - Tamworth NSW Bushfires (26 October - 4 November 2023),2023-10-26,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1136,1,0,0,New South Wales,AGRN 1136 - Lithgow NSW Bushfire (11 - 17 November 2023),2023-11-11,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1081,1,0,0,New South Wales,AGRN 1081 - North Western NSW Bushfires (14 November 2023 onwards),2023-11-14,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1080,1,0,0,Queensland,AGRN 1080 - The Pines and Condamine Farms bushfire (19 November - 1 December 2023),2023-11-19,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1137,1,0,0,New South Wales,AGRN 1137 - Parkes NSW Bushfire (19 - 27 November 2023),2023-11-19,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1097,4,0,0,Queensland,AGRN 1097 - Queensland low pressure trough (20 November - 1 December 2023),2023-11-20,Flood,4,0.0,no-C,4,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1082,2,0,0,Western Australia,AGRN 1082 - Mariginiup Bushfire in Western Australia (22 November 2023 onwards),2023-11-22,Bushfire,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1086,5,0,0,New South Wales,AGRN 1086 NSW Severe Weather and Flooding (28 November 2023 onwards),2023-11-28,Flood,5,0.0,no-C,5,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1087,5,0,0,Victoria,AGRN 1087 - Victorian Floods and Storms (commencing 28 November 2023),2023-11-28,Storm,5,0.0,no-C,5,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1138,1,0,0,New South Wales,AGRN 1138 - Richmond Valley NSW Bushfire (4 - 15 December 2023),2023-12-04,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1139,1,0,0,New South Wales,AGRN 1139 - Mid-Western NSW Bushfire (6 - 16 December 2023),2023-12-06,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1114,2,0,0,New South Wales,AGRN 1114 - Inverell and Tenterfield NSW Bushfires (7-24 December 2023),2023-12-07,Bushfire,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1093,1,0,0,New South Wales,AGRN 1093 - Narrabri NSW Bushfires (8 December 2023 onwards),2023-12-08,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1110,4,0,0,South Australia,AGRN 1110 - South Australia Severe Weather Event (8-12 December 2023),2023-12-08,Storm,4,0.0,no-C,4,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1111,1,0,0,Australian Capital Territory,AGRN 1111 - ACT severe storms (8 - 13 December 2023),2023-12-08,Storm,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1140,1,0,0,New South Wales,AGRN 1140 - Singleton NSW Bushfire (8 - 18 December 2023),2023-12-08,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1112,1,0,0,New South Wales,AGRN 1112 - Armidale NSW Bushfires (9 December - 23 December 2023),2023-12-09,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1088,18,18,18,Queensland,"AGRN 1088 - Tropical Cyclone Jasper, associated rainfall and flooding (13 - 28 December 2023)",2023-12-13,Cyclone,0,1.0,all-C,0,1.0,all-D,All listed LGA rows flagged; does not prove one decision,6,False,,0
1095,3,0,0,Victoria,AGRN 1095 - North East Victorian Storms (commencing 13 December 2023),2023-12-13,Storm,3,0.0,no-C,3,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1092,1,0,0,New South Wales,AGRN 1092 - Cessnock NSW Bushfires (14 December onwards),2023-12-14,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1098,2,0,0,Queensland,AGRN 1098 - Brisbane and Ipswich severe storms (15-16 December 2023),2023-12-15,Storm,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1117,1,0,0,Australian Capital Territory,AGRN 1117 - ACT Storm Event (19-21 December 2023),2023-12-19,Storm,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1094,8,8,3,Queensland,AGRN 1094 - South East Queensland Severe Storms and Rainfall (24 December 2023 - 3 January 2024),2023-12-24,Storm,0,1.0,all-C,5,0.375,mixed-D,All listed LGA rows flagged; does not prove one decision,,False,,0
1096,29,0,29,Victoria,AGRN 1096 - Victorian Floods and Storms commencing 24 December 2023,2023-12-24,Storm,29,0.0,no-C,0,1.0,all-D,Measure-specific decision scope unresolved,,False,,0
1100,3,0,0,New South Wales,AGRN 1100 - NSW Storms and Floods (25 December 2023 onwards),2023-12-25,Flood,3,0.0,no-C,3,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1101,2,0,0,New South Wales,AGRN 1101 - NSW Storms and Floods (31 December 2023 onwards),2023-12-31,Flood,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1105,2,0,0,New South Wales,AGRN 1105 - Western NSW Storms and Flooding (6 January 2024 onwards),2024-01-06,Flood,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1109,5,0,0,Queensland,AGRN 1109 - South West Queensland flooding (6 January - 23 January 2024),2024-01-06,Flood,5,0.0,no-C,5,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1104,1,0,0,Queensland,AGRN 1104 - North Queensland Monsoon Trough (12 - 22 January 2024),2024-01-12,Flood,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1128,1,0,0,Australian Capital Territory,AGRN 1128 - ACT Storm Event (13 January 2024),2024-01-13,Storm,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1103,8,0,0,Northern Territory,AGRN 1103 - Tropical Low 03U/ Tropical Low 07U - Ex-TC Lincoln (Jan - Feb 2024),2024-01-15,Flood,8,0.0,no-C,8,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1113,7,0,0,Western Australia,AGRN 1113 - Tropical Low and Associated Flooding in Western Australia (21-27 January 2024,2024-01-21,Flood,7,0.0,no-C,7,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1121,1,0,0,New South Wales,AGRN 1121 - Clarence Valley NSW Bushfire (21 January - 13 February 2024),2024-01-21,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1102,41,0,0,Queensland,"AGRN 1102 - Tropical Cyclone Kirrily, associated rainfall and flooding (25 January - 26 February 2024))",2024-01-25,Cyclone,41,0.0,no-C,41,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1141,1,0,0,New South Wales,AGRN 1141 - Central Darling NSW Storm (5-6 February 2024),2024-02-05,Flood,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1108,38,0,38,Victoria,AGRN 1108 - Victorian Bushfires and Storms (commencing 13 February 2024),2024-02-13,"Bushfire, Storm",38,0.0,no-C,0,1.0,all-D,Measure-specific decision scope unresolved,,False,,0
1118,2,0,0,Western Australia,AGRN 1118 - Ex-Tropical Cyclone Lincoln and associated flooding in Western Australia (19-25 February 2024),2024-02-19,Cyclone,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1125,1,0,0,Tasmania,AGRN 1125 - Tasmania East Coast Severe Weather Event (February 2024),2024-02-21,Flood,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1123,1,0,0,Western Australia,AGRN 1123 - Tropical Low and Associated Flooding in the Shire of East Pilbara (4-11 March 2024),2024-03-04,Flood,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1120,10,0,0,Western Australia,"AGRN 1120 - Storms and associated flooding across the Goldfields, Southern Interior and Eucla areas (7 March 2024 onwards)",2024-03-07,Storm,10,0.0,no-C,10,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1116,8,0,0,Northern Territory,AGRN 1116 - Tropical Low 09U Cyclone Megan: (March 2024),2024-03-12,"Cyclone, Low/tropical low, Rainfall, Tropical low",8,0.0,no-C,8,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1126,9,0,0,Queensland,AGRN 1126 - QLD - Western Queensland Rainfall and Flooding (22 March - 20 April 2024),2024-03-22,Flood,9,0.0,no-C,9,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1119,33,0,0,New South Wales,AGRN 1119 - NSW East Coast Flooding (from 1 April 2024 onwards),2024-04-01,Flood,33,0.0,no-C,33,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1122,1,0,0,Victoria,AGRN 1122 - Yarra Ranges Floods (commencing 01 April 2024),2024-04-01,Flood,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1127,2,0,0,New South Wales,AGRN 1127 - NSW Severe Weather (9 - 14 May 2024),2024-05-09,Flood,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1124,1,0,0,Western Australia,AGRN 1124 - Storm and Tornado in the City of Bunbury in Western Australia (10 May 2024),2024-05-10,Tornado,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1130,2,0,0,Western Australia,AGRN 1130 - Storm in the South West Region of Western Australia (1-2 June 2024),2024-06-01,Storm,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1129,6,0,0,New South Wales,AGRN 1129 - NSW Severe Weather (4 June 2024 onwards),2024-06-04,Flood,6,0.0,no-C,6,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1143,2,0,0,Western Australia,AGRN 1143 - Heavy Rainfall and Associated Flooding in the Geraldton Region of Western Australia (6-9 June 2024),2024-06-06,Flood,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1150,1,0,0,Western Australia,AGRN 1150 - WA - Heavy Rainfall and associated flooding in the Shire of Northampton (26-30 June 2024),2024-06-26,Flood,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1145,1,0,0,Queensland,AGRN 1145 - Diamantina Rainfall and Flooding (1-7 July 2024),2024-07-01,Flood,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1142,3,0,0,Victoria,AGRN 1142 - Eastern Victoria Storms and Floods (commencing 15 July 2024),2024-07-15,Storm,3,0.0,no-C,3,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1146,1,0,0,Victoria,AGRN 1146 - North-East Victorian Earthquake (6 August 2024),2024-08-06,Earthquake,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1151,1,0,0,New South Wales,AGRN 1151 - North Coast NSW Severe Weather (11 August 2024 onwards),2024-08-11,Storm,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1148,7,0,0,Queensland,AGRN 1148 - Central and Southern Queensland Rainfall and Flooding (12-14 August 2024),2024-08-12,Flood,7,0.0,no-C,7,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1159,1,0,0,New South Wales,AGRN 1159 - NSW Muswellbrook Earthquakes (23 August - 12 November 2024),2024-08-23,Earthquake,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1147,28,0,0,Victoria,AGRN 1147 - Victorian Storms (commencing 25 August 2024),2024-08-25,Storm,28,0.0,no-C,28,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1144,29,29,0,Tasmania,AGRN 1144 - Tasmania Severe Weather Event (commencing 26 August 2024),2024-08-26,Flood,0,1.0,all-C,29,0.0,no-D,All listed LGA rows flagged; does not prove one decision,,False,,0
1155,1,0,0,New South Wales,AGRN 1155 - Wingecarribee NSW Storm (28 August 2024 onwards),2024-08-28,Storm,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1156,1,0,0,New South Wales,AGRN 1156 - Tenterfield NSW Bushfire (2 September -16 September 2024),2024-09-02,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1154,4,0,0,Queensland,AGRN 1154 - North Queensland Bushfires (12 September - 15 November 2024),2024-09-12,Bushfire,4,0.0,no-C,4,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1183,2,0,0,Queensland,AGRN 1183 - Cook and Hope Vale Bushfires (20 September to 9 October 2024),2024-09-20,Bushfire,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1165,2,0,0,Queensland,AGRN 1165 - Mount Tabor Bushfire (22 September to 8 October 2024),2024-09-22,Bushfire,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1162,2,0,0,New South Wales,AGRN 1162 - NSW North Coast Storms (24 September 2024 onwards),2024-09-24,Storm,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1179,2,0,0,Queensland,AGRN 1179 - Cloncurry and Mount Isa Bushfires (6 to 29 October 2024),2024-10-06,Bushfire,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1152,3,0,0,Victoria,AGRN 1152 - Victorian Floods and Storms (16-19 October 2024),2024-10-16,Storm,3,0.0,no-C,3,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1149,3,0,0,New South Wales,AGRN 1149 - Far West Region Storm (17 October 2024 onwards),2024-10-17,Storm,3,0.0,no-C,3,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1153,1,0,0,Queensland,AGRN 1153 - Dirranbandi Bushfires (5 - 10 November 2024),2024-11-05,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1173,1,0,0,New South Wales,AGRN 1173 - NSW Kyogle Storm (From 7 November 2024),2024-11-07,Storm,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1158,2,0,0,Queensland,AGRN 1158 - Scenic Rim and Ipswich Storms and Rainfall (10 -24 November 2024),2024-11-10,Storm,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1181,2,0,0,Queensland,AGRN 1181 - Silver Valley and Walsh Bluff Bushfires (13 to 24 November 2024),2024-11-13,Bushfire,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1157,1,0,0,New South Wales,AGRN 1157 - Walgett NSW Storm (17 November 2024 onwards),2024-11-17,Storm,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1160,1,0,0,Victoria,AGRN 1160 - Greater Shepparton Storms (17 November 2024),2024-11-17,Storm,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1164,5,0,0,Queensland,AGRN 1164 - Southwest Queensland Flooding and Rainfall (21 November to 10 December 2024),2024-11-21,Flood,5,0.0,no-C,5,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1172,1,0,0,New South Wales,AGRN 1172 - NSW Byron Shire Storms (from 25 November 2024),2024-11-25,Storm,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1177,1,0,0,New South Wales,AGRN 1177 - NSW Snowy Valleys Storms (from 25 November 2024),2024-11-25,Storm,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1182,2,0,0,New South Wales,AGRN 1182 - NSW Gilgandra and Walgett Storms (from 25 November 2024),2024-11-25,Storm,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1163,2,0,0,Victoria,AGRN 1163 - North-East Victoria Floods and Storms (commencing 27 November 2024),2024-11-27,Storm,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1194,3,0,0,Tasmania,AGRN 1194 - Northern Rainfall Event (November/December 2024),2024-11-28,Storm,3,0.0,no-C,3,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1178,2,0,0,New South Wales,AGRN 1178 - NSW Hilltops and Lockhart Shire storms (from 30 November 2024),2024-11-30,Storm,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1205,1,0,0,New South Wales,AGRN 1205 - NSW Cabonne Shire Storms (from 4 December 2024),2024-12-04,Storm,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1207,2,0,0,New South Wales,AGRN 1207 - NSW Griffith and Lockhart Storms (from 7 December 2024),2024-12-07,Storm,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1167,13,0,0,Queensland,AGRN 1167 - Southern Summer Rainfall and Flooding (9 December 2024 to 14 January 2025),2024-12-09,Flood,13,0.0,no-C,13,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1175,5,0,0,Western Australia,AGRN 1175 - Storms and Associated Flooding in the Pilbara and Midwest-Gascoyne Regions (10 December -17 December 2024),2024-12-10,Storm,5,0.0,no-C,5,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1166,8,8,8,Victoria,AGRN 1166 - Western Victoria Bushfires (commencing 16 December 2024),2024-12-16,Bushfire,0,1.0,all-C,0,1.0,all-D,All listed LGA rows flagged; does not prove one decision,,False,,0
1191,1,0,0,New South Wales,AGRN 1191 - Singleton NSW Bushfires (16 -24 December 2024),2024-12-16,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1168,2,0,0,Queensland,AGRN 1168 - North Queensland Rainfall and Flooding (19 to 24 December 2024),2024-12-19,Flood,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1169,1,0,0,Victoria,AGRN 1169 - Bass Coast Bushfires (commencing 19 December 2024),2024-12-19,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1193,2,0,0,New South Wales,AGRN 1193 - Bathurst and Lithgow NSW Bushfire (23 December 2024 - 11 January 2025),2024-12-23,Bushfire,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
