council_key,year_start,variable,raw_value,normalized_value,normalization_factor,source_status,source_file,source_sheet,source_cell,source_header,source_url,source_sha256,release_date,current_vintage_availability,retrieved_date
bourke,2015,operating_ratio_pct,6.99,6.99,1.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,AD16,Operating Performance Ratio,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
bourke,2015,cash_cover_reported_months,10.08,10.08,1.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,AK16,Cash Expense Cover Ratio,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
bourke,2015,current_ratio,2.72,2.72,1.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,AE16,Unrestricted Current Ratio,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
bourke,2015,own_source_pct,45.45,45.45,1.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,AF16,% Own Source Revenue,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
bourke,2015,grants_pct,54.55,54.55,1.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,AG16,% Grants Revenue,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
bourke,2015,debt_service_cover,4.45,4.45,1.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,AI16,Debt Service Cover Ratio,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
bourke,2015,debt_service_ratio_pct,6.83651124285638,6.83651124285638,1.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,AJ16,Debt Service Ratio,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
bourke,2015,actual_maintenance_aud,3556,3556000.0,1000.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,DD16,Actual Asset Maintenance Expenditure 2015/16 ($'000),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
bourke,2015,required_maintenance_aud,3278,3278000.0,1000.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,DE16,Required Asset Maintenance Expenditure 2015/16 ($'000),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
bourke,2015,maintenance_reported_pct,108.48,108.48,1.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,DF16,Asset Maintenance Ratio (%),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
bourke,2015,total_revenue_including_capital_aud,21055,21055000.0,1000.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,AO16,"Total Revenue from Continuing Operations 2015/16 ($,000)",https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
bourke,2015,total_expenses_aud,17449,17449000.0,1000.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,AN16,Total Expenses from Continuing Operations 2015/16 ($'000),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
bourke,2015,result_before_capital_aud,,,,column_unavailable,time-series-data-2015-16.xls,2015-16 DATA,,,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
bourke,2015,residential_rates_aud,352,352000.0,1000.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,AV16,Total Residential Rating Revenue 2015/16 ($'000),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
bourke,2015,farmland_rates_aud,1047,1047000.0,1000.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,BA16,Total Farmland Rates Revenue ($'000),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
bourke,2015,business_rates_aud,102,102000.0,1000.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,BD16,Total Business Rates Revenue ($'000),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
bourke,2015,mining_rates_aud,,,1000.0,source_missing_or_nonnumeric,time-series-data-2015-16.xls,2015-16 DATA,BG16,Total Mining Rates Revenue ($'000),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
bourke,2015,population,2876,2876.0,1.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,E16,Population,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
bourke,2015,area_km2,41604.5,41604.5,1.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,D16,Council Area (km2),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
bourke,2015,road_reported_km,2453.8599999999997,2453.8599999999997,1.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,CS16,"Total Road Length (inlcuding local, regional & state) (km)",https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
brewarrina,2015,operating_ratio_pct,15.56,15.56,1.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,AD17,Operating Performance Ratio,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
brewarrina,2015,cash_cover_reported_months,8.33,8.33,1.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,AK17,Cash Expense Cover Ratio,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
brewarrina,2015,current_ratio,2.45,2.45,1.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,AE17,Unrestricted Current Ratio,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
brewarrina,2015,own_source_pct,47.52,47.52,1.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,AF17,% Own Source Revenue,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
brewarrina,2015,grants_pct,52.48,52.48,1.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,AG17,% Grants Revenue,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
brewarrina,2015,debt_service_cover,21.37,21.37,1.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,AI17,Debt Service Cover Ratio,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
brewarrina,2015,debt_service_ratio_pct,1.8240196748189643,1.8240196748189643,1.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,AJ17,Debt Service Ratio,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
brewarrina,2015,actual_maintenance_aud,1599,1599000.0,1000.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,DD17,Actual Asset Maintenance Expenditure 2015/16 ($'000),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
brewarrina,2015,required_maintenance_aud,2418.461075,2418461.075,1000.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,DE17,Required Asset Maintenance Expenditure 2015/16 ($'000),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
brewarrina,2015,maintenance_reported_pct,66.12,66.12,1.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,DF17,Asset Maintenance Ratio (%),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
brewarrina,2015,total_revenue_including_capital_aud,15567,15567000.0,1000.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,AO17,"Total Revenue from Continuing Operations 2015/16 ($,000)",https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
brewarrina,2015,total_expenses_aud,12361,12361000.0,1000.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,AN17,Total Expenses from Continuing Operations 2015/16 ($'000),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
brewarrina,2015,result_before_capital_aud,,,,column_unavailable,time-series-data-2015-16.xls,2015-16 DATA,,,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
brewarrina,2015,residential_rates_aud,81,81000.0,1000.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,AV17,Total Residential Rating Revenue 2015/16 ($'000),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
brewarrina,2015,farmland_rates_aud,912,912000.0,1000.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,BA17,Total Farmland Rates Revenue ($'000),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
brewarrina,2015,business_rates_aud,11,11000.0,1000.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,BD17,Total Business Rates Revenue ($'000),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
brewarrina,2015,mining_rates_aud,,,1000.0,source_missing_or_nonnumeric,time-series-data-2015-16.xls,2015-16 DATA,BG17,Total Mining Rates Revenue ($'000),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
brewarrina,2015,population,1917,1917.0,1.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,E17,Population,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
brewarrina,2015,area_km2,19165.2,19165.2,1.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,D17,Council Area (km2),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
brewarrina,2015,road_reported_km,1551.6999999999998,1551.6999999999998,1.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,CS17,"Total Road Length (inlcuding local, regional & state) (km)",https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
brokenhill,2015,operating_ratio_pct,8.84,8.84,1.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,AD18,Operating Performance Ratio,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
brokenhill,2015,cash_cover_reported_months,8.26,8.26,1.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,AK18,Cash Expense Cover Ratio,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
brokenhill,2015,current_ratio,2.23,2.23,1.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,AE18,Unrestricted Current Ratio,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
brokenhill,2015,own_source_pct,62.12,62.12,1.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,AF18,% Own Source Revenue,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
brokenhill,2015,grants_pct,37.88,37.88,1.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,AG18,% Grants Revenue,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
brokenhill,2015,debt_service_cover,9.01,9.01,1.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,AI18,Debt Service Cover Ratio,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
brokenhill,2015,debt_service_ratio_pct,3.172797749109521,3.172797749109521,1.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,AJ18,Debt Service Ratio,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
brokenhill,2015,actual_maintenance_aud,3797,3797000.0,1000.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,DD18,Actual Asset Maintenance Expenditure 2015/16 ($'000),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
brokenhill,2015,required_maintenance_aud,4088.05,4088050.0,1000.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,DE18,Required Asset Maintenance Expenditure 2015/16 ($'000),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
brokenhill,2015,maintenance_reported_pct,92.88,92.88,1.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,DF18,Asset Maintenance Ratio (%),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
brokenhill,2015,total_revenue_including_capital_aud,37217,37217000.0,1000.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,AO18,"Total Revenue from Continuing Operations 2015/16 ($,000)",https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
brokenhill,2015,total_expenses_aud,30610,30610000.0,1000.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,AN18,Total Expenses from Continuing Operations 2015/16 ($'000),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
brokenhill,2015,result_before_capital_aud,,,,column_unavailable,time-series-data-2015-16.xls,2015-16 DATA,,,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
brokenhill,2015,residential_rates_aud,8154,8154000.0,1000.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,AV18,Total Residential Rating Revenue 2015/16 ($'000),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
brokenhill,2015,farmland_rates_aud,20,20000.0,1000.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,BA18,Total Farmland Rates Revenue ($'000),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
brokenhill,2015,business_rates_aud,3320,3320000.0,1000.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,BD18,Total Business Rates Revenue ($'000),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
brokenhill,2015,mining_rates_aud,2362,2362000.0,1000.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,BG18,Total Mining Rates Revenue ($'000),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
brokenhill,2015,population,18856,18856.0,1.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,E18,Population,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
brokenhill,2015,area_km2,170.3,170.3,1.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,D18,Council Area (km2),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
brokenhill,2015,road_reported_km,250.96,250.96,1.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,CS18,"Total Road Length (inlcuding local, regional & state) (km)",https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
burwood,2015,operating_ratio_pct,-0.11,-0.11,1.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,AD19,Operating Performance Ratio,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
burwood,2015,cash_cover_reported_months,9.95,9.95,1.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,AK19,Cash Expense Cover Ratio,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
burwood,2015,current_ratio,3.59,3.59,1.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,AE19,Unrestricted Current Ratio,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
burwood,2015,own_source_pct,76.82,76.82,1.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,AF19,% Own Source Revenue,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
burwood,2015,grants_pct,23.180000000000007,23.180000000000007,1.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,AG19,% Grants Revenue,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
burwood,2015,debt_service_cover,8.63,8.63,1.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,AI19,Debt Service Cover Ratio,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
burwood,2015,debt_service_ratio_pct,1.8183096281369355,1.8183096281369355,1.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,AJ19,Debt Service Ratio,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
burwood,2015,actual_maintenance_aud,4799,4799000.0,1000.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,DD19,Actual Asset Maintenance Expenditure 2015/16 ($'000),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
burwood,2015,required_maintenance_aud,5282,5282000.0,1000.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,DE19,Required Asset Maintenance Expenditure 2015/16 ($'000),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
burwood,2015,maintenance_reported_pct,90.86,90.86,1.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,DF19,Asset Maintenance Ratio (%),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
burwood,2015,total_revenue_including_capital_aud,50962,50962000.0,1000.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,AO19,"Total Revenue from Continuing Operations 2015/16 ($,000)",https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
burwood,2015,total_expenses_aud,42815,42815000.0,1000.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,AN19,Total Expenses from Continuing Operations 2015/16 ($'000),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
burwood,2015,result_before_capital_aud,,,,column_unavailable,time-series-data-2015-16.xls,2015-16 DATA,,,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
burwood,2015,residential_rates_aud,13144,13144000.0,1000.0,observed_numeric,time-series-data-2015-16.xls,2015-16 DATA,AV19,Total Residential Rating Revenue 2015/16 ($'000),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
burwood,2015,farmland_rates_aud,,,1000.0,source_missing_or_nonnumeric,time-series-data-2015-16.xls,2015-16 DATA,BA19,Total Farmland Rates Revenue ($'000),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2015-16.xls,62bb1e2c38332f872564fb98c103d0053b842341720f62a1f9951b697dd279a2,,Historical first-release values not certified from current archive,2026-09-18
