council_key,council_name,year_start,financial_year,period_start,period_end,reporting_months,reporting_period_evidence,source_file,source_sheet,source_excel_row,historical_extension,operating_ratio_pct,cash_cover_reported_months,current_ratio,own_source_pct,grants_pct,debt_service_cover,debt_service_ratio_pct,actual_maintenance_aud,required_maintenance_aud,maintenance_reported_pct,total_revenue_including_capital_aud,total_expenses_aud,result_before_capital_aud,residential_rates_aud,farmland_rates_aud,business_rates_aud,mining_rates_aud,population,area_km2,road_reported_km,cash_cover_months,cash_definition_status,operating_definition_regime,debt_service_cover_requires_review,road_scope,road_km,maintenance_gap_aud,maintenance_calculated_pct,maintenance_difference_pp,maintenance_conflict,maintenance_ratio_pct,maintenance_basis,fesm_burned_ha,fesm_burned_pct_raw,fesm_extent_only_ha,fesm_min_fire_size_ha_exclusive,fesm_source_file,fesm_excel_total_row,fesm_status,boundary_change_flag,boundary_compatibility,physical_flood_status,verified_zero_all_disaster_exposure,bushfire_declared_event_count,bushfire_agrns,bushfire_declaration_status,flood_declared_event_count,flood_agrns,flood_declaration_status,all_declared_event_count,all_declaration_status,source_list_disagreement_count,open_ended_onset_event_count,known_prior_year_carryover_count,prior_fy_declared_event_count,direct_infrastructure_damage_documented,direct_infrastructure_evidence_ids,exposure_coverage_status,rates_annual_charges_aud,user_charges_fees_aud,other_revenue_aud,operating_grants_aud,capital_grants_aud,interest_investment_aud,employee_cost_aud,materials_services_aud,borrowing_cost_aud,depreciation_impairment_aud,other_expense_aud,statement_total_revenue_aud,statement_total_expenses_aud,operating_revenue_ex_capital_aud,candidate_only,strict_asof_predictor_panel
carrathool,Carrathool,2014,2014-15,2014-07-01,2015-06-30,12,"OLG annual reporting-year header; continuing-entity screen, individual opinion not certified for all rows",time-series-data-2014-15_1.xls,2014-15 Time Series Data,33,True,19.04,12.196800000000001,6.3674,53.2,46.8,19.2853,2.3202137998056362,3772000.0,3696000.0,102.06,18591000.0,13749000.0,,334000.0,2544000.0,204000.0,,2795,18932.5,2619.6600000000003,12.196800000000001,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",Pre-AASB15/1058,False,local_regional_state,,76000.0,102.05627705627705,-0.0037229437229484574,False,102.05627705627705,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",,,,,,,,,,,,,,,,,,,,,,,,,,not_extended_unknown,,,,,,,,,,,,,,,True,False
carrathool,Carrathool,2015,2015-16,2015-07-01,2016-06-30,12,"OLG annual reporting-year header; continuing-entity screen, individual opinion not certified for all rows",time-series-data-2015-16.xls,2015-16 DATA,25,True,17.04,11.0,6.19,46.05,53.95,21.29,1.7842660178426604,3355000.0,3696000.0,90.77,20406000.0,16372000.0,,347000.0,2605000.0,197000.0,,2733,18932.5,2619.6600000000003,11.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",Pre-AASB15/1058,False,local_regional_state,,-341000.0,90.77380952380952,0.003809523809522375,False,90.77380952380952,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",,,,,,,,,,,,,,,,,,,,,,,,,,not_extended_unknown,,,,,,,,,,,,,,,True,False
carrathool,Carrathool,2016,2016-17,2016-07-01,2017-06-30,12,"OLG annual reporting-year header; continuing-entity screen, individual opinion not certified for all rows",time-series-data-2016-17.xls,2016-17 DATA,28,True,19.29,16.9598,6.8333,40.74,59.2635885447107,30.9016,1.6477496822823086,3578000.0,3412000.0,104.87,23954000.0,18447000.0,,300000.0,2713000.0,211000.0,0.0,2803,18932.5,2610.5480000000002,16.9598,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",Pre-AASB15/1058,False,local_regional,2610.5480000000002,166000.0,104.8651817116061,-0.0048182883939063,False,104.8651817116061,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",,,,,,,,,,,,,,,,,,,,,,,,,,not_extended_unknown,,,,,,,,,,,,,,,True,False
carrathool,Carrathool,2017,2017-18,2017-07-01,2018-06-30,12,"OLG annual reporting-year header; continuing-entity screen, individual opinion not certified for all rows",time-series-data-2017-2018.xls,2017-18 DATA (Final),28,False,6.97,12.79,6.64,44.34,55.65806061021359,23.69,1.6627796493046558,4666000.0,3242000.0,143.92,23154000.0,21540000.0,,301000.0,2749000.0,213000.0,,2796,18932.5,2610.55,12.79,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",Pre-AASB15/1058,False,local_regional,2610.55,1424000.0,143.92350400987044,0.0035040098704541833,False,143.92350400987044,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",0.0,0,,100.0,fire-extent-severity-mapping-results-2017-18.xlsx,127.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0.0,,no_listed_event_onset_not_physical_zero,0.0,,no_listed_event_onset_not_physical_zero,0.0,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,2.0,,,inherited_V1_scope_and_flags,,,,,,,,,,,,,,,True,False
carrathool,Carrathool,2018,2018-19,2018-07-01,2019-06-30,12,"OLG annual reporting-year header; continuing-entity screen, individual opinion not certified for all rows",time-series-data-2018-2019.xlsx,2018_19_Councils,28,False,-8.52,12.78,3.3,35.03,64.97,12.12,2.2457607855616675,5376000.0,4683000.0,114.8,29998000.0,23872000.0,,340000.0,2808000.0,210000.0,,2802,18934.5,2610.55,12.78,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",Pre-AASB15/1058,False,local_regional,2610.55,693000.0,114.79820627802691,-0.0017937219730868037,False,114.79820627802691,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",32.71,0,,100.0,fire-extent-severity-mapping-results-2018-19.xlsx,127.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0.0,,no_listed_event_onset_not_physical_zero,1.0,869,listed_event_onset,1.0,listed_event_onset,0.0,1.0,0.0,0.0,,,inherited_V1_scope_and_flags,,,,,,,,,,,,,,,True,False
carrathool,Carrathool,2019,2019-20,2019-07-01,2020-06-30,12,"OLG annual reporting-year header; continuing-entity screen, individual opinion not certified for all rows",time-series-data-2019-2020.xlsx,Councils,28,False,13.52,17.19,8.32,34.11,65.89,23.45,1.9500377298542437,3968000.0,4030000.0,98.46,31886000.0,21775000.0,3404000.0,356000.0,2885000.0,216000.0,,2799,18934.5,2610.55,17.19,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",AASB15/1058 and lease regime,False,local_regional,2610.55,-62000.0,98.46153846153847,0.001538461538473257,False,98.46153846153847,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",0.0,0,,10.0,fire-extent-severity-mapping-results-2019-20.xlsx,127.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0.0,,no_listed_event_onset_not_physical_zero,0.0,,no_listed_event_onset_not_physical_zero,0.0,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,1.0,,,inherited_V1_scope_and_flags,,,,,,,,,,,,,,,True,False
carrathool,Carrathool,2020,2020-21,2020-07-01,2021-06-30,12,"OLG annual reporting-year header; continuing-entity screen, individual opinion not certified for all rows",time-series-data-2020-2021.xlsx,Councils,28,False,-5.84,16.86,5.31,39.11,60.88859088823799,13.0,2.11193668228073,4407000.0,4193000.0,105.1,28337000.0,26375000.0,-1611000.0,366000.0,2963000.0,220000.0,0.0,2796,18934.5,2610.55,16.86,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",AASB15/1058 and lease regime,False,local_regional,2610.55,214000.0,105.10374433579776,0.0037443357977622327,False,105.10374433579776,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",43.05,0,,10.0,fire-extent-severity-mapping-results-2020-21.xlsx,127.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0.0,,no_listed_event_onset_not_physical_zero,0.0,,no_listed_event_onset_not_physical_zero,0.0,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,0.0,,,inherited_V1_scope_and_flags,5492000.0,4640000.0,812000.0,13681000.0,3573000.0,139000.0,7809000.0,9741000.0,118000.0,8124000.0,417000.0,28337000.0,26375000.0,24764000.0,True,False
carrathool,Carrathool,2021,2021-22,2021-07-01,2022-06-30,12,"OLG annual reporting-year header; continuing-entity screen, individual opinion not certified for all rows",time-series-data-2021-22.xlsx,Councils,28,False,23.98,17.6636,10.5759,27.17,72.51212513648714,17.0578,2.6664527514840364,6700000.0,4324000.0,154.95,39381000.0,23693000.0,7642000.0,375000.0,3011000.0,226000.0,0.0,2871,18934.5,2610.55,17.6636,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",AASB15/1058 and lease regime,False,local_regional,2610.55,2376000.0,154.9491211840888,-0.0008788159111929872,False,154.9491211840888,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",109.84,0,,10.0,fire-extent-severity-mapping-results-2021-22.xlsx,127.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0.0,,no_listed_event_onset_not_physical_zero,0.0,,no_listed_event_onset_not_physical_zero,0.0,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,0.0,,,inherited_V1_scope_and_flags,5651000.0,4241000.0,613000.0,20510000.0,8046000.0,150000.0,7804000.0,8854000.0,542000.0,6161000.0,332000.0,39381000.0,23693000.0,31335000.0,True,False
carrathool,Carrathool,2022,2022-23,2022-07-01,2023-06-30,12,"OLG annual reporting-year header; continuing-entity screen, individual opinion not certified for all rows",time-series-data-2022-23.xlsx,Councils,28,False,26.35,25.9483,10.5896,32.1,67.57653199934751,31.249,2.2417861680885824,6643000.0,6112000.0,108.69,36782000.0,24317000.0,8876000.0,379000.0,3018000.0,228000.0,,2829,18934.5,2610.55,25.9483,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",AASB15/1058 and lease regime,False,local_regional,2610.55,531000.0,108.68782722513089,-0.002172774869109162,False,108.68782722513089,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",231.23,0.01,142.39,10.0,fire-extent-severity-mapping-results-2022-23.xlsx,152.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0.0,,no_listed_event_onset_not_physical_zero,2.0,1030|1034,listed_event_onset,2.0,listed_event_onset,0.0,2.0,0.0,0.0,,,inherited_V1_scope_and_flags,5766000.0,4366000.0,499000.0,21267000.0,3589000.0,1121000.0,8378000.0,8785000.0,195000.0,6540000.0,419000.0,36782000.0,24317000.0,33193000.0,True,False
carrathool,Carrathool,2023,2023-24,2023-07-01,2024-06-30,12,"OLG annual reporting-year header; continuing-entity screen, individual opinion not certified for all rows",time-series-data-2023-24.xlsx,Councils ,28,False,23.14,25.4394,17.2871,33.12,66.75353210188804,29.8142,2.256134897084452,8005000.0,7903000.0,101.29000000000002,39141000.0,25383000.0,7717000.0,390000.0,3128000.0,244000.0,0.0,2767,18934.5,2610.5499999999997,25.4394,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",AASB15/1058 and lease regime,False,local_regional,2610.5499999999997,102000.0,101.29064912058712,0.0006491205870986505,False,101.29064912058712,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",2048.9,0.11,1871.42,10.0,fire-extent-severity-mapping-results-2023-24.xlsx,152.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0.0,,no_listed_event_onset_not_physical_zero,0.0,,no_listed_event_onset_not_physical_zero,0.0,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,2.0,,,inherited_V1_scope_and_flags,,,,,,,,,,,,,,,True,False
carrathool,Carrathool,2024,2024-25,2024-07-01,2025-06-30,12,"OLG annual reporting-year header; continuing-entity screen, individual opinion not certified for all rows",time-series-data-2024-2025.xlsx,Councils ,28,False,,,,,51.556637662648676,,,9215000.0,8404000.0,109.65,25054000.0,22533000.0,1002000.0,425000.0,3308000.0,257000.0,0.0,2767,18934.5,2661.92,,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",Six fiscal ratios not collected by OLG,False,local_regional,2661.92,811000.0,109.65016658733936,0.000166587339350599,False,109.65016658733936,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",,,,,,,unknown_source_not_acquired,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0.0,,no_listed_event_onset_not_physical_zero,0.0,,no_listed_event_onset_not_physical_zero,0.0,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,0.0,,,inherited_V1_scope_and_flags,,,,,,,,,,,,,,,True,False
centraldarling,Central Darling,2012,2012-13,2012-07-01,2013-06-30,12,"OLG annual reporting-year header; continuing-entity screen, individual opinion not certified for all rows",time-series-data-1994-2015.xls,2012-13 DATA,32,True,-14.49,0.7266,0.5273,30.680000000000003,63.237592283235436,1.8136,,6870000.0,5435000.0,126.4,18557000.0,19525000.0,,256000.0,364000.0,0.0,,2084,,2395.8199999999997,,Earlier measure excludes term deposits and uses different expense denominator; not converted,Early OLG/TCorp definitions; revaluation exclusions described,False,local_regional_state,,1435000.0,126.40294388224471,0.002943882244707652,False,126.40294388224471,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",,,,,,,,,,,,,,,,,,,,,,,,,,not_extended_unknown,,,,,,,,,,,,,,,True,False
centraldarling,Central Darling,2013,2013-14,2013-07-01,2014-06-30,12,"OLG annual reporting-year header; continuing-entity screen, individual opinion not certified for all rows",time-series-data-1994-2015.xls,2013-14 DATA,33,True,-32.93,0.1787,0.1998,42.76,57.24420950128678,-0.8731,1.8639554587267004,7137000.0,5706000.0,125.0,14377000.0,16474000.0,,,345000.0,35000.0,0.0,2070,,2395.8199999999997,0.1787,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",Early OLG/TCorp definitions; revaluation exclusions described,False,local_regional_state,,1431000.0,125.0788643533123,0.07886435331229791,False,125.0788643533123,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",,,,,,,,,,,,,,,,,,,,,,,,,,not_extended_unknown,,,,,,,,,,,,,,,True,False
centraldarling,Central Darling,2014,2014-15,2014-07-01,2015-06-30,12,"OLG annual reporting-year header; continuing-entity screen, individual opinion not certified for all rows",time-series-data-2014-15_1.xls,2014-15 Time Series Data,34,True,-1.28,0.0019,0.3421,35.18,64.82,12.9039,1.165418844469558,5232000.0,6708000.0,78.0,15481000.0,14339000.0,,324000.0,387000.0,40000.0,,2065,53493.8,2395.82,0.0019,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",Pre-AASB15/1058,False,local_regional_state,,-1476000.0,77.99642218246869,-0.0035778175313083693,False,77.99642218246869,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",,,,,,,,,,,,,,,,,,,,,,,,,,not_extended_unknown,,,,,,,,,,,,,,,True,False
centraldarling,Central Darling,2015,2015-16,2015-07-01,2016-06-30,12,"OLG annual reporting-year header; continuing-entity screen, individual opinion not certified for all rows",time-series-data-2015-16.xls,2015-16 DATA,26,True,3.34,0.25,0.71,39.05,60.95,21.2,1.0006630899993973,4577000.0,6080000.0,75.28,17300000.0,16035000.0,,302000.0,428000.0,41000.0,,2088,53493.8,2395.82,0.25,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",Pre-AASB15/1058,False,local_regional_state,,-1503000.0,75.27960526315789,-0.00039473684211088766,False,75.27960526315789,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",,,,,,,,,,,,,,,,,,,,,,,,,,not_extended_unknown,,,,,,,,,,,,,,,True,False
centraldarling,Central Darling,2016,2016-17,2016-07-01,2017-06-30,12,"OLG annual reporting-year header; continuing-entity screen, individual opinion not certified for all rows",time-series-data-2016-17.xls,2016-17 DATA,30,True,18.2,1.6092,2.0215,47.4,52.600402795877265,33.2218,1.002979562717697,4462000.0,5619000.0,79.41,25323000.0,19491000.0,,304000.0,440000.0,41000.0,0.0,1875,53492.2,2395.82,1.6092,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",Pre-AASB15/1058,False,local_regional,2395.82,-1157000.0,79.4091475351486,-0.0008524648513912325,False,79.4091475351486,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",,,,,,,,,,,,,,,,,,,,,,,,,,not_extended_unknown,,,,,,,,,,,,,,,True,False
centraldarling,Central Darling,2017,2017-18,2017-07-01,2018-06-30,12,"OLG annual reporting-year header; continuing-entity screen, individual opinion not certified for all rows",time-series-data-2017-2018.xls,2017-18 DATA (Final),30,False,0.03,2.46,0.65,52.03,47.97422149190531,20.8,0.7403419033517297,5706000.0,6931000.0,82.33,22287000.0,22280000.0,,322000.0,429000.0,44000.0,,1846,53492.2,2395.82,2.46,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",Pre-AASB15/1058,False,local_regional,2395.82,-1225000.0,82.3257827153369,-0.004217284663099008,False,82.3257827153369,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",0.0,0,,100.0,fire-extent-severity-mapping-results-2017-18.xlsx,137.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0.0,,no_listed_event_onset_not_physical_zero,0.0,,no_listed_event_onset_not_physical_zero,0.0,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,0.0,,,inherited_V1_scope_and_flags,,,,,,,,,,,,,,,True,False
centraldarling,Central Darling,2018,2018-19,2018-07-01,2019-06-30,12,"OLG annual reporting-year header; continuing-entity screen, individual opinion not certified for all rows",time-series-data-2018-2019.xlsx,2018_19_Councils,30,False,1.14,2.05,2.93,43.67,56.33,17.26,0.9573412698412699,5463000.0,6931000.0,78.82,22266000.0,19930000.0,,329000.0,439000.0,45000.0,,1837,53492.2,2395.82,2.05,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",Pre-AASB15/1058,False,local_regional,2395.82,-1468000.0,78.81979512335882,-0.00020487664117752047,False,78.81979512335882,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",0.0,0,,100.0,fire-extent-severity-mapping-results-2018-19.xlsx,137.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0.0,,no_listed_event_onset_not_physical_zero,0.0,,no_listed_event_onset_not_physical_zero,0.0,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,0.0,,,inherited_V1_scope_and_flags,,,,,,,,,,,,,,,True,False
centraldarling,Central Darling,2019,2019-20,2019-07-01,2020-06-30,12,"OLG annual reporting-year header; continuing-entity screen, individual opinion not certified for all rows",time-series-data-2019-2020.xlsx,Councils,30,False,12.81,4.41,3.95,52.08,47.92,17.59,1.5925802756531056,5068000.0,6931000.0,73.12,29791000.0,23596000.0,3467000.0,348000.0,448000.0,45000.0,,1839,53492.2,2395.82,4.41,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",AASB15/1058 and lease regime,False,local_regional,2395.82,-1863000.0,73.1207617948348,0.0007617948348013215,False,73.1207617948348,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",0.0,0,,10.0,fire-extent-severity-mapping-results-2019-20.xlsx,137.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0.0,,no_listed_event_onset_not_physical_zero,1.0,917,listed_event_onset,1.0,listed_event_onset,0.0,1.0,0.0,0.0,,,inherited_V1_scope_and_flags,,,,,,,,,,,,,,,True,False
centraldarling,Central Darling,2020,2020-21,2020-07-01,2021-06-30,12,"OLG annual reporting-year header; continuing-entity screen, individual opinion not certified for all rows",time-series-data-2020-2021.xlsx,Councils,30,False,-0.4,4.21,3.29,38.46,61.42933459963198,8.06,1.9691845170988351,8998000.0,6931000.0,129.82,33694000.0,27591000.0,-918000.0,352000.0,473000.0,45000.0,0.0,1829,53492.2,2395.82,4.21,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",AASB15/1058 and lease regime,False,local_regional,2395.82,2067000.0,129.8225364305295,0.0025364305295170197,False,129.8225364305295,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",0.0,0,,10.0,fire-extent-severity-mapping-results-2020-21.xlsx,137.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0.0,,no_listed_event_onset_not_physical_zero,1.0,960,listed_event_onset,1.0,listed_event_onset,0.0,1.0,0.0,1.0,,,inherited_V1_scope_and_flags,,,,,,,,,,,,,,,True,False
centraldarling,Central Darling,2021,2021-22,2021-07-01,2022-06-30,12,"OLG annual reporting-year header; continuing-entity screen, individual opinion not certified for all rows",time-series-data-2021-22.xlsx,Councils,30,False,7.01,7.5772,3.1209,33.12,66.5601544070341,12.527,1.8580959896692733,6993000.0,4318000.0,161.95,46630000.0,26131000.0,1969000.0,340000.0,474000.0,48000.0,0.0,1760,53492.2,2395.8199999999997,7.5772,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",AASB15/1058 and lease regime,False,local_regional,2395.8199999999997,2675000.0,161.94997684113017,-2.315886982273696e-05,False,161.94997684113017,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",57.91,0,,10.0,fire-extent-severity-mapping-results-2021-22.xlsx,137.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0.0,,no_listed_event_onset_not_physical_zero,2.0,987|1001,listed_event_onset,2.0,listed_event_onset,0.0,2.0,0.0,1.0,,,inherited_V1_scope_and_flags,,,,,,,,,,,,,,,True,False
centraldarling,Central Darling,2022,2022-23,2022-07-01,2023-06-30,12,"OLG annual reporting-year header; continuing-entity screen, individual opinion not certified for all rows",time-series-data-2022-23.xlsx,Councils,30,False,15.4,4.8913,2.939,23.18,76.6990968371866,43.8209,1.172148355493352,9765000.0,5185000.0,188.33,57354000.0,32026000.0,5645000.0,352000.0,474000.0,47000.0,,1749,53492.2,2395.62,4.8913,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",AASB15/1058 and lease regime,False,local_regional,2395.62,4580000.0,188.3317261330762,0.001726133076175529,False,188.3317261330762,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",2222.29,0.04,907.02,10.0,fire-extent-severity-mapping-results-2022-23.xlsx,164.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0.0,,no_listed_event_onset_not_physical_zero,1.0,1034,listed_event_onset,1.0,listed_event_onset,0.0,1.0,0.0,2.0,,,inherited_V1_scope_and_flags,,,,,,,,,,,,,,,True,False
centraldarling,Central Darling,2023,2023-24,2023-07-01,2024-06-30,12,"OLG annual reporting-year header; continuing-entity screen, individual opinion not certified for all rows",time-series-data-2023-24.xlsx,Councils ,30,False,0.73,4.8046,3.1194,19.97,80.0318630273715,24.2245,1.625207296849088,18064000.0,9921000.0,182.08,52098000.0,38068000.0,-161000.0,370000.0,489000.0,49000.0,0.0,1767,53492.2,2395.96,4.8046,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",AASB15/1058 and lease regime,False,local_regional,2395.96,8143000.0,182.07841951416188,-0.0015804858381329723,False,182.07841951416188,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",5698.67,0.11,2597.73,10.0,fire-extent-severity-mapping-results-2023-24.xlsx,164.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0.0,,no_listed_event_onset_not_physical_zero,1.0,1141,listed_event_onset,1.0,listed_event_onset,0.0,0.0,0.0,1.0,,,inherited_V1_scope_and_flags,,,,,,,,,,,,,,,True,False
centraldarling,Central Darling,2024,2024-25,2024-07-01,2025-06-30,12,"OLG annual reporting-year header; continuing-entity screen, individual opinion not certified for all rows",time-series-data-2024-2025.xlsx,Councils ,30,False,,,,,70.57414034541777,,,17251000.0,9646000.0,178.84,32135000.0,37850000.0,-12550000.0,343000.0,506000.0,52000.0,0.0,1767,53492.2,2392.6,,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",Six fiscal ratios not collected by OLG,False,local_regional,2392.6,7605000.0,178.84097035040432,0.0009703504043159228,False,178.84097035040432,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",,,,,,,unknown_source_not_acquired,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0.0,,no_listed_event_onset_not_physical_zero,1.0,1211,listed_event_onset,2.0,listed_event_onset,0.0,2.0,0.0,1.0,,,inherited_V1_scope_and_flags,,,,,,,,,,,,,,,True,False
cessnock,Cessnock,2012,2012-13,2012-07-01,2013-06-30,12,"OLG annual reporting-year header; continuing-entity screen, individual opinion not certified for all rows",time-series-data-1994-2015.xls,2012-13 DATA,33,True,-1.27,2.4904,1.935,73.14,23.12801239384898,9.2169,,7815000.0,14812000.0,52.76,69712000.0,66335000.0,,20149000.0,3260000.0,4298000.0,912000.0,53289,,1027.34,,Earlier measure excludes term deposits and uses different expense denominator; not converted,Early OLG/TCorp definitions; revaluation exclusions described,False,local_regional_state,,-6997000.0,52.761274642182016,0.0012746421820182263,False,52.761274642182016,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",,,,,,,,,,,,,,,,,,,,,,,,,,not_extended_unknown,,,,,,,,,,,,,,,True,False
cessnock,Cessnock,2013,2013-14,2013-07-01,2014-06-30,12,"OLG annual reporting-year header; continuing-entity screen, individual opinion not certified for all rows",time-series-data-1994-2015.xls,2013-14 DATA,34,True,-1.69,6.6567,2.7388,72.39999999999999,27.490023506259227,7.6986,2.488533531672245,14499000.0,14583000.0,99.00000000000001,73172000.0,69339000.0,,,3376000.0,4339000.0,928000.0,54313,,1015.1300000000001,6.6567,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",Early OLG/TCorp definitions; revaluation exclusions described,False,local_regional_state,,-84000.0,99.42398683398477,0.4239868339847561,False,99.42398683398477,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",,,,,,,,,,,,,,,,,,,,,,,,,,not_extended_unknown,,,,,,,,,,,,,,,True,False
cessnock,Cessnock,2014,2014-15,2014-07-01,2015-06-30,12,"OLG annual reporting-year header; continuing-entity screen, individual opinion not certified for all rows",time-series-data-2014-15_1.xls,2014-15 Time Series Data,35,True,0.55,7.484500000000001,2.9412000000000003,65.85,34.150000000000006,7.9222,2.5679934632893664,8856000.0,12466000.0,71.04,79466000.0,72004000.0,,22332000.0,3526000.0,4566000.0,1014000.0,54979,1965.4,1013.0899999999999,7.484500000000001,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",Pre-AASB15/1058,False,local_regional_state,,-3610000.0,71.04123215145195,0.001232151451944219,False,71.04123215145195,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",,,,,,,,,,,,,,,,,,,,,,,,,,not_extended_unknown,,,,,,,,,,,,,,,True,False
