council_key,target_year,forecast_cutoff,measurement_year,variable,value,availability_status,verified_ex_ante,report_release_upper_bound,source_file,source_location,reason
brokenhill,2023,2023-07-01,2021,road_km,250.96,historical_value_exists_but_publication_vintage_unverified,False,,time-series-data-2021-22.xlsx,"Councils, row 20; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2023,2023-07-01,2021,total_revenue_including_capital_aud,40699000.0,historical_value_exists_but_publication_vintage_unverified,False,,time-series-data-2021-22.xlsx,"Councils, row 20; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2023,2023-07-01,2021,total_expenses_aud,35730000.0,historical_value_exists_but_publication_vintage_unverified,False,,time-series-data-2021-22.xlsx,"Councils, row 20; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2023,2023-07-01,2021,residential_rates_aud,10438000.0,historical_value_exists_but_publication_vintage_unverified,False,,time-series-data-2021-22.xlsx,"Councils, row 20; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2023,2023-07-01,2021,operating_grants_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2023,2023-07-01,2021,capital_grants_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2023,2023-07-01,2021,employee_cost_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2023,2023-07-01,2021,materials_services_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2023,2023-07-01,2021,depreciation_impairment_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2023,2023-07-01,2021,rates_annual_charges_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2023,2023-07-01,2021,user_charges_fees_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2023,2023-07-01,2021,other_revenue_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2023,2023-07-01,2021,interest_investment_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2023,2023-07-01,2021,borrowing_cost_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2023,2023-07-01,2021,other_expense_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2023,2023-07-01,2021,statement_total_revenue_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2023,2023-07-01,2021,statement_total_expenses_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2023,2023-07-01,2021,operating_revenue_ex_capital_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2023,2023-07-01,2021,result_before_capital_aud,49000.0,historical_value_exists_but_publication_vintage_unverified,False,,time-series-data-2021-22.xlsx,"Councils, row 20; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2023,2023-07-01,2021,required_maintenance_aud,6018000.0,historical_value_exists_but_publication_vintage_unverified,False,,time-series-data-2021-22.xlsx,"Councils, row 20; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2023,2023-07-01,2021,actual_maintenance_aud,8485000.0,historical_value_exists_but_publication_vintage_unverified,False,,time-series-data-2021-22.xlsx,"Councils, row 20; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2023,2023-07-01,2021,farmland_rates_aud,12000.0,historical_value_exists_but_publication_vintage_unverified,False,,time-series-data-2021-22.xlsx,"Councils, row 20; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2023,2023-07-01,2021,business_rates_aud,3870000.0,historical_value_exists_but_publication_vintage_unverified,False,,time-series-data-2021-22.xlsx,"Councils, row 20; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2023,2023-07-01,2021,mining_rates_aud,2337000.0,historical_value_exists_but_publication_vintage_unverified,False,,time-series-data-2021-22.xlsx,"Councils, row 20; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2023,2023-07-01,2021,grants_pct,35.354677019091376,historical_value_exists_but_publication_vintage_unverified,False,,time-series-data-2021-22.xlsx,"Councils, row 20; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2023,2023-07-01,2022,fesm_burned_ha,0.0,exposure_product_publication_vintage_unverified,False,,Frozen NSW Data Panel.csv,Original source/coverage flags retained in candidate panel,Occurrence year does not certify when declarations or mapped exposure were available; no historical zeros inferred.
brokenhill,2023,2023-07-01,2022,bushfire_declared_event_count,0.0,exposure_product_publication_vintage_unverified,False,,Frozen NSW Data Panel.csv,Original source/coverage flags retained in candidate panel,Occurrence year does not certify when declarations or mapped exposure were available; no historical zeros inferred.
brokenhill,2023,2023-07-01,2022,flood_declared_event_count,0.0,exposure_product_publication_vintage_unverified,False,,Frozen NSW Data Panel.csv,Original source/coverage flags retained in candidate panel,Occurrence year does not certify when declarations or mapped exposure were available; no historical zeros inferred.
brokenhill,2023,2023-07-01,2022,announced_target_fag_advance_pct,100.0,verified_dated_announcement,True,2023-06-28,https://www.olg.nsw.gov.au/sites/default/files/2026-01/grants-commission-circular-gc-152-2023-24-financial-assistance-grants-advance-payment.pdf,"GC152, p1","Applies to target entitlement paid in advance before target starts. Does NOT predict next target-end advance announcement, realised grant income or council damage."
brokenhill,2024,2024-07-01,2022,operating_ratio_pct,10.72,historical_value_exists_but_publication_vintage_unverified,False,,time-series-data-2022-23.xlsx,"Councils, row 20; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2024,2024-07-01,2022,cash_cover_months,12.1986,historical_value_exists_but_publication_vintage_unverified,False,,time-series-data-2022-23.xlsx,"Councils, row 20; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2024,2024-07-01,2022,current_ratio,3.1616,historical_value_exists_but_publication_vintage_unverified,False,,time-series-data-2022-23.xlsx,"Councils, row 20; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2024,2024-07-01,2022,own_source_pct,68.61,historical_value_exists_but_publication_vintage_unverified,False,,time-series-data-2022-23.xlsx,"Councils, row 20; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2024,2024-07-01,2022,debt_service_cover,4.699,historical_value_exists_but_publication_vintage_unverified,False,,time-series-data-2022-23.xlsx,"Councils, row 20; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2024,2024-07-01,2022,debt_service_ratio_pct,6.579735040732933,historical_value_exists_but_publication_vintage_unverified,False,,time-series-data-2022-23.xlsx,"Councils, row 20; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2024,2024-07-01,2022,maintenance_ratio_pct,71.33899958199805,historical_value_exists_but_publication_vintage_unverified,False,,time-series-data-2022-23.xlsx,"Councils, row 20; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2024,2024-07-01,2022,population,17569.0,historical_value_exists_but_publication_vintage_unverified,False,,time-series-data-2022-23.xlsx,"Councils, row 20; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2024,2024-07-01,2022,road_km,278.82,historical_value_exists_but_publication_vintage_unverified,False,,time-series-data-2022-23.xlsx,"Councils, row 20; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2024,2024-07-01,2022,total_revenue_including_capital_aud,44059000.0,historical_value_exists_but_publication_vintage_unverified,False,,time-series-data-2022-23.xlsx,"Councils, row 20; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2024,2024-07-01,2022,total_expenses_aud,36782000.0,historical_value_exists_but_publication_vintage_unverified,False,,time-series-data-2022-23.xlsx,"Councils, row 20; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2024,2024-07-01,2022,residential_rates_aud,10406000.0,historical_value_exists_but_publication_vintage_unverified,False,,time-series-data-2022-23.xlsx,"Councils, row 20; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2024,2024-07-01,2022,operating_grants_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2024,2024-07-01,2022,capital_grants_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2024,2024-07-01,2022,employee_cost_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2024,2024-07-01,2022,materials_services_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2024,2024-07-01,2022,depreciation_impairment_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2024,2024-07-01,2022,rates_annual_charges_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2024,2024-07-01,2022,user_charges_fees_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2024,2024-07-01,2022,other_revenue_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2024,2024-07-01,2022,interest_investment_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2024,2024-07-01,2022,borrowing_cost_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2024,2024-07-01,2022,other_expense_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2024,2024-07-01,2022,statement_total_revenue_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2024,2024-07-01,2022,statement_total_expenses_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2024,2024-07-01,2022,operating_revenue_ex_capital_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2024,2024-07-01,2022,result_before_capital_aud,4143000.0,historical_value_exists_but_publication_vintage_unverified,False,,time-series-data-2022-23.xlsx,"Councils, row 20; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2024,2024-07-01,2022,required_maintenance_aud,7177000.0,historical_value_exists_but_publication_vintage_unverified,False,,time-series-data-2022-23.xlsx,"Councils, row 20; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2024,2024-07-01,2022,actual_maintenance_aud,5120000.0,historical_value_exists_but_publication_vintage_unverified,False,,time-series-data-2022-23.xlsx,"Councils, row 20; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2024,2024-07-01,2022,farmland_rates_aud,,missing_value,False,,time-series-data-2022-23.xlsx,"Councils, row 20; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2024,2024-07-01,2022,business_rates_aud,3570000.0,historical_value_exists_but_publication_vintage_unverified,False,,time-series-data-2022-23.xlsx,"Councils, row 20; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2024,2024-07-01,2022,mining_rates_aud,2707000.0,historical_value_exists_but_publication_vintage_unverified,False,,time-series-data-2022-23.xlsx,"Councils, row 20; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2024,2024-07-01,2022,grants_pct,31.21042238816133,historical_value_exists_but_publication_vintage_unverified,False,,time-series-data-2022-23.xlsx,"Councils, row 20; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
brokenhill,2024,2024-07-01,2023,fesm_burned_ha,0.0,exposure_product_publication_vintage_unverified,False,,Frozen NSW Data Panel.csv,Original source/coverage flags retained in candidate panel,Occurrence year does not certify when declarations or mapped exposure were available; no historical zeros inferred.
brokenhill,2024,2024-07-01,2023,bushfire_declared_event_count,0.0,exposure_product_publication_vintage_unverified,False,,Frozen NSW Data Panel.csv,Original source/coverage flags retained in candidate panel,Occurrence year does not certify when declarations or mapped exposure were available; no historical zeros inferred.
brokenhill,2024,2024-07-01,2023,flood_declared_event_count,0.0,exposure_product_publication_vintage_unverified,False,,Frozen NSW Data Panel.csv,Original source/coverage flags retained in candidate panel,Occurrence year does not certify when declarations or mapped exposure were available; no historical zeros inferred.
brokenhill,2024,2024-07-01,2023,announced_target_fag_advance_pct,85.0,verified_dated_announcement,True,2024-06-28,https://www.olg.nsw.gov.au/sites/default/files/2026-01/grants-commission-circular-gc-153-2024-25-financial-assistance-grants–advance-payment.pdf,"GC153, p1; visually inspected","Applies to target entitlement paid in advance before target starts. Does NOT predict next target-end advance announcement, realised grant income or council damage."
burwood,2014,2014-07-01,2012,operating_ratio_pct,-5.489999999999999,historical_value_exists_but_publication_vintage_unverified,False,2014-06-30,time-series-data-1994-2015.xls,"2012-13 DATA, row 24; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2014,2014-07-01,2012,cash_cover_months,,incompatible_pre2013_cash_definition,False,2014-06-30,time-series-data-1994-2015.xls,"2012-13 DATA, row 24; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2014,2014-07-01,2012,current_ratio,7.0748,historical_value_exists_but_publication_vintage_unverified,False,2014-06-30,time-series-data-1994-2015.xls,"2012-13 DATA, row 24; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2014,2014-07-01,2012,own_source_pct,66.06,historical_value_exists_but_publication_vintage_unverified,False,2014-06-30,time-series-data-1994-2015.xls,"2012-13 DATA, row 24; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2014,2014-07-01,2012,debt_service_cover,0.8376,historical_value_exists_but_publication_vintage_unverified,False,2014-06-30,time-series-data-1994-2015.xls,"2012-13 DATA, row 24; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2014,2014-07-01,2012,debt_service_ratio_pct,,missing_value,False,2014-06-30,time-series-data-1994-2015.xls,"2012-13 DATA, row 24; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2014,2014-07-01,2012,maintenance_ratio_pct,64.98825984868249,historical_value_exists_but_publication_vintage_unverified,False,2014-06-30,time-series-data-1994-2015.xls,"2012-13 DATA, row 24; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2014,2014-07-01,2012,population,34668.0,historical_value_exists_but_publication_vintage_unverified,False,2014-06-30,time-series-data-1994-2015.xls,"2012-13 DATA, row 24; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2014,2014-07-01,2012,road_km,,incompatible_state_road_scope,False,2014-06-30,time-series-data-1994-2015.xls,"2012-13 DATA, row 24; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2014,2014-07-01,2012,total_revenue_including_capital_aud,40328000.0,historical_value_exists_but_publication_vintage_unverified,False,2014-06-30,time-series-data-1994-2015.xls,"2012-13 DATA, row 24; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2014,2014-07-01,2012,total_expenses_aud,39570000.0,historical_value_exists_but_publication_vintage_unverified,False,2014-06-30,time-series-data-1994-2015.xls,"2012-13 DATA, row 24; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2014,2014-07-01,2012,residential_rates_aud,10602000.0,historical_value_exists_but_publication_vintage_unverified,False,2014-06-30,time-series-data-1994-2015.xls,"2012-13 DATA, row 24; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2014,2014-07-01,2012,operating_grants_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2014,2014-07-01,2012,capital_grants_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2014,2014-07-01,2012,employee_cost_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2014,2014-07-01,2012,materials_services_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2014,2014-07-01,2012,depreciation_impairment_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2014,2014-07-01,2012,rates_annual_charges_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2014,2014-07-01,2012,user_charges_fees_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2014,2014-07-01,2012,other_revenue_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2014,2014-07-01,2012,interest_investment_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2014,2014-07-01,2012,borrowing_cost_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2014,2014-07-01,2012,other_expense_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2014,2014-07-01,2012,statement_total_revenue_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2014,2014-07-01,2012,statement_total_expenses_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2014,2014-07-01,2012,operating_revenue_ex_capital_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2014,2014-07-01,2012,result_before_capital_aud,,missing_value,False,2014-06-30,time-series-data-1994-2015.xls,"2012-13 DATA, row 24; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2014,2014-07-01,2012,required_maintenance_aud,3833000.0,historical_value_exists_but_publication_vintage_unverified,False,2014-06-30,time-series-data-1994-2015.xls,"2012-13 DATA, row 24; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2014,2014-07-01,2012,actual_maintenance_aud,2491000.0,historical_value_exists_but_publication_vintage_unverified,False,2014-06-30,time-series-data-1994-2015.xls,"2012-13 DATA, row 24; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2014,2014-07-01,2012,farmland_rates_aud,,missing_value,False,2014-06-30,time-series-data-1994-2015.xls,"2012-13 DATA, row 24; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2014,2014-07-01,2012,business_rates_aud,4213000.0,historical_value_exists_but_publication_vintage_unverified,False,2014-06-30,time-series-data-1994-2015.xls,"2012-13 DATA, row 24; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2014,2014-07-01,2012,mining_rates_aud,,missing_value,False,2014-06-30,time-series-data-1994-2015.xls,"2012-13 DATA, row 24; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2014,2014-07-01,2012,grants_pct,19.36867684983138,historical_value_exists_but_publication_vintage_unverified,False,2014-06-30,time-series-data-1994-2015.xls,"2012-13 DATA, row 24; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2014,2014-07-01,2013,fesm_burned_ha,,exposure_history_not_extended,False,,Frozen NSW Data Panel.csv,Original source/coverage flags retained in candidate panel,Occurrence year does not certify when declarations or mapped exposure were available; no historical zeros inferred.
burwood,2014,2014-07-01,2013,bushfire_declared_event_count,,exposure_history_not_extended,False,,Frozen NSW Data Panel.csv,Original source/coverage flags retained in candidate panel,Occurrence year does not certify when declarations or mapped exposure were available; no historical zeros inferred.
burwood,2014,2014-07-01,2013,flood_declared_event_count,,exposure_history_not_extended,False,,Frozen NSW Data Panel.csv,Original source/coverage flags retained in candidate panel,Occurrence year does not certify when declarations or mapped exposure were available; no historical zeros inferred.
burwood,2014,2014-07-01,2013,announced_target_fag_advance_pct,,announcement_not_verified,False,,,,"Applies to target entitlement paid in advance before target starts. Does NOT predict next target-end advance announcement, realised grant income or council damage."
burwood,2015,2015-07-01,2013,operating_ratio_pct,-5.319999999999999,historical_value_exists_but_publication_vintage_unverified,False,2015-06-30,time-series-data-1994-2015.xls,"2013-14 DATA, row 25; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2015,2015-07-01,2013,cash_cover_months,11.6921,historical_value_exists_but_publication_vintage_unverified,False,2015-06-30,time-series-data-1994-2015.xls,"2013-14 DATA, row 25; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2015,2015-07-01,2013,current_ratio,4.9601,historical_value_exists_but_publication_vintage_unverified,False,2015-06-30,time-series-data-1994-2015.xls,"2013-14 DATA, row 25; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2015,2015-07-01,2013,own_source_pct,74.62,historical_value_exists_but_publication_vintage_unverified,False,2015-06-30,time-series-data-1994-2015.xls,"2013-14 DATA, row 25; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2015,2015-07-01,2013,debt_service_cover,10.7505,historical_value_exists_but_publication_vintage_unverified,False,2015-06-30,time-series-data-1994-2015.xls,"2013-14 DATA, row 25; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2015,2015-07-01,2013,debt_service_ratio_pct,1.232869321247437,historical_value_exists_but_publication_vintage_unverified,False,2015-06-30,time-series-data-1994-2015.xls,"2013-14 DATA, row 25; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2015,2015-07-01,2013,maintenance_ratio_pct,56.853369763205826,historical_value_exists_but_publication_vintage_unverified,False,2015-06-30,time-series-data-1994-2015.xls,"2013-14 DATA, row 25; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2015,2015-07-01,2013,population,35298.0,historical_value_exists_but_publication_vintage_unverified,False,2015-06-30,time-series-data-1994-2015.xls,"2013-14 DATA, row 25; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2015,2015-07-01,2013,road_km,,incompatible_state_road_scope,False,2015-06-30,time-series-data-1994-2015.xls,"2013-14 DATA, row 25; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2015,2015-07-01,2013,total_revenue_including_capital_aud,45553000.0,historical_value_exists_but_publication_vintage_unverified,False,2015-06-30,time-series-data-1994-2015.xls,"2013-14 DATA, row 25; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2015,2015-07-01,2013,total_expenses_aud,40579000.0,historical_value_exists_but_publication_vintage_unverified,False,2015-06-30,time-series-data-1994-2015.xls,"2013-14 DATA, row 25; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2015,2015-07-01,2013,residential_rates_aud,,missing_value,False,2015-06-30,time-series-data-1994-2015.xls,"2013-14 DATA, row 25; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2015,2015-07-01,2013,operating_grants_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2015,2015-07-01,2013,capital_grants_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2015,2015-07-01,2013,employee_cost_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2015,2015-07-01,2013,materials_services_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2015,2015-07-01,2013,depreciation_impairment_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2015,2015-07-01,2013,rates_annual_charges_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2015,2015-07-01,2013,user_charges_fees_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
burwood,2015,2015-07-01,2013,other_revenue_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
