council,council_key,year_start,financial_year,fiscal_source_file,fiscal_source_sheet,fiscal_excel_row,actual_maintenance_aud,required_maintenance_aud,maintenance_gap_aud,maintenance_ratio_pct,outcome_observed,outcome_quality_eligible,maintenance_conflict,cash_cover_months,current_ratio,operating_ratio_pct,own_source_pct,grants_pct,debt_service_cover,population,area_km2,road_km,road_expenditure_aud,classification,fesm_burned_ha,fesm_burned_pct_raw,fesm_extent_only_ha,fesm_min_fire_size_ha_exclusive,fesm_source_file,fesm_excel_total_row,fesm_status,boundary_change_flag,boundary_compatibility,physical_flood_status,verified_zero_all_disaster_exposure,bushfire_declared_event_count,bushfire_agrns,bushfire_declaration_status,flood_declared_event_count,flood_agrns,flood_declaration_status,all_declared_event_count,all_agrns,all_declaration_status,source_list_disagreement_count,open_ended_onset_event_count,known_prior_year_carryover_count,prior_fy_declared_event_count,declaration_vs_fesm_scope_difference,candidate_no_new_declared_event,candidate_strict_scoped_comparison,direct_infrastructure_damage_documented,direct_infrastructure_evidence_ids
Blacktown,blacktown,2024,2024-25,time-series-data-2024-2025.xlsx,Councils ,13,95589000.0,99510000.0,3921000.0,96.05969249321676,True,True,False,,,,,38.0163869277068,,438843,238.8,1593.3000000000002,75569517.33999999,Metropolitan,,,,,,,unknown_source_not_acquired,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,1,1170,listed_event_onset,0.0,1.0,0.0,1.0,False,False,False,,
Bland,bland,2017,2017-18,time-series-data-2017-2018.xls,2017-18 DATA (Final),14,6459000.0,5709000.0,-750000.0,113.13715186547556,True,True,False,25.72,14.3,-1.05,44.71,55.29023744395876,16.24,5985,8557.7,3070.8200000000006,10209000.0,Large Rural,0.0,0,,100.0,fire-extent-severity-mapping-results-2017-18.xlsx,57.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,2.0,False,True,False,,
Bland,bland,2018,2018-19,time-series-data-2018-2019.xlsx,2018_19_Councils,14,5419000.0,4756000.0,-663000.0,113.94028595458369,True,True,False,28.43,16.52,59.77,39.42,60.58,24.16,5985,8557.7,3070.8200000000006,7845000.0,Large Rural,0.0,0,,100.0,fire-extent-severity-mapping-results-2018-19.xlsx,57.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,0.0,False,True,True,,
Bland,bland,2019,2019-20,time-series-data-2019-2020.xlsx,Councils,14,5175000.0,3900000.0,-1275000.0,132.69230769230768,True,True,False,36.6,21.46,13.95,32.4,67.6,81.18,5972,8557.7,3146.601,10483000.0,Large Rural,0.0,0,,10.0,fire-extent-severity-mapping-results-2019-20.xlsx,57.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,0.0,False,True,True,,
Bland,bland,2020,2020-21,time-series-data-2020-2021.xlsx,Councils,14,3659000.0,3599000.0,-60000.0,101.6671297582662,True,True,False,39.2,19.63,1.6,39.89,60.11163450990514,30.13,5937,8557.7,3146.6000000000004,7521000.0,Large Rural,58.6,0,,10.0,fire-extent-severity-mapping-results-2020-21.xlsx,57.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,0.0,False,True,False,,
Bland,bland,2021,2021-22,time-series-data-2021-22.xlsx,Councils,14,5270000.0,3385000.0,-1885000.0,155.68685376661742,True,True,False,46.2705,49.5063,17.02,33.17,66.82786074968607,43.9966,5542,8557.7,3146.6000000000004,7577000.0,Large Rural,62.72,0,,10.0,fire-extent-severity-mapping-results-2021-22.xlsx,57.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,2,987|1001,listed_event_onset,2,987|1001,listed_event_onset,0.0,2.0,0.0,0.0,False,False,False,,
Bland,bland,2022,2022-23,time-series-data-2022-23.xlsx,Councils,14,6240000.0,3386000.0,-2854000.0,184.28824571766097,True,True,False,50.8183,6.7333,2.27,38.14,61.86316942170308,145.5797,5494,8557.7,3146.6000000000004,8084000.0,Large Rural,2835.64,0.33,347.6,10.0,fire-extent-severity-mapping-results-2022-23.xlsx,68.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,2,1030|1034,listed_event_onset,2,1030|1034,listed_event_onset,0.0,2.0,0.0,2.0,False,False,False,,
Bland,bland,2023,2023-24,time-series-data-2023-24.xlsx,Councils ,14,6694000.0,3380000.0,-3314000.0,198.0473372781065,True,True,False,49.1699,24.5809,30.71,31.76,67.25213946709519,61.172,5454,8557.7,3146.6000000000004,9700000.0,Large Rural,793.0899999999999,0.08,636.79,10.0,fire-extent-severity-mapping-results-2023-24.xlsx,68.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,2.0,False,True,False,,
Bland,bland,2024,2024-25,time-series-data-2024-2025.xlsx,Councils ,14,,,,,False,False,False,,,,,,,5454,8557.7,3133.85,,Large Rural,,,,,,,unknown_source_not_acquired,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,0.0,False,True,False,,
Blayney,blayney,2017,2017-18,time-series-data-2017-2018.xls,2017-18 DATA (Final),15,3162000.0,3012000.0,-150000.0,104.9800796812749,True,True,False,14.26,5.83,0.74,58.54,41.46029215196263,14.33,7344,1524.6,737.0400000000001,4629000.0,Large Rural,0.0,0,,100.0,fire-extent-severity-mapping-results-2017-18.xlsx,62.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,2.0,False,True,False,,
Blayney,blayney,2018,2018-19,time-series-data-2018-2019.xlsx,2018_19_Councils,15,3051000.0,2923000.0,-128000.0,104.37906260691072,True,True,False,13.1,3.94,-0.6,51.24,48.76,13.14,7342,1524.6,737.0400000000001,5008000.0,Large Rural,0.0,0,,100.0,fire-extent-severity-mapping-results-2018-19.xlsx,62.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,0.0,False,True,True,,
Blayney,blayney,2019,2019-20,time-series-data-2019-2020.xlsx,Councils,15,3199000.0,3193000.0,-6000.0,100.18791105543376,True,True,False,12.72,4.71,-5.0,56.42,43.58,5.3,7379,1524.6,737.3000000000001,5393000.0,Large Rural,0.0,0,,10.0,fire-extent-severity-mapping-results-2019-20.xlsx,62.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,1,898,listed_event_onset,1,898,listed_event_onset,0.0,1.0,0.0,0.0,False,False,False,,
Blayney,blayney,2020,2020-21,time-series-data-2020-2021.xlsx,Councils,15,3730000.0,3277000.0,-453000.0,113.8236191638694,True,True,False,17.23,3.86,-3.74,57.54,42.04448972660893,7.26,7382,1524.6,735.3600000000001,6227000.0,Large Rural,0.0,0,,10.0,fire-extent-severity-mapping-results-2020-21.xlsx,62.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,1.0,False,True,False,,
Blayney,blayney,2021,2021-22,time-series-data-2021-22.xlsx,Councils,15,4104000.0,3509000.0,-595000.0,116.9563978341408,True,True,False,15.9722,4.6704,-0.86,47.9,51.89264292249823,8.4429,7508,1524.6,736.84,5501000.0,Large Rural,0.0,0,,10.0,fire-extent-severity-mapping-results-2021-22.xlsx,62.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,2,987|1001,listed_event_onset,2,987|1001,listed_event_onset,0.0,2.0,0.0,0.0,False,False,False,,
Blayney,blayney,2022,2022-23,time-series-data-2022-23.xlsx,Councils,15,4321000.0,4120000.0,-201000.0,104.87864077669904,True,True,False,22.6453,5.675,4.51,47.78,51.585726931412346,9.5484,7591,1524.6,736.84,6203000.0,Large Rural,142.05,0.09,142.05,10.0,fire-extent-severity-mapping-results-2022-23.xlsx,74.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,2,1052|1055,listed_event_onset,1,1034,listed_event_onset,3,1034|1052|1055,listed_event_onset,0.0,3.0,0.0,2.0,False,False,False,,
Blayney,blayney,2023,2023-24,time-series-data-2023-24.xlsx,Councils ,15,4496000.0,4414000.0,-82000.0,101.85772541912098,True,True,False,24.8685,6.2259,2.8,46.99,52.42992704733695,12.1919,7767,1524.6,737.74,6646000.0,Large Rural,0.0,0,0.0,10.0,fire-extent-severity-mapping-results-2023-24.xlsx,74.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,3.0,False,True,False,,
Blayney,blayney,2024,2024-25,time-series-data-2024-2025.xlsx,Councils ,15,4843000.0,4273000.0,-570000.0,113.33957406974022,True,True,False,,,,,36.3251026037812,,7767,1524.6,731.84,7522000.0,Large Rural,,,,,,,unknown_source_not_acquired,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,0.0,False,True,False,,
Blue Mountains,bluemountains,2017,2017-18,time-series-data-2017-2018.xls,2017-18 DATA (Final),16,24322000.0,24558000.0,236000.0,99.03900969134294,True,True,False,3.37,1.57,-4.37,83.52,16.478652211184592,1.69,78968,1431.1,744.4200000000001,9625000.0,Metropolitan Fringe,1987.54,1.39,,100.0,fire-extent-severity-mapping-results-2017-18.xlsx,67.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,0.0,False,True,False,,
Blue Mountains,bluemountains,2018,2018-19,time-series-data-2018-2019.xlsx,2018_19_Councils,16,23520000.0,23761000.0,241000.0,98.98573292369848,True,True,False,3.13,1.69,-4.81,82.78,17.22,2.25,79260,1431.1,747.42,17365000.0,Metropolitan Fringe,0.0,0,,100.0,fire-extent-severity-mapping-results-2018-19.xlsx,67.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,0.0,False,True,True,,
Blue Mountains,bluemountains,2019,2019-20,time-series-data-2019-2020.xlsx,Councils,16,27037000.0,27767000.0,730000.0,97.3709799402168,True,True,False,4.21,1.43,-3.59,84.92,15.079999999999998,2.67,79118,1431.1,747.6199999999999,18906000.0,Metropolitan Fringe,66869.52,46.74,,10.0,fire-extent-severity-mapping-results-2019-20.xlsx,67.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,1,871,listed_event_onset,1,898,listed_event_onset,2,871|898,listed_event_onset,0.0,2.0,0.0,0.0,False,False,False,,
Blue Mountains,bluemountains,2020,2020-21,time-series-data-2020-2021.xlsx,Councils,16,23342000.0,23321000.0,-21000.0,100.09004759658676,True,True,False,3.7,1.66,-0.2,78.88,21.124559842702173,3.29,79195,1431.1,747.62,19848000.0,Metropolitan Fringe,0.0,0,,10.0,fire-extent-severity-mapping-results-2020-21.xlsx,67.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,1,960,listed_event_onset,1,960,listed_event_onset,0.0,1.0,0.0,2.0,False,False,False,,
Blue Mountains,bluemountains,2021,2021-22,time-series-data-2021-22.xlsx,Councils,16,27539000.0,28086000.0,547000.0,98.05241045360678,True,True,False,6.3134,2.0861,5.15,78.71,21.10178007464829,5.3315,78360,1431.1,749.12,19430000.0,Metropolitan Fringe,0.0,0,,10.0,fire-extent-severity-mapping-results-2021-22.xlsx,67.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,3,987|1012|1025,listed_event_onset,3,987|1012|1025,listed_event_onset,0.0,3.0,0.0,1.0,False,False,False,,
Blue Mountains,bluemountains,2022,2022-23,time-series-data-2022-23.xlsx,Councils,16,55867000.0,56698000.0,831000.0,98.5343398356203,True,True,False,3.6492,1.6599,-5.7,65.98,33.81156846177281,2.2551,77913,1431.1,749.12,46891000.0,Metropolitan Fringe,0.0,0,0.0,10.0,fire-extent-severity-mapping-results-2022-23.xlsx,80.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,3.0,False,True,False,,
Blue Mountains,bluemountains,2023,2023-24,time-series-data-2023-24.xlsx,Councils ,16,38236000.0,38236000.0,0.0,100.0,True,True,False,7.5286,1.2447,-7.19,72.68,27.315359610388096,2.627,78891,1431.1,749.12,16547000.0,Metropolitan Fringe,0.0,0,0.0,10.0,fire-extent-severity-mapping-results-2023-24.xlsx,80.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,1,1119,listed_event_onset,1,1119,listed_event_onset,0.0,1.0,0.0,0.0,False,False,False,,
Blue Mountains,bluemountains,2024,2024-25,time-series-data-2024-2025.xlsx,Councils ,16,40802000.0,40802000.0,0.0,100.0,True,True,False,,,,,28.29940339407278,,78891,1431.1,749.12,20857000.0,Metropolitan Fringe,,,,,,,unknown_source_not_acquired,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,1.0,False,True,False,,
Bogan,bogan,2017,2017-18,time-series-data-2017-2018.xls,2017-18 DATA (Final),17,3955000.0,3988000.0,33000.0,99.17251755265798,True,True,False,8.65,4.18,4.94,40.2,61.12653533007416,26.86,2664,14599.9,1616.63,5875000.0,Rural,0.0,0,,100.0,fire-extent-severity-mapping-results-2017-18.xlsx,72.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,2.0,False,True,False,,
Bogan,bogan,2018,2018-19,time-series-data-2018-2019.xlsx,2018_19_Councils,17,4559000.0,4731000.0,172000.0,96.36440498837456,True,True,False,9.49,7.82,2.05,50.98,49.02,23.71,2621,14599.9,1616.63,5439000.0,Rural,0.0,0,,100.0,fire-extent-severity-mapping-results-2018-19.xlsx,72.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,0.0,False,True,True,,
Bogan,bogan,2019,2019-20,time-series-data-2019-2020.xlsx,Councils,17,4487000.0,4574000.0,87000.0,98.09794490599036,True,True,False,9.95,5.44,-3.81,48.04,51.96,17.54,2580,14599.9,1616.63,4809000.0,Rural,0.0,0,,10.0,fire-extent-severity-mapping-results-2019-20.xlsx,72.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,2,916|917,listed_event_onset,2,916|917,listed_event_onset,0.0,2.0,0.0,0.0,False,False,False,,
Bogan,bogan,2020,2020-21,time-series-data-2020-2021.xlsx,Councils,17,3471000.0,4135000.0,664000.0,83.94195888754534,True,True,False,9.32,2.94,2.71,50.77,49.035440386499545,25.22,2529,14599.9,1616.63,9472000.0,Rural,686.85,0.04,,10.0,fire-extent-severity-mapping-results-2020-21.xlsx,72.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,1,960,listed_event_onset,1,960,listed_event_onset,0.0,1.0,0.0,2.0,False,False,False,,
Bogan,bogan,2021,2021-22,time-series-data-2021-22.xlsx,Councils,17,6531000.0,4267000.0,-2264000.0,153.05835481603,True,True,False,8.9928,2.5403,7.79,42.57,57.31727667148737,35.1198,2481,14599.9,1613.82,11252000.0,Rural,0.0,0,,10.0,fire-extent-severity-mapping-results-2021-22.xlsx,72.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,2,987|1025,listed_event_onset,2,987|1025,listed_event_onset,0.0,2.0,0.0,1.0,False,False,False,,
Bogan,bogan,2022,2022-23,time-series-data-2022-23.xlsx,Councils,17,9061000.0,4295000.0,-4766000.0,210.9662398137369,True,True,False,10.1517,2.6923,15.37,34.96,65.02634416258111,53.75,2454,14599.9,1616.63,14065000.0,Rural,13345.92,0.91,1151.63,10.0,fire-extent-severity-mapping-results-2022-23.xlsx,86.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,1,1052,listed_event_onset,1,1034,listed_event_onset,2,1034|1052,listed_event_onset,0.0,2.0,0.0,2.0,False,False,False,,
Bogan,bogan,2023,2023-24,time-series-data-2023-24.xlsx,Councils ,17,8103000.0,5030000.0,-3073000.0,161.0934393638171,True,True,False,12.6056,3.7749,11.84,41.15,58.7978556857536,46.6178,2407,14599.9,1616.63,12237000.0,Rural,1345.36,0.1,279.93,10.0,fire-extent-severity-mapping-results-2023-24.xlsx,86.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,2.0,False,True,False,,
Bogan,bogan,2024,2024-25,time-series-data-2024-2025.xlsx,Councils ,17,4765000.0,5130000.0,365000.0,92.8849902534113,True,True,False,,,,,52.759548794871016,,2407,14599.9,1613.82,9608000.0,Rural,,,,,,,unknown_source_not_acquired,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,0.0,False,True,False,,
Bourke,bourke,2017,2017-18,time-series-data-2017-2018.xls,2017-18 DATA (Final),18,4154000.0,4563000.0,409000.0,91.03659872890644,True,True,False,10.74,5.26,9.48,44.32,55.68440003682981,7.53,2695,41599.5,2453.86,4187000.0,Rural,0.0,0,,100.0,fire-extent-severity-mapping-results-2017-18.xlsx,77.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,0.0,False,True,True,,
Bourke,bourke,2018,2018-19,time-series-data-2018-2019.xlsx,2018_19_Councils,18,5129000.0,5350000.0,221000.0,95.86915887850468,True,True,False,17.65,4.32,2.63,24.94,75.06,6.4,2630,41599.5,2453.86,4817000.0,Rural,1755.11,0.04,,100.0,fire-extent-severity-mapping-results-2018-19.xlsx,77.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,0.0,False,True,False,,
Bourke,bourke,2019,2019-20,time-series-data-2019-2020.xlsx,Councils,18,4711000.0,4892000.0,181000.0,96.30008176614882,True,True,False,13.19,5.1,1.77,24.94,75.06,5.41,2590,41599.5,2454.86,5430000.0,Rural,0.0,0,,10.0,fire-extent-severity-mapping-results-2019-20.xlsx,77.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,1,916,listed_event_onset,1,916,listed_event_onset,0.0,1.0,0.0,0.0,False,False,False,,
Bourke,bourke,2020,2020-21,time-series-data-2020-2021.xlsx,Councils,18,4929000.0,5862000.0,933000.0,84.08393039918117,True,True,False,17.91,4.74,4.71,28.95,70.9891150023663,6.66,2625,41599.5,2454.86,4739000.0,Rural,401.32,0.01,,10.0,fire-extent-severity-mapping-results-2020-21.xlsx,77.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,1.0,False,True,False,,
Bourke,bourke,2021,2021-22,time-series-data-2021-22.xlsx,Councils,18,6371000.0,4547000.0,-1824000.0,140.11436111722014,True,True,False,17.446,4.7908,0.14,34.68,65.32458358967348,5.1805,2417,41598.4,2454.86,7008000.0,Rural,0.0,0,,10.0,fire-extent-severity-mapping-results-2021-22.xlsx,77.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,2,987|1025,listed_event_onset,2,987|1025,listed_event_onset,0.0,2.0,0.0,0.0,False,False,False,,
Bourke,bourke,2022,2022-23,time-series-data-2022-23.xlsx,Councils,18,7149000.0,6853000.0,-296000.0,104.3192762293886,True,True,False,19.6268,5.3236,16.82,30.45,69.43493703584113,9.4106,2348,41598.4,2458.92,6917000.0,Rural,1192.13,0.02,143.17,10.0,fire-extent-severity-mapping-results-2022-23.xlsx,92.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,1,1034,listed_event_onset,1,1034,listed_event_onset,0.0,1.0,0.0,2.0,False,False,False,,
Bourke,bourke,2023,2023-24,time-series-data-2023-24.xlsx,Councils ,18,15577000.0,17536000.0,1959000.0,88.82869525547446,True,True,False,16.6447,7.363,2.55,34.54,65.37488550617176,6.4635,2349,41598.4,2458.92,15648000.0,Rural,3235.43,0.09,1907.21,10.0,fire-extent-severity-mapping-results-2023-24.xlsx,92.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,1,1105,listed_event_onset,1,1105,listed_event_onset,0.0,1.0,0.0,1.0,False,False,False,,
Bourke,bourke,2024,2024-25,time-series-data-2024-2025.xlsx,Councils ,18,12704000.0,11633000.0,-1071000.0,109.20656752342474,True,True,False,,,,,59.9043323766571,,2349,41598.4,2418.61,12845000.0,Rural,,,,,,,unknown_source_not_acquired,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,1,1211,listed_event_onset,1,1211,listed_event_onset,0.0,1.0,0.0,1.0,False,False,False,,
Brewarrina,brewarrina,2017,2017-18,time-series-data-2017-2018.xls,2017-18 DATA (Final),19,2022000.0,2296000.0,274000.0,88.06620209059234,True,True,False,12.49,4.16,12.98,51.71,48.29101906281375,20.98,1670,19163.5,1551.6999999999998,3992000.0,Rural,0.0,0,,100.0,fire-extent-severity-mapping-results-2017-18.xlsx,82.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,2.0,False,True,False,,
Brewarrina,brewarrina,2018,2018-19,time-series-data-2018-2019.xlsx,2018_19_Councils,19,2232000.0,2354000.0,122000.0,94.81733220050975,True,True,False,9.13,3.87,6.36,40.3,59.7,15.22,1655,19163.5,1551.6999999999998,3517000.0,Rural,0.0,0,,100.0,fire-extent-severity-mapping-results-2018-19.xlsx,82.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,0.0,False,True,True,,
Brewarrina,brewarrina,2019,2019-20,time-series-data-2019-2020.xlsx,Councils,19,1655000.0,2388000.0,733000.0,69.30485762144053,True,True,False,15.31,5.33,28.4,24.33,75.67,30.72,1611,19163.5,1551.6999999999998,4632000.0,Rural,0.0,0,,10.0,fire-extent-severity-mapping-results-2019-20.xlsx,82.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,1,916,listed_event_onset,1,916,listed_event_onset,0.0,1.0,0.0,0.0,False,False,False,,
