council_key,council_name,feature,value,unit,measurement_date,publication_date,audit_date,source_id,source_url,source_locator,scope,quality_note,timing_status,confidence
QLD_kowanyama,Kowanyama Aboriginal Shire Council,grant_share_5yr_pct,71.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p56 / PDF p5,council; QAO-published ratio,"2020–21 ratios; Five-year average share of total revenue, not current operating-grant share. For older-audit councils exact averaging window requires confirmation.",PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_kowanyama,Kowanyama Aboriginal Shire Council,operating_surplus_pct,-41.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p56 / PDF p5,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_kowanyama,Kowanyama Aboriginal Shire Council,net_financial_liabilities_pct,3.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p56 / PDF p5,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_lockyer_valley,Lockyer Valley Regional Council,grant_share_5yr_pct,23.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p58 / PDF p7,council; QAO-published ratio,"2020–21 ratios; Five-year average share of total revenue, not current operating-grant share. For older-audit councils exact averaging window requires confirmation.",PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_lockyer_valley,Lockyer Valley Regional Council,operating_surplus_pct,12.3,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p58 / PDF p7,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_lockyer_valley,Lockyer Valley Regional Council,net_financial_liabilities_pct,38.23,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p58 / PDF p7,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_logan,Logan City Council,grant_share_5yr_pct,28.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p60 / PDF p9,council; QAO-published ratio,"2020–21 ratios; Five-year average share of total revenue, not current operating-grant share. For older-audit councils exact averaging window requires confirmation.",PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_logan,Logan City Council,operating_surplus_pct,0.35,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p60 / PDF p9,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_logan,Logan City Council,net_financial_liabilities_pct,-19.87,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p60 / PDF p9,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_maranoa,Maranoa Regional Council,grant_share_5yr_pct,44.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p57 / PDF p6,council; QAO-published ratio,"2020–21 ratios; Five-year average share of total revenue, not current operating-grant share. For older-audit councils exact averaging window requires confirmation.",PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_maranoa,Maranoa Regional Council,operating_surplus_pct,6.13,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p57 / PDF p6,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_maranoa,Maranoa Regional Council,net_financial_liabilities_pct,-43.58,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p57 / PDF p6,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_mareeba,Mareeba Shire Council,grant_share_5yr_pct,40.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p58 / PDF p7,council; QAO-published ratio,"2020–21 ratios; Five-year average share of total revenue, not current operating-grant share. For older-audit councils exact averaging window requires confirmation.",PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_mareeba,Mareeba Shire Council,operating_surplus_pct,14.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p58 / PDF p7,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_mareeba,Mareeba Shire Council,net_financial_liabilities_pct,-89.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p58 / PDF p7,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_moreton_bay,Moreton Bay Regional Council,grant_share_5yr_pct,24.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p60 / PDF p9,council; QAO-published ratio,"2020–21 ratios; Five-year average share of total revenue, not current operating-grant share. For older-audit councils exact averaging window requires confirmation.",PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_moreton_bay,Moreton Bay Regional Council,operating_surplus_pct,15.1,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p60 / PDF p9,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_moreton_bay,Moreton Bay Regional Council,net_financial_liabilities_pct,15.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p60 / PDF p9,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_murweh,Murweh Shire Council,grant_share_5yr_pct,59.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p59 / PDF p8,council; QAO-published ratio,"2020–21 ratios; Five-year average share of total revenue, not current operating-grant share. For older-audit councils exact averaging window requires confirmation.",PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_murweh,Murweh Shire Council,operating_surplus_pct,-10.07,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p59 / PDF p8,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_murweh,Murweh Shire Council,net_financial_liabilities_pct,-1.07,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p59 / PDF p8,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_noosa,Noosa Shire Council,grant_share_5yr_pct,14.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p55 / PDF p4,council; QAO-published ratio,"2020–21 ratios; Five-year average share of total revenue, not current operating-grant share. For older-audit councils exact averaging window requires confirmation.",PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_noosa,Noosa Shire Council,operating_surplus_pct,7.48,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p55 / PDF p4,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_noosa,Noosa Shire Council,net_financial_liabilities_pct,-19.89,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p55 / PDF p4,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_north_burnett,North Burnett Regional Council,grant_share_5yr_pct,52.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p58 / PDF p7,council; QAO-published ratio,"2020–21 ratios; Five-year average share of total revenue, not current operating-grant share. For older-audit councils exact averaging window requires confirmation.",PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_north_burnett,North Burnett Regional Council,operating_surplus_pct,-31.8,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p58 / PDF p7,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_north_burnett,North Burnett Regional Council,net_financial_liabilities_pct,-26.17,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p58 / PDF p7,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_northern_peninsula_area,Northern Peninsula Area Regional Council,grant_share_5yr_pct,54.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p56 / PDF p5,council; QAO-published ratio,"2020–21 ratios; Five-year average share of total revenue, not current operating-grant share. For older-audit councils exact averaging window requires confirmation.",PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_northern_peninsula_area,Northern Peninsula Area Regional Council,operating_surplus_pct,-28.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p56 / PDF p5,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_northern_peninsula_area,Northern Peninsula Area Regional Council,net_financial_liabilities_pct,-10.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p56 / PDF p5,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_palm_island,Palm Island Aboriginal Shire Council,grant_share_5yr_pct,54.0,percent,2020-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p56 / PDF p5,council; QAO-published ratio,"QAO footnote: 2020–21 audit unfinished; ratios from 2019–20; Five-year average share of total revenue, not current operating-grant share. For older-audit councils exact averaging window requires confirmation.",PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_palm_island,Palm Island Aboriginal Shire Council,operating_surplus_pct,-23.8,percent,2020-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p56 / PDF p5,council; QAO-published ratio,QAO footnote: 2020–21 audit unfinished; ratios from 2019–20,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_palm_island,Palm Island Aboriginal Shire Council,net_financial_liabilities_pct,-2.93,percent,2020-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p56 / PDF p5,council; QAO-published ratio,QAO footnote: 2020–21 audit unfinished; ratios from 2019–20,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_paroo,Paroo Shire Council,grant_share_5yr_pct,67.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p59 / PDF p8,council; QAO-published ratio,"2020–21 ratios; Five-year average share of total revenue, not current operating-grant share. For older-audit councils exact averaging window requires confirmation.",PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_paroo,Paroo Shire Council,operating_surplus_pct,-2.05,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p59 / PDF p8,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_paroo,Paroo Shire Council,net_financial_liabilities_pct,-14.98,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p59 / PDF p8,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_quilpie,Quilpie Shire Council,grant_share_5yr_pct,63.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p57 / PDF p6,council; QAO-published ratio,"2020–21 ratios; Five-year average share of total revenue, not current operating-grant share. For older-audit councils exact averaging window requires confirmation.",PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_quilpie,Quilpie Shire Council,operating_surplus_pct,-6.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p57 / PDF p6,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_quilpie,Quilpie Shire Council,net_financial_liabilities_pct,-67.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p57 / PDF p6,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_richmond,Richmond Shire Council,grant_share_5yr_pct,60.0,percent,2020-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p59 / PDF p8,council; QAO-published ratio,"QAO footnote: 2020–21 audit unfinished; ratios from 2019–20; Five-year average share of total revenue, not current operating-grant share. For older-audit councils exact averaging window requires confirmation.",PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_richmond,Richmond Shire Council,operating_surplus_pct,-12.67,percent,2020-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p59 / PDF p8,council; QAO-published ratio,QAO footnote: 2020–21 audit unfinished; ratios from 2019–20,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_richmond,Richmond Shire Council,net_financial_liabilities_pct,4.25,percent,2020-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p59 / PDF p8,council; QAO-published ratio,QAO footnote: 2020–21 audit unfinished; ratios from 2019–20,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_scenic_rim,Scenic Rim Regional Council,grant_share_5yr_pct,32.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p58 / PDF p7,council; QAO-published ratio,"2020–21 ratios; Five-year average share of total revenue, not current operating-grant share. For older-audit councils exact averaging window requires confirmation.",PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_scenic_rim,Scenic Rim Regional Council,operating_surplus_pct,-3.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p58 / PDF p7,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_scenic_rim,Scenic Rim Regional Council,net_financial_liabilities_pct,6.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p58 / PDF p7,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_somerset,Somerset Regional Council,grant_share_5yr_pct,26.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p58 / PDF p7,council; QAO-published ratio,"2020–21 ratios; Five-year average share of total revenue, not current operating-grant share. For older-audit councils exact averaging window requires confirmation.",PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_somerset,Somerset Regional Council,operating_surplus_pct,2.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p58 / PDF p7,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_somerset,Somerset Regional Council,net_financial_liabilities_pct,-83.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p58 / PDF p7,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_south_burnett,South Burnett Regional Council,grant_share_5yr_pct,25.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p58 / PDF p7,council; QAO-published ratio,"2020–21 ratios; Five-year average share of total revenue, not current operating-grant share. For older-audit councils exact averaging window requires confirmation.",PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_south_burnett,South Burnett Regional Council,operating_surplus_pct,-1.6,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p58 / PDF p7,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_south_burnett,South Burnett Regional Council,net_financial_liabilities_pct,9.1,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p58 / PDF p7,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_southern_downs,Southern Downs Regional Council,grant_share_5yr_pct,28.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p58 / PDF p7,council; QAO-published ratio,"2020–21 ratios; Five-year average share of total revenue, not current operating-grant share. For older-audit councils exact averaging window requires confirmation.",PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_southern_downs,Southern Downs Regional Council,operating_surplus_pct,0.61,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p58 / PDF p7,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_southern_downs,Southern Downs Regional Council,net_financial_liabilities_pct,-18.8,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p58 / PDF p7,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
