public_record_id,funding_round,funding_stream,applicant,council_key,applicant_type,project_asset_label,application_id,project_id,source_id,source_url,source_locator,source_version_date,status,eligibility_status,label_confidence,submission_date,decision_date,amount_requested_aud,amount_approved_aud,event,asset_type,assessment_score,recommendation,bcr,quality_note,repeated_label,same_label_row_count,supplemental_source_ids
QRA2022_T1_R054,2022 / 2021–22 event season,D,Gladstone Regional Council,QLD_gladstone,LOCAL_GOVERNMENT,Daisy Dell Road Bororen,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 54",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R055,2022 / 2021–22 event season,D,Gladstone Regional Council,QLD_gladstone,LOCAL_GOVERNMENT,Dillon Road Captain Creek,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 55",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R056,2022 / 2021–22 event season,D,Gladstone Regional Council,QLD_gladstone,LOCAL_GOVERNMENT,John Clifforoad Way Lowmead,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 56",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R057,2022 / 2021–22 event season,D,Gladstone Regional Council,QLD_gladstone,LOCAL_GOVERNMENT,Talaba Road Calliope,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 57",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R058,2022 / 2021–22 event season,D,Gladstone Regional Council,QLD_gladstone,LOCAL_GOVERNMENT,Toowell Road Oconnell,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 58",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R059,2022 / 2021–22 event season,D,Gladstone Regional Council,QLD_gladstone,LOCAL_GOVERNMENT,Taylor Lane Machine Creek,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 59",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R060,2022 / 2021–22 event season,D,Gympie Regional Council,QLD_gympie,LOCAL_GOVERNMENT,Maudsley Street,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 60",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R061,2022 / 2021–22 event season,D,Gympie Regional Council,QLD_gympie,LOCAL_GOVERNMENT,Moy Pocket Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 61",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R062,2022 / 2021–22 event season,D,Gympie Regional Council,QLD_gympie,LOCAL_GOVERNMENT,Cedar Pocket Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 62",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R063,2022 / 2021–22 event season,D,Gympie Regional Council,QLD_gympie,LOCAL_GOVERNMENT,Noosa Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 63",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R064,2022 / 2021–22 event season,D,Gympie Regional Council,QLD_gympie,LOCAL_GOVERNMENT,Rossmore Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 64",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R065,2022 / 2021–22 event season,D,Gympie Regional Council,QLD_gympie,LOCAL_GOVERNMENT,Mcleish Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 65",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R066,2022 / 2021–22 event season,D,Gympie Regional Council,QLD_gympie,LOCAL_GOVERNMENT,Wilsons Pocket Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 66",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R067,2022 / 2021–22 event season,D,Gympie Regional Council,QLD_gympie,LOCAL_GOVERNMENT,Amamoor Creek Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 67",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R068,2022 / 2021–22 event season,D,Gympie Regional Council,QLD_gympie,LOCAL_GOVERNMENT,North Deep Creek Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 68",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R069,2022 / 2021–22 event season,D,Gympie Regional Council,QLD_gympie,LOCAL_GOVERNMENT,Kew Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 69",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R070,2022 / 2021–22 event season,D,Gympie Regional Council,QLD_gympie,LOCAL_GOVERNMENT,Roebuck Street,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 70",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R071,2022 / 2021–22 event season,D,Ipswich City Council,QLD_ipswich,LOCAL_GOVERNMENT,East Ipswich Catchment,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 71",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R072,2022 / 2021–22 event season,D,Ipswich City Council,QLD_ipswich,LOCAL_GOVERNMENT,Bradfield Bidge,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 72",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R073,2022 / 2021–22 event season,D,Kowanyama Aboriginal Shire Council,QLD_kowanyama,LOCAL_GOVERNMENT,Pindi Street Subdivision,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 73",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R074,2022 / 2021–22 event season,D,Logan City Council,QLD_logan,LOCAL_GOVERNMENT,Greenbank,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 74",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R075,2022 / 2021–22 event season,D,Logan City Council,QLD_logan,LOCAL_GOVERNMENT,New Beith,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 75",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R076,2022 / 2021–22 event season,D,Logan City Council,QLD_logan,LOCAL_GOVERNMENT,Haven,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 76",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R077,2022 / 2021–22 event season,D,Logan City Council,QLD_logan,LOCAL_GOVERNMENT,Murcot,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 77",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R078,2022 / 2021–22 event season,D,Lockyer Valley Regional Council,QLD_lockyer_valley,LOCAL_GOVERNMENT,Old Laidley Forest Hill Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 78",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R079,2022 / 2021–22 event season,D,Lockyer Valley Regional Council,QLD_lockyer_valley,LOCAL_GOVERNMENT,Brightview Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 79",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R080,2022 / 2021–22 event season,D,Lockyer Valley Regional Council,QLD_lockyer_valley,LOCAL_GOVERNMENT,Dallingers Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 80",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R081,2022 / 2021–22 event season,D,Lockyer Valley Regional Council,QLD_lockyer_valley,LOCAL_GOVERNMENT,Flagstone Creek Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 81",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R082,2022 / 2021–22 event season,D,Lockyer Valley Regional Council,QLD_lockyer_valley,LOCAL_GOVERNMENT,Ingoldsby Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 82",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R083,2022 / 2021–22 event season,D,Lockyer Valley Regional Council,QLD_lockyer_valley,LOCAL_GOVERNMENT,Lefthand Branch Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 83",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R084,2022 / 2021–22 event season,D,Lockyer Valley Regional Council,QLD_lockyer_valley,LOCAL_GOVERNMENT,Mcgarrigal Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 84",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R085,2022 / 2021–22 event season,D,Lockyer Valley Regional Council,QLD_lockyer_valley,LOCAL_GOVERNMENT,Paynter Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 85",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R086,2022 / 2021–22 event season,D,Lockyer Valley Regional Council,QLD_lockyer_valley,LOCAL_GOVERNMENT,Rockmount Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 86",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R087,2022 / 2021–22 event season,D,Lockyer Valley Regional Council,QLD_lockyer_valley,LOCAL_GOVERNMENT,Sawpit Gully Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 87",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R088,2022 / 2021–22 event season,D,Lockyer Valley Regional Council,QLD_lockyer_valley,LOCAL_GOVERNMENT,Stockyaroad Creek Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 88",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R089,2022 / 2021–22 event season,D,Lockyer Valley Regional Council,QLD_lockyer_valley,LOCAL_GOVERNMENT,Thomas Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 89",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R090,2022 / 2021–22 event season,D,Lockyer Valley Regional Council,QLD_lockyer_valley,LOCAL_GOVERNMENT,Upper Flagstone Creek Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 90",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R091,2022 / 2021–22 event season,D,Maranoa Regional Council,QLD_maranoa,LOCAL_GOVERNMENT,Maranoa Road(81),,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 91",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R092,2022 / 2021–22 event season,D,Maranoa Regional Council,QLD_maranoa,LOCAL_GOVERNMENT,Roma Southern Road(414),,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 92",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R093,2022 / 2021–22 event season,D,Moreton Bay Regional Council,QLD_moreton_bay,LOCAL_GOVERNMENT,Barklya Crescent To Bribie Garoadens,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 93",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R094,2022 / 2021–22 event season,D,Moreton Bay Regional Council,QLD_moreton_bay,LOCAL_GOVERNMENT,Marine Outfall Multi Cell Culvert System,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 94",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R095,2022 / 2021–22 event season,D,Moreton Bay Regional Council,QLD_moreton_bay,LOCAL_GOVERNMENT,Youngs Crossing Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 95",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R096,2022 / 2021–22 event season,D,Moreton Bay Regional Council,QLD_moreton_bay,LOCAL_GOVERNMENT,Pringles Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 96",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R097,2022 / 2021–22 event season,D,Moreton Bay Regional Council,QLD_moreton_bay,LOCAL_GOVERNMENT,Stratton Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 97",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R098,2022 / 2021–22 event season,D,Murweh Shire Council,QLD_murweh,LOCAL_GOVERNMENT,Barngo Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 98",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R099,2022 / 2021–22 event season,D,North Burnett Regional Council,QLD_north_burnett,LOCAL_GOVERNMENT,Bon Accoroad Wetheron Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 99",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R100,2022 / 2021–22 event season,D,Noosa Shire Council,QLD_noosa,LOCAL_GOVERNMENT,Schreibers Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 100",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R101,2022 / 2021–22 event season,D,Noosa Shire Council,QLD_noosa,LOCAL_GOVERNMENT,Middle Creek Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 101",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R102,2022 / 2021–22 event season,D,South Burnett Regional Council,QLD_south_burnett,LOCAL_GOVERNMENT,Dip Road (Windera),,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 102",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R103,2022 / 2021–22 event season,D,South Burnett Regional Council,QLD_south_burnett,LOCAL_GOVERNMENT,Flagstone Creek Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 103",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R104,2022 / 2021–22 event season,D,South Burnett Regional Council,QLD_south_burnett,LOCAL_GOVERNMENT,Williams Road (Benarkin North),,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 104",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R105,2022 / 2021–22 event season,D,South Burnett Regional Council,QLD_south_burnett,LOCAL_GOVERNMENT,Mercer Springate Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 105",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
