council_key,year_start,field,value,value_status,unit,source_document,source_url,source_year,source_table,original_file,original_sheet,original_excel_row,raw_value_in_v2,raw_value_stage,scope_note
griffith,2019,pre_operating_ratio_pct,6.3,observed,percentage points,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column operating_ratio_pct,time-series-data-2018-2019.xlsx,2018_19_Councils,52,6.3,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
griffith,2019,pre_current_ratio,2.41,observed,multiple,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column current_ratio,time-series-data-2018-2019.xlsx,2018_19_Councils,52,2.41,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
griffith,2019,pre_own_source_pct,76.44,observed,percentage points,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column own_source_pct,time-series-data-2018-2019.xlsx,2018_19_Councils,52,76.44,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
griffith,2019,pre_debt_service_cover,7.32,observed,multiple,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column debt_service_cover,time-series-data-2018-2019.xlsx,2018_19_Councils,52,7.32,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
griffith,2019,pre_population,26882.0,observed,persons,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column population,time-series-data-2018-2019.xlsx,2018_19_Councils,52,26882.0,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
griffith,2019,pre_road_km,1289.74,observed,km,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column road_km,time-series-data-2018-2019.xlsx,2018_19_Councils,52,1289.74,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
griffith,2019,pre_actual_maintenance_aud,7465000.0,observed,AUD,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column actual_maintenance_aud,time-series-data-2018-2019.xlsx,2018_19_Councils,52,7465000.0,"harmonised V2 value, not a new raw workbook transcription",council-estimated aggregate; not routine budget
griffith,2019,pre_maintenance_ratio_pct,106.55152726234655,observed,percentage points,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column maintenance_ratio_pct,time-series-data-2018-2019.xlsx,2018_19_Councils,52,106.55152726234655,"harmonised V2 value, not a new raw workbook transcription",council-estimated aggregate; not routine budget
griffith,2019,fesm_burned_ha,0.0,verified_zero_mapped_scope,hectares,/Users/ray/Research/AUSSEF/Experiment 2/data/disaster_exposure_v2/NSW_Disaster_Exposure_V2_candidate.csv,,2019,V2 CSV; council_key/year_start join; column fesm_burned_ha,fire-extent-severity-mapping-results-2019-20.xlsx,,,0.0,"harmonised V2 value, not a new raw workbook transcription",Mapped/declaration scope only; no physical flood zero certified
griffith,2019,bushfire_declared,0.0,recorded_no_listed_event,binary listed declaration,/Users/ray/Research/AUSSEF/Experiment 2/data/disaster_exposure_v2/NSW_Disaster_Exposure_V2_candidate.csv,,2019,V2 CSV; council_key/year_start join; column bushfire_declared,NSW Data Panel.csv; underlying V1 evidence,,,0.0,"harmonised V2 value, not a new raw workbook transcription",Mapped/declaration scope only; no physical flood zero certified
griffith,2019,flood_declared,0.0,recorded_no_listed_event,binary listed declaration,/Users/ray/Research/AUSSEF/Experiment 2/data/disaster_exposure_v2/NSW_Disaster_Exposure_V2_candidate.csv,,2019,V2 CSV; council_key/year_start join; column flood_declared,NSW Data Panel.csv; underlying V1 evidence,,,0.0,"harmonised V2 value, not a new raw workbook transcription",Mapped/declaration scope only; no physical flood zero certified
griffith,2020,actual_maintenance_aud,7191000.0,observed,AUD,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2020-2021.xlsx,2020,V2 CSV; council_key/year_start join; column actual_maintenance_aud,time-series-data-2020-2021.xlsx,Councils,52,7191000.0,"harmonised V2 value, not a new raw workbook transcription",council-estimated aggregate; not routine budget
griffith,2020,required_maintenance_aud,7156000.0,observed,AUD,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2020-2021.xlsx,2020,V2 CSV; council_key/year_start join; column required_maintenance_aud,time-series-data-2020-2021.xlsx,Councils,52,7156000.0,"harmonised V2 value, not a new raw workbook transcription",council-estimated aggregate; not routine budget
griffith,2020,maintenance_ratio_pct,100.48910005589715,observed,percentage points,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2020-2021.xlsx,2020,V2 CSV; council_key/year_start join; column maintenance_ratio_pct,time-series-data-2020-2021.xlsx,Councils,52,100.48910005589715,"harmonised V2 value, not a new raw workbook transcription",council-estimated aggregate; not routine budget
griffith,2020,pre_cash_cover_months,11.41,observed,months,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column cash_cover_months,time-series-data-2018-2019.xlsx,2018_19_Councils,52,11.41,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
griffith,2020,pre_operating_ratio_pct,6.3,observed,percentage points,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column operating_ratio_pct,time-series-data-2018-2019.xlsx,2018_19_Councils,52,6.3,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
griffith,2020,pre_current_ratio,2.41,observed,multiple,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column current_ratio,time-series-data-2018-2019.xlsx,2018_19_Councils,52,2.41,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
griffith,2020,pre_own_source_pct,76.44,observed,percentage points,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column own_source_pct,time-series-data-2018-2019.xlsx,2018_19_Councils,52,76.44,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
griffith,2020,pre_debt_service_cover,7.32,observed,multiple,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column debt_service_cover,time-series-data-2018-2019.xlsx,2018_19_Councils,52,7.32,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
griffith,2020,pre_population,26882.0,observed,persons,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column population,time-series-data-2018-2019.xlsx,2018_19_Councils,52,26882.0,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
griffith,2020,pre_road_km,1289.74,observed,km,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column road_km,time-series-data-2018-2019.xlsx,2018_19_Councils,52,1289.74,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
griffith,2020,pre_actual_maintenance_aud,7465000.0,observed,AUD,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column actual_maintenance_aud,time-series-data-2018-2019.xlsx,2018_19_Councils,52,7465000.0,"harmonised V2 value, not a new raw workbook transcription",council-estimated aggregate; not routine budget
griffith,2020,pre_maintenance_ratio_pct,106.55152726234655,observed,percentage points,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column maintenance_ratio_pct,time-series-data-2018-2019.xlsx,2018_19_Councils,52,106.55152726234655,"harmonised V2 value, not a new raw workbook transcription",council-estimated aggregate; not routine budget
griffith,2020,fesm_burned_ha,0.0,verified_zero_mapped_scope,hectares,/Users/ray/Research/AUSSEF/Experiment 2/data/disaster_exposure_v2/NSW_Disaster_Exposure_V2_candidate.csv,,2020,V2 CSV; council_key/year_start join; column fesm_burned_ha,fire-extent-severity-mapping-results-2020-21.xlsx,,,0.0,"harmonised V2 value, not a new raw workbook transcription",Mapped/declaration scope only; no physical flood zero certified
griffith,2020,bushfire_declared,0.0,recorded_no_listed_event,binary listed declaration,/Users/ray/Research/AUSSEF/Experiment 2/data/disaster_exposure_v2/NSW_Disaster_Exposure_V2_candidate.csv,,2020,V2 CSV; council_key/year_start join; column bushfire_declared,NSW Data Panel.csv; underlying V1 evidence,,,0.0,"harmonised V2 value, not a new raw workbook transcription",Mapped/declaration scope only; no physical flood zero certified
griffith,2020,flood_declared,0.0,recorded_no_listed_event,binary listed declaration,/Users/ray/Research/AUSSEF/Experiment 2/data/disaster_exposure_v2/NSW_Disaster_Exposure_V2_candidate.csv,,2020,V2 CSV; council_key/year_start join; column flood_declared,NSW Data Panel.csv; underlying V1 evidence,,,0.0,"harmonised V2 value, not a new raw workbook transcription",Mapped/declaration scope only; no physical flood zero certified
griffith,2021,actual_maintenance_aud,7191000.0,observed,AUD,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2021-22.xlsx,2021,V2 CSV; council_key/year_start join; column actual_maintenance_aud,time-series-data-2021-22.xlsx,Councils,52,7191000.0,"harmonised V2 value, not a new raw workbook transcription",council-estimated aggregate; not routine budget
griffith,2021,required_maintenance_aud,7156000.0,observed,AUD,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2021-22.xlsx,2021,V2 CSV; council_key/year_start join; column required_maintenance_aud,time-series-data-2021-22.xlsx,Councils,52,7156000.0,"harmonised V2 value, not a new raw workbook transcription",council-estimated aggregate; not routine budget
griffith,2021,maintenance_ratio_pct,100.48910005589715,observed,percentage points,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2021-22.xlsx,2021,V2 CSV; council_key/year_start join; column maintenance_ratio_pct,time-series-data-2021-22.xlsx,Councils,52,100.48910005589715,"harmonised V2 value, not a new raw workbook transcription",council-estimated aggregate; not routine budget
griffith,2021,pre_cash_cover_months,11.41,observed,months,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column cash_cover_months,time-series-data-2018-2019.xlsx,2018_19_Councils,52,11.41,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
griffith,2021,pre_operating_ratio_pct,6.3,observed,percentage points,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column operating_ratio_pct,time-series-data-2018-2019.xlsx,2018_19_Councils,52,6.3,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
griffith,2021,pre_current_ratio,2.41,observed,multiple,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column current_ratio,time-series-data-2018-2019.xlsx,2018_19_Councils,52,2.41,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
griffith,2021,pre_own_source_pct,76.44,observed,percentage points,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column own_source_pct,time-series-data-2018-2019.xlsx,2018_19_Councils,52,76.44,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
griffith,2021,pre_debt_service_cover,7.32,observed,multiple,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column debt_service_cover,time-series-data-2018-2019.xlsx,2018_19_Councils,52,7.32,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
griffith,2021,pre_population,26882.0,observed,persons,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column population,time-series-data-2018-2019.xlsx,2018_19_Councils,52,26882.0,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
griffith,2021,pre_road_km,1289.74,observed,km,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column road_km,time-series-data-2018-2019.xlsx,2018_19_Councils,52,1289.74,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
griffith,2021,pre_actual_maintenance_aud,7465000.0,observed,AUD,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column actual_maintenance_aud,time-series-data-2018-2019.xlsx,2018_19_Councils,52,7465000.0,"harmonised V2 value, not a new raw workbook transcription",council-estimated aggregate; not routine budget
griffith,2021,pre_maintenance_ratio_pct,106.55152726234655,observed,percentage points,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column maintenance_ratio_pct,time-series-data-2018-2019.xlsx,2018_19_Councils,52,106.55152726234655,"harmonised V2 value, not a new raw workbook transcription",council-estimated aggregate; not routine budget
griffith,2021,fesm_burned_ha,43.83,observed,hectares,/Users/ray/Research/AUSSEF/Experiment 2/data/disaster_exposure_v2/NSW_Disaster_Exposure_V2_candidate.csv,,2021,V2 CSV; council_key/year_start join; column fesm_burned_ha,fire-extent-severity-mapping-results-2021-22.xlsx,,,43.83,"harmonised V2 value, not a new raw workbook transcription",Mapped/declaration scope only; no physical flood zero certified
griffith,2021,bushfire_declared,0.0,recorded_no_listed_event,binary listed declaration,/Users/ray/Research/AUSSEF/Experiment 2/data/disaster_exposure_v2/NSW_Disaster_Exposure_V2_candidate.csv,,2021,V2 CSV; council_key/year_start join; column bushfire_declared,NSW Data Panel.csv; underlying V1 evidence,,,0.0,"harmonised V2 value, not a new raw workbook transcription",Mapped/declaration scope only; no physical flood zero certified
griffith,2021,flood_declared,1.0,observed,binary listed declaration,/Users/ray/Research/AUSSEF/Experiment 2/data/disaster_exposure_v2/NSW_Disaster_Exposure_V2_candidate.csv,,2021,V2 CSV; council_key/year_start join; column flood_declared,NSW Data Panel.csv; underlying V1 evidence,,,1.0,"harmonised V2 value, not a new raw workbook transcription",Mapped/declaration scope only; no physical flood zero certified
kiama,2016,actual_maintenance_aud,4144000.0,observed,AUD,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2016-17.xls,2016,V2 CSV; council_key/year_start join; column actual_maintenance_aud,time-series-data-2016-17.xls,2016-17 DATA,65,4144000.0,"harmonised V2 value, not a new raw workbook transcription",council-estimated aggregate; not routine budget
kiama,2016,required_maintenance_aud,4323000.0,observed,AUD,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2016-17.xls,2016,V2 CSV; council_key/year_start join; column required_maintenance_aud,time-series-data-2016-17.xls,2016-17 DATA,65,4323000.0,"harmonised V2 value, not a new raw workbook transcription",council-estimated aggregate; not routine budget
kiama,2016,maintenance_ratio_pct,95.8593569280592,observed,percentage points,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2016-17.xls,2016,V2 CSV; council_key/year_start join; column maintenance_ratio_pct,time-series-data-2016-17.xls,2016-17 DATA,65,95.8593569280592,"harmonised V2 value, not a new raw workbook transcription",council-estimated aggregate; not routine budget
kiama,2016,pre_cash_cover_months,12.7,observed,months,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column cash_cover_months,time-series-data-2018-2019.xlsx,2018_19_Councils,65,12.7,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
kiama,2016,pre_operating_ratio_pct,-0.3,observed,percentage points,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column operating_ratio_pct,time-series-data-2018-2019.xlsx,2018_19_Councils,65,-0.3,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
kiama,2016,pre_current_ratio,1.9,observed,multiple,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column current_ratio,time-series-data-2018-2019.xlsx,2018_19_Councils,65,1.9,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
kiama,2016,pre_own_source_pct,65.9,observed,percentage points,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column own_source_pct,time-series-data-2018-2019.xlsx,2018_19_Councils,65,65.9,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
kiama,2016,pre_debt_service_cover,6.8,observed,multiple,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column debt_service_cover,time-series-data-2018-2019.xlsx,2018_19_Councils,65,6.8,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
kiama,2016,pre_population,23006.0,observed,persons,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column population,time-series-data-2018-2019.xlsx,2018_19_Councils,65,23006.0,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
kiama,2016,pre_road_km,268.08000000000004,observed,km,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column road_km,time-series-data-2018-2019.xlsx,2018_19_Councils,65,268.08000000000004,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
kiama,2016,pre_actual_maintenance_aud,5535000.0,observed,AUD,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column actual_maintenance_aud,time-series-data-2018-2019.xlsx,2018_19_Councils,65,5535000.0,"harmonised V2 value, not a new raw workbook transcription",council-estimated aggregate; not routine budget
kiama,2016,pre_maintenance_ratio_pct,107.24665762449138,observed,percentage points,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column maintenance_ratio_pct,time-series-data-2018-2019.xlsx,2018_19_Councils,65,107.24665762449138,"harmonised V2 value, not a new raw workbook transcription",council-estimated aggregate; not routine budget
kiama,2016,fesm_burned_ha,0.0,verified_zero_mapped_scope,hectares,/Users/ray/Research/AUSSEF/Experiment 2/data/disaster_exposure_v2/NSW_Disaster_Exposure_V2_candidate.csv,,2016,V2 CSV; council_key/year_start join; column fesm_burned_ha,fesm_2016_vector.zip,,,0.0,"harmonised V2 value, not a new raw workbook transcription",Mapped/declaration scope only; no physical flood zero certified
kiama,2016,bushfire_declared,,unknown,binary listed declaration,/Users/ray/Research/AUSSEF/Experiment 2/data/disaster_exposure_v2/NSW_Disaster_Exposure_V2_candidate.csv,,2016,V2 CSV; council_key/year_start join; column bushfire_declared,raa_2016.pdf;raa_2017.pdf_checked_no_prior_FY_rows,,,,"harmonised V2 value, not a new raw workbook transcription",Mapped/declaration scope only; no physical flood zero certified
kiama,2016,flood_declared,,unknown,binary listed declaration,/Users/ray/Research/AUSSEF/Experiment 2/data/disaster_exposure_v2/NSW_Disaster_Exposure_V2_candidate.csv,,2016,V2 CSV; council_key/year_start join; column flood_declared,raa_2016.pdf;raa_2017.pdf_checked_no_prior_FY_rows,,,,"harmonised V2 value, not a new raw workbook transcription",Mapped/declaration scope only; no physical flood zero certified
kiama,2017,actual_maintenance_aud,4730000.0,observed,AUD,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2017-2018.xls,2017,V2 CSV; council_key/year_start join; column actual_maintenance_aud,time-series-data-2017-2018.xls,2017-18 DATA (Final),65,4730000.0,"harmonised V2 value, not a new raw workbook transcription",council-estimated aggregate; not routine budget
kiama,2017,required_maintenance_aud,5019000.0,observed,AUD,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2017-2018.xls,2017,V2 CSV; council_key/year_start join; column required_maintenance_aud,time-series-data-2017-2018.xls,2017-18 DATA (Final),65,5019000.0,"harmonised V2 value, not a new raw workbook transcription",council-estimated aggregate; not routine budget
kiama,2017,maintenance_ratio_pct,94.24188085275952,observed,percentage points,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2017-2018.xls,2017,V2 CSV; council_key/year_start join; column maintenance_ratio_pct,time-series-data-2017-2018.xls,2017-18 DATA (Final),65,94.24188085275952,"harmonised V2 value, not a new raw workbook transcription",council-estimated aggregate; not routine budget
kiama,2017,pre_cash_cover_months,12.7,observed,months,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column cash_cover_months,time-series-data-2018-2019.xlsx,2018_19_Councils,65,12.7,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
kiama,2017,pre_operating_ratio_pct,-0.3,observed,percentage points,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column operating_ratio_pct,time-series-data-2018-2019.xlsx,2018_19_Councils,65,-0.3,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
