treated_council_key,event_year,candidate_council_key,pre_only_distance,distance_features,feature_count,same_prior_classification,screen_status,event_declared,event_burned_ha,event_fire_status,event_physical_flood_status,post_window_any_declared,post_window_coverage_years,region_status,primary_outcome_comparable,causal_control_eligible,candidate_pre_classification,treated_pre_classification,candidate_pre_prior_year,treated_pre_prior_year,candidate_pre_pre_maintenance_years,treated_pre_pre_maintenance_years,candidate_pre_maintenance_level_log,treated_pre_maintenance_level_log,candidate_pre_maintenance_trend_log_per_year,treated_pre_maintenance_trend_log_per_year,candidate_pre_cash_cover_months,treated_pre_cash_cover_months,candidate_pre_operating_ratio_pct,treated_pre_operating_ratio_pct,candidate_pre_current_ratio,treated_pre_current_ratio,candidate_pre_own_source_pct,treated_pre_own_source_pct,candidate_pre_debt_service_cover,treated_pre_debt_service_cover,candidate_pre_population_log,treated_pre_population_log,candidate_pre_road_km_log,treated_pre_road_km_log,candidate_pre_prior_burn_log,treated_pre_prior_burn_log,candidate_pre_prior_declared_years,treated_pre_prior_declared_years,candidate_rank,selected_for_document_review
eurobodalla,2019,newcastle,0.6352409586009717,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,True,exclude_documented_concurrent_exposure,1.0,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Regional Town/City,Regional Town/City,2018,2018,3,3,17.074875560375304,17.082528756278414,-0.030582256158682597,0.26938661229627847,5.35,14.07,2.11,3.43,2.24,1.96,85.86,68.91,6.83,3.37,12.008261745840086,10.5529179276508,6.640529215097739,6.923134411545334,5.054141682405396,7.506075418357103,,,,False
eurobodalla,2019,northsydney,1.0892151616619516,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,False,exclude_documented_concurrent_exposure,1.0,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Metropolitan,Regional Town/City,2018,2018,3,3,16.111473875313813,17.082528756278414,0.06672254910876596,0.26938661229627847,8.74,14.07,3.34,3.43,3.45,1.96,83.98,68.91,27.62,3.37,11.214155481532952,10.5529179276508,5.033700567027251,6.923134411545334,0.0,7.506075418357103,,,,False
eurobodalla,2019,oberon,0.8886144562641233,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,False,exclude_documented_concurrent_exposure,1.0,73615.28,mapped_burn_positive,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Large Rural,Regional Town/City,2018,2018,3,3,14.671617853935176,17.082528756278414,0.009429669268430807,0.26938661229627847,14.49,14.07,9.75,3.43,4.41,1.96,61.52,68.91,9.58,3.37,8.595819511871428,10.5529179276508,6.875232087276577,6.923134411545334,0.0,7.506075418357103,1.0,,,False
eurobodalla,2019,orange,0.6791791421057805,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,True,candidate_only_hazard_and_outcome_unverified,0.0,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Regional Town/City,Regional Town/City,2018,2018,3,3,15.684694078406697,17.082528756278414,0.12658354697978247,0.26938661229627847,19.24,14.07,10.18,3.43,3.41,1.96,73.19,68.91,6.54,3.37,10.646781120036646,10.5529179276508,6.254693821961477,6.923134411545334,0.0,7.506075418357103,3.0,,3.0,False
eurobodalla,2019,parkes,0.8860714404427119,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,False,exclude_documented_concurrent_exposure,1.0,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Large Rural,Regional Town/City,2018,2018,3,3,15.664122996240618,17.082528756278414,-0.04311845393279157,0.26938661229627847,6.95,14.07,-12.02,3.43,2.69,1.96,55.85,68.91,4.88,3.37,9.608780865147382,10.5529179276508,7.684877272500834,6.923134411545334,8.10588881706593,7.506075418357103,2.0,,,False
eurobodalla,2019,penrith,0.33005756428286104,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,False,exclude_documented_concurrent_exposure,1.0,225.61,mapped_burn_positive,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Metropolitan Fringe,Regional Town/City,2018,2018,3,3,17.272584081707222,17.082528756278414,0.20962001311584189,0.26938661229627847,8.32,14.07,5.8,3.43,3.07,1.96,71.23,68.91,3.3,3.37,12.251098591052509,10.5529179276508,7.011096757756072,6.923134411545334,6.94018851889315,7.506075418357103,2.0,,,False
eurobodalla,2019,portmacquariehastings,0.4694129839441823,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,True,exclude_documented_concurrent_exposure,1.0,145357.71,mapped_burn_positive,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Regional Town/City,Regional Town/City,2018,2018,3,3,16.911223949124306,17.082528756278414,0.13556265723838834,0.26938661229627847,28.42,14.07,5.14,3.43,1.74,1.96,65.42,68.91,4.32,3.37,11.328184984938964,10.5529179276508,7.210283613277198,6.923134411545334,9.81290096732909,7.506075418357103,2.0,,,False
eurobodalla,2019,portstephens,,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,True,exclude_documented_concurrent_exposure,1.0,178.77,mapped_burn_positive,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Regional Town/City,Regional Town/City,2018,2018,2,3,16.513577828348613,17.082528756278414,,0.26938661229627847,5.22,14.07,2.61,3.43,1.11,1.96,76.86,68.91,3.71,3.37,11.194041641375183,10.5529179276508,6.602714071473986,6.923134411545334,9.650621570074087,7.506075418357103,3.0,,,False
eurobodalla,2019,randwick,,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,False,exclude_documented_concurrent_exposure,1.0,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Metropolitan,Regional Town/City,2018,2018,3,3,16.310120065742336,17.082528756278414,0.035390309458424696,0.26938661229627847,3.33,14.07,5.51,3.43,4.07,1.96,90.64,68.91,,3.37,11.946433664103036,10.5529179276508,5.715678106902588,6.923134411545334,0.0,7.506075418357103,,,,False
eurobodalla,2019,richmondvalley,0.6530455809221256,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,True,exclude_documented_concurrent_exposure,1.0,110504.41,mapped_burn_positive,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Regional Town/City,Regional Town/City,2018,2018,3,3,15.462437107450457,17.082528756278414,0.017146773396770953,0.26938661229627847,9.08,14.07,-4.69,3.43,3.05,1.96,60.52,68.91,4.2,3.37,10.060491301345794,10.5529179276508,6.983706551213942,6.923134411545334,10.330851063308483,7.506075418357103,2.0,,,False
eurobodalla,2019,ryde,0.9977572919133827,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,False,exclude_documented_concurrent_exposure,1.0,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Metropolitan,Regional Town/City,2018,2018,3,3,16.796281517131796,17.082528756278414,0.01853452051876303,0.26938661229627847,16.8,14.07,10.39,3.43,2.9,1.96,71.18,68.91,31.74,3.37,11.755455870884619,10.5529179276508,5.776217858337166,6.923134411545334,0.0,7.506075418357103,,,,False
eurobodalla,2019,shellharbour,0.7176403899745708,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,True,exclude_documented_concurrent_exposure,1.0,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Regional Town/City,Regional Town/City,2018,2018,3,3,16.38835184590512,17.082528756278414,0.10707968052508399,0.26938661229627847,8.8,14.07,19.25,3.43,1.86,1.96,74.15,68.91,6.23,3.37,11.187763030741458,10.5529179276508,6.0605474145451765,6.923134411545334,0.0,7.506075418357103,1.0,,,False
eurobodalla,2019,shoalhaven,0.5106141111020085,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,True,exclude_documented_concurrent_exposure,1.0,312929.78,mapped_burn_positive,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Regional Town/City,Regional Town/City,2018,2018,3,3,17.9211247289245,17.082528756278414,0.09562693955764168,0.26938661229627847,9.3,14.07,2.6,3.43,2.54,1.96,82.84,68.91,4.0,3.37,11.555716719225112,10.5529179276508,7.487666569929425,6.923134411545334,8.53283232533626,7.506075418357103,,,,False
eurobodalla,2019,singleton,0.5843633963112905,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,True,exclude_documented_concurrent_exposure,1.0,199400.15,mapped_burn_positive,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Regional Town/City,Regional Town/City,2018,2018,3,3,16.3039942192784,17.082528756278414,0.3500314630637602,0.26938661229627847,19.83,14.07,4.66,3.43,5.45,1.96,77.61,68.91,9.98,3.37,10.06147372459291,10.5529179276508,6.778124839166374,6.923134411545334,10.061548733076409,7.506075418357103,3.0,,,False
eurobodalla,2019,strathfield,,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,False,exclude_documented_concurrent_exposure,1.0,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Metropolitan,Regional Town/City,2018,2018,3,3,15.833209798769573,17.082528756278414,0.0037368379278408526,0.26938661229627847,15.1,14.07,6.8,3.43,3.24,1.96,79.63,68.91,,3.37,10.717612659648976,10.5529179276508,4.585987366571318,6.923134411545334,0.0,7.506075418357103,,,,False
eurobodalla,2019,sutherland,0.7881105755182144,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,False,exclude_documented_concurrent_exposure,1.0,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Metropolitan,Regional Town/City,2018,2018,3,3,17.067085917708663,17.082528756278414,-0.05236464394544349,0.26938661229627847,8.74,14.07,2.86,3.43,3.41,1.96,85.73,68.91,19.74,3.37,12.342411343981723,10.5529179276508,6.716049830877841,6.923134411545334,8.45504541018123,7.506075418357103,,,,False
eurobodalla,2019,sydney,,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,False,exclude_documented_concurrent_exposure,1.0,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Metropolitan,Regional Town/City,2018,2018,3,3,17.91399856176419,17.082528756278414,0.002505233668021134,0.26938661229627847,8.51,14.07,-4.16,3.43,3.15,1.96,89.13,68.91,,3.37,12.38935207674924,10.5529179276508,5.802118375377063,6.923134411545334,0.0,7.506075418357103,,,,False
eurobodalla,2019,tamworth,0.5796886711322122,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,True,exclude_documented_concurrent_exposure,1.0,51917.05,mapped_burn_positive,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Regional Town/City,Regional Town/City,2018,2018,3,3,17.11485980388953,17.082528756278414,-0.08214537161558688,0.26938661229627847,15.01,14.07,7.25,3.43,2.43,1.96,69.02,68.91,4.53,3.37,11.037418721328592,10.5529179276508,8.078387408794145,6.923134411545334,10.227454199600174,7.506075418357103,,,,False
eurobodalla,2019,temora,0.7236738136273253,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,False,exclude_scale_class_mismatch,0.0,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Large Rural,Regional Town/City,2018,2018,3,3,15.222342815219635,17.082528756278414,0.1278136011062978,0.26938661229627847,6.46,14.07,-0.64,3.43,2.49,1.96,55.71,68.91,9.08,3.37,8.744328763999984,10.5529179276508,7.195532346921704,6.923134411545334,3.393819227943086,7.506075418357103,1.0,,,False
eurobodalla,2019,tenterfield,0.7517009602421002,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,False,exclude_documented_concurrent_exposure,1.0,174163.18,mapped_burn_positive,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Large Rural,Regional Town/City,2018,2018,3,3,15.872323109444627,17.082528756278414,0.10678399063040533,0.26938661229627847,12.26,14.07,2.96,3.43,4.24,1.96,39.08,68.91,7.39,3.37,8.80071662871916,10.5529179276508,7.432596227633289,6.923134411545334,11.5352578602534,7.506075418357103,3.0,,,False
eurobodalla,2019,tweed,0.6185204333851104,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,True,exclude_documented_concurrent_exposure,1.0,1612.14,mapped_burn_positive,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Regional Town/City,Regional Town/City,2018,2018,3,3,17.017240264689264,17.082528756278414,0.021620494690987258,0.26938661229627847,23.43,14.07,11.2,3.43,3.42,1.96,77.4,68.91,3.86,3.37,11.473238243018637,10.5529179276508,7.134890851565884,6.923134411545334,6.201340471421287,7.506075418357103,1.0,,,False
eurobodalla,2019,upperhunter,0.697552805612313,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,False,exclude_documented_concurrent_exposure,1.0,20554.1,mapped_burn_positive,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Large Rural,Regional Town/City,2018,2018,3,3,15.920863603231282,17.082528756278414,0.04170403876899176,0.26938661229627847,6.91,14.07,-4.04,3.43,0.86,1.96,61.84,68.91,4.96,3.37,9.562475024372697,10.5529179276508,7.478989030543188,6.923134411545334,9.442509792808336,7.506075418357103,3.0,,,False
eurobodalla,2019,upperlachlan,0.6901167330402803,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,False,exclude_documented_concurrent_exposure,1.0,24440.12,mapped_burn_positive,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Large Rural,Regional Town/City,2018,2018,3,3,15.901803698739696,17.082528756278414,0.18480814900475195,0.26938661229627847,15.32,14.07,1.51,3.43,5.13,1.96,63.34,68.91,15.98,3.37,8.982435503560263,10.5529179276508,7.5940792341939565,6.923134411545334,7.918592262578212,7.506075418357103,3.0,,,False
eurobodalla,2019,uralla,0.6889615848821318,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,False,exclude_documented_concurrent_exposure,1.0,8527.85,mapped_burn_positive,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Large Rural,Regional Town/City,2018,2018,3,3,15.187199020373106,17.082528756278414,0.05138534415338203,0.26938661229627847,11.5,14.07,-0.87,3.43,2.94,1.96,57.81,68.91,11.43,3.37,8.70996000607173,10.5529179276508,6.841989338206518,6.923134411545334,7.563543212784714,7.506075418357103,,,,False
eurobodalla,2019,waggawagga,0.6155309426005185,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,True,exclude_documented_concurrent_exposure,1.0,5838.55,mapped_burn_positive,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Regional Town/City,Regional Town/City,2018,2018,3,3,16.54290583071965,17.082528756278414,0.059766862608316984,0.26938661229627847,8.79,14.07,-5.59,3.43,2.88,1.96,65.57,68.91,1.54,3.37,11.07938490391378,10.5529179276508,7.746611897839305,6.923134411545334,5.533390412333744,7.506075418357103,1.0,,,False
eurobodalla,2019,walcha,1.0172409038537737,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,False,exclude_documented_concurrent_exposure,1.0,161097.67,mapped_burn_positive,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Rural,Regional Town/City,2018,2018,3,3,14.891195683052741,17.082528756278414,0.038446401689255616,0.26938661229627847,7.25,14.07,-4.41,3.43,3.96,1.96,52.77,68.91,17.97,3.37,8.049746290952191,10.5529179276508,6.840321905132089,6.923134411545334,9.314597535445072,7.506075418357103,,,,False
eurobodalla,2019,walgett,0.738390764408264,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,False,exclude_documented_concurrent_exposure,1.0,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Large Rural,Regional Town/City,2018,2018,3,3,15.761135094807731,17.082528756278414,0.3330401337531841,0.26938661229627847,19.1,14.07,-3.58,3.43,3.22,1.96,42.88,68.91,7.1,3.37,8.708144074908246,10.5529179276508,7.773619708943179,6.923134411545334,5.872842281354397,7.506075418357103,1.0,,,False
eurobodalla,2019,warren,1.5078007527409674,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,False,exclude_documented_concurrent_exposure,1.0,4096.26,mapped_burn_positive,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Rural,Regional Town/City,2018,2018,3,3,15.147876840910817,17.082528756278414,0.09407158227754664,0.26938661229627847,11.67,14.07,16.31,3.43,5.9,1.96,47.97,68.91,56.66,3.37,7.917900586327916,10.5529179276508,7.18913754928539,6.923134411545334,6.876037547930002,7.506075418357103,1.0,,,False
eurobodalla,2019,warrumbungle,1.171950670736051,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,False,exclude_documented_concurrent_exposure,1.0,6214.91,mapped_burn_positive,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Large Rural,Regional Town/City,2018,2018,3,3,15.690385087277058,17.082528756278414,-0.08336773193879399,0.26938661229627847,6.97,14.07,-16.38,3.43,4.37,1.96,47.51,68.91,5.05,3.37,9.148464968258095,10.5529179276508,7.889350488574212,6.923134411545334,10.776192032113096,7.506075418357103,3.0,,,False
eurobodalla,2019,waverley,1.5989735401735845,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,False,exclude_documented_concurrent_exposure,1.0,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Metropolitan,Regional Town/City,2018,2018,3,3,16.8162801727843,17.082528756278414,0.089249105078542,0.26938661229627847,15.22,14.07,0.78,3.43,11.13,1.96,87.31,68.91,42.77,3.37,11.21337321994796,10.5529179276508,4.823984379141072,6.923134411545334,0.0,7.506075418357103,,,,False
eurobodalla,2019,weddin,0.9219570837593022,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,False,exclude_scale_class_mismatch,0.0,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Rural,Regional Town/City,2018,2018,3,3,14.789693145755079,17.082528756278414,0.37672055958430395,0.26938661229627847,9.12,14.07,-4.03,3.43,5.38,1.96,46.86,68.91,10.58,3.37,8.19891444498699,10.5529179276508,6.9901552062293515,6.923134411545334,4.758495226774791,7.506075418357103,1.0,,,False
eurobodalla,2019,wentworth,1.3632819384410169,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,False,exclude_documented_concurrent_exposure,0.0,750.55,mapped_burn_positive,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Large Rural,Regional Town/City,2018,2018,3,3,15.088076433867828,17.082528756278414,-0.14593743990240515,0.26938661229627847,17.86,14.07,-6.83,3.43,7.19,1.96,49.7,68.91,16.25,3.37,8.85978949474541,10.5529179276508,7.749572433415563,6.923134411545334,9.605507302072704,7.506075418357103,1.0,,,False
eurobodalla,2019,willoughby,0.7345408482860166,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,False,exclude_documented_concurrent_exposure,1.0,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Metropolitan,Regional Town/City,2018,2018,3,3,16.445887536389275,17.082528756278414,0.23826191159757926,0.26938661229627847,17.67,14.07,6.22,3.43,4.76,1.96,79.49,68.91,8.61,3.37,11.294022907913273,10.5529179276508,5.358141668193703,6.923134411545334,0.0,7.506075418357103,,,,False
eurobodalla,2019,wingecarribee,0.7466162501710116,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,True,exclude_documented_concurrent_exposure,1.0,70946.77,mapped_burn_positive,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Regional Town/City,Regional Town/City,2018,2018,3,3,16.663612572468455,17.082528756278414,-0.027757512483281843,0.26938661229627847,22.85,14.07,6.07,3.43,5.39,1.96,67.81,68.91,4.78,3.37,10.829609796323572,10.5529179276508,7.1106634693844795,6.923134411545334,0.0,7.506075418357103,1.0,,,False
eurobodalla,2019,wollondilly,0.3115293596690457,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,False,exclude_documented_concurrent_exposure,1.0,147484.09,mapped_burn_positive,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Metropolitan Fringe,Regional Town/City,2018,2018,3,3,17.07044830456072,17.082528756278414,0.12358902171375341,0.26938661229627847,12.5,14.07,6.6,3.43,2.25,1.96,66.35,68.91,5.67,3.37,10.863431467331687,10.5529179276508,6.774893262275559,6.923134411545334,3.1633631149379418,7.506075418357103,,,,False
eurobodalla,2019,wollongong,0.6402308998861919,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,True,exclude_documented_concurrent_exposure,1.0,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Regional Town/City,Regional Town/City,2018,2018,3,3,18.094687425190266,17.082528756278414,0.04944963585895046,0.26938661229627847,5.45,14.07,-0.48,3.43,2.7,1.96,73.8,68.91,5.77,3.37,12.283366964456423,10.5529179276508,6.947110598460196,6.923134411545334,2.7587433154177283,7.506075418357103,2.0,,,False
eurobodalla,2019,woollahra,0.9020687258158079,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,False,exclude_documented_concurrent_exposure,1.0,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Metropolitan,Regional Town/City,2018,2018,3,3,16.089078804832027,17.082528756278414,0.40353855650993964,0.26938661229627847,9.65,14.07,-1.4,3.43,4.37,1.96,92.55,68.91,2.7,3.37,10.98469932652407,10.5529179276508,4.989207346682635,6.923134411545334,0.0,7.506075418357103,,,,False
eurobodalla,2019,yassvalley,0.7103165260394027,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,False,exclude_scale_class_mismatch,0.0,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Large Rural,Regional Town/City,2018,2018,3,3,15.451980004115534,17.082528756278414,-0.10100736115401343,0.26938661229627847,9.12,14.07,5.1,3.43,3.94,1.96,64.27,68.91,3.57,3.37,9.73825907316835,10.5529179276508,7.123777533948726,6.923134411545334,6.593564524022692,7.506075418357103,1.0,,,False
lismore,2021,albury,0.550452935700126,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log;prior_declared_years,11,True,exclude_documented_concurrent_exposure,1.0,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Regional Town/City,Regional Town/City,2020,2020,3,3,17.18490766148701,16.156739370759873,-0.010066253498138167,-0.01632662759950776,20.95,13.33,-2.57,-9.93,2.05,1.84,72.7,64.37,2.97,3.04,10.916106128037262,10.68437084740016,6.390391662376393,7.118502309959795,3.1250046092581303,8.026307440429795,0.0,3.0,,False
