council_key,council_name,year_start,financial_year,period_start,period_end,reporting_months,source_file,source_sheet,source_excel_row,actual_maintenance_aud,required_maintenance_aud,maintenance_ratio_pct,maintenance_conflict,maintenance_basis,fesm_burned_ha,fesm_status,fesm_source_file,fesm_asof_forecast_status,bushfire_declared,flood_declared,all_declared,bushfire_declaration_status,flood_declaration_status,all_agrns,declaration_inventory_status,declaration_source_files,physical_flood_status,verified_zero_all_disaster_exposure,index_event_year,event_group,role,relative_year,pre_cash_cover_months,pre_operating_ratio_pct,pre_current_ratio,pre_own_source_pct,pre_debt_service_cover,pre_debt_service_cover_requires_review,pre_population,pre_road_km,pre_actual_maintenance_aud,pre_maintenance_ratio_pct,pre_fiscal_year,pre_information_vintage,pre_fiscal_source_file,pre_fiscal_source_sheet,pre_fiscal_source_excel_row,low_pre_cash_cover,weak_pre_operating_position,planned_routine_maintenance_aud,actual_routine_maintenance_aud,planned_routine_status,actual_routine_status,disaster_reconstruction_expenditure_aud,disaster_reconstruction_status,maintenance_deviation,primary_outcome_eligible,primary_exclusion_reason,secondary_only,causal_eligible,routine_separation_status,price_basis,evidence_ids
richmondvalley,Richmond Valley,2018,2018-19,2018-07-01,2019-06-30,12,time-series-data-2018-2019.xlsx,2018_19_Councils,101,5191000.0,4847000.0,107.09717350938725,False,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",14031.03,mapped_burn_positive,fire-extent-severity-mapping-results-2018-19.xlsx,not_reaudited_in_this_extension,1.0,0.0,1.0,listed_event_onset,no_listed_event_onset_not_physical_zero,823,original_inventory_status_retained_not_recertified,NSW Data Panel.csv; underlying V1 evidence,unknown_no_complete_inundation_inventory,False,2021,northern_rivers_floods_2022,treated,-3,11.31,-4.1,3.42,64.26,4.26,False,23490,1079.08,6982000.0,129.63238024507984,2020,prior-period economic values; historical publication availability not certified,time-series-data-2020-2021.xlsx,Councils,101,0,1,,,missing_no_complete_certified_scope,missing_no_separated_matching_actual,,unknown_no_pure_actual_reconstruction_total,,False,"No same-year, same-scope pre-disaster routine plan and separated actual pair; component candidates retained in evidence ledger",True,False,unknown,"nominal AUD; aggregate trend is a diagnostic, not a real expenditure effect",
richmondvalley,Richmond Valley,2019,2019-20,2019-07-01,2020-06-30,12,time-series-data-2019-2020.xlsx,Councils,101,5905000.0,5282000.0,111.79477470655056,False,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",110504.41,mapped_burn_positive,fire-extent-severity-mapping-results-2019-20.xlsx,not_reaudited_in_this_extension,1.0,1.0,1.0,listed_event_onset,listed_event_onset,871|880|898,original_inventory_status_retained_not_recertified,NSW Data Panel.csv; underlying V1 evidence,unknown_no_complete_inundation_inventory,False,2021,northern_rivers_floods_2022,treated,-2,11.31,-4.1,3.42,64.26,4.26,False,23490,1079.08,6982000.0,129.63238024507984,2020,prior-period economic values; historical publication availability not certified,time-series-data-2020-2021.xlsx,Councils,101,0,1,,,missing_no_complete_certified_scope,missing_no_separated_matching_actual,,unknown_no_pure_actual_reconstruction_total,,False,"No same-year, same-scope pre-disaster routine plan and separated actual pair; component candidates retained in evidence ledger",True,False,unknown,"nominal AUD; aggregate trend is a diagnostic, not a real expenditure effect",
richmondvalley,Richmond Valley,2020,2020-21,2020-07-01,2021-06-30,12,time-series-data-2020-2021.xlsx,Councils,101,6982000.0,5386000.0,129.63238024507984,False,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",287.31,mapped_burn_positive,fire-extent-severity-mapping-results-2020-21.xlsx,not_reaudited_in_this_extension,0.0,1.0,1.0,no_listed_event_onset_not_physical_zero,listed_event_onset,943|954|960,original_inventory_status_retained_not_recertified,NSW Data Panel.csv; underlying V1 evidence,unknown_no_complete_inundation_inventory,False,2021,northern_rivers_floods_2022,treated,-1,11.31,-4.1,3.42,64.26,4.26,False,23490,1079.08,6982000.0,129.63238024507984,2020,prior-period economic values; historical publication availability not certified,time-series-data-2020-2021.xlsx,Councils,101,0,1,,,missing_no_complete_certified_scope,missing_no_separated_matching_actual,,unknown_no_pure_actual_reconstruction_total,,False,"No same-year, same-scope pre-disaster routine plan and separated actual pair; component candidates retained in evidence ledger",True,False,unknown,"nominal AUD; aggregate trend is a diagnostic, not a real expenditure effect",
richmondvalley,Richmond Valley,2021,2021-22,2021-07-01,2022-06-30,12,time-series-data-2021-22.xlsx,Councils,101,9335000.0,5751000.0,162.31959659189707,False,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",36.86,mapped_burn_positive,fire-extent-severity-mapping-results-2021-22.xlsx,not_reaudited_in_this_extension,0.0,1.0,1.0,no_listed_event_onset_not_physical_zero,listed_event_onset,987|1012,original_inventory_status_retained_not_recertified,NSW Data Panel.csv; underlying V1 evidence,unknown_no_complete_inundation_inventory,False,2021,northern_rivers_floods_2022,treated,0,11.31,-4.1,3.42,64.26,4.26,False,23490,1079.08,6982000.0,129.63238024507984,2020,prior-period economic values; historical publication availability not certified,time-series-data-2020-2021.xlsx,Councils,101,0,1,,,missing_no_complete_certified_scope,missing_no_separated_matching_actual,,unknown_no_pure_actual_reconstruction_total,,False,"No same-year, same-scope pre-disaster routine plan and separated actual pair; component candidates retained in evidence ledger",True,False,unknown,"nominal AUD; aggregate trend is a diagnostic, not a real expenditure effect",E011;E012;E013;E014;E015;E016;E017;E018;E019;E020
richmondvalley,Richmond Valley,2022,2022-23,2022-07-01,2023-06-30,12,time-series-data-2022-23.xlsx,Councils,100,10407000.0,5851000.0,177.86703127670484,False,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",375.48,mapped_burn_positive,fire-extent-severity-mapping-results-2022-23.xlsx,not_reaudited_in_this_extension,0.0,1.0,1.0,no_listed_event_onset_not_physical_zero,listed_event_onset,1034,original_inventory_status_retained_not_recertified,NSW Data Panel.csv; underlying V1 evidence,unknown_no_complete_inundation_inventory,False,2021,northern_rivers_floods_2022,treated,1,11.31,-4.1,3.42,64.26,4.26,False,23490,1079.08,6982000.0,129.63238024507984,2020,prior-period economic values; historical publication availability not certified,time-series-data-2020-2021.xlsx,Councils,101,0,1,,,missing_no_complete_certified_scope,missing_no_separated_matching_actual,,unknown_no_pure_actual_reconstruction_total,,False,"No same-year, same-scope pre-disaster routine plan and separated actual pair; component candidates retained in evidence ledger",True,False,unknown,"nominal AUD; aggregate trend is a diagnostic, not a real expenditure effect",
richmondvalley,Richmond Valley,2023,2023-24,2023-07-01,2024-06-30,12,time-series-data-2023-24.xlsx,Councils ,100,7942000.0,6050000.0,131.27272727272728,False,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",4155.58,mapped_burn_positive,fire-extent-severity-mapping-results-2023-24.xlsx,not_reaudited_in_this_extension,1.0,0.0,1.0,listed_event_onset,no_listed_event_onset_not_physical_zero,1138,original_inventory_status_retained_not_recertified,NSW Data Panel.csv; underlying V1 evidence,unknown_no_complete_inundation_inventory,False,2021,northern_rivers_floods_2022,treated,2,11.31,-4.1,3.42,64.26,4.26,False,23490,1079.08,6982000.0,129.63238024507984,2020,prior-period economic values; historical publication availability not certified,time-series-data-2020-2021.xlsx,Councils,101,0,1,,,missing_no_complete_certified_scope,missing_no_separated_matching_actual,,unknown_no_pure_actual_reconstruction_total,,False,"No same-year, same-scope pre-disaster routine plan and separated actual pair; component candidates retained in evidence ledger",True,False,unknown,"nominal AUD; aggregate trend is a diagnostic, not a real expenditure effect",
waggawagga,Wagga Wagga,2018,2018-19,2018-07-01,2019-06-30,12,time-series-data-2018-2019.xlsx,2018_19_Councils,118,15293000.0,24322000.0,62.877230490913576,False,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",0.0,verified_zero_mapped_burn_within_source_scope,fire-extent-severity-mapping-results-2018-19.xlsx,not_reaudited_in_this_extension,0.0,0.0,0.0,no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,,original_inventory_status_retained_not_recertified,NSW Data Panel.csv; underlying V1 evidence,unknown_no_complete_inundation_inventory,False,2021,northern_rivers_floods_2022,candidate_comparison,-3,12.78,-6.72,2.54,61.04,4.27,False,65770,2307.2799999999997,15292000.0,62.87570412400806,2020,prior-period economic values; historical publication availability not certified,time-series-data-2020-2021.xlsx,Councils,118,0,1,,,missing_no_complete_certified_scope,missing_no_separated_matching_actual,,unknown_no_pure_actual_reconstruction_total,,False,"No same-year, same-scope pre-disaster routine plan and separated actual pair; component candidates retained in evidence ledger",True,False,unknown,"nominal AUD; aggregate trend is a diagnostic, not a real expenditure effect",
waggawagga,Wagga Wagga,2019,2019-20,2019-07-01,2020-06-30,12,time-series-data-2019-2020.xlsx,Councils,118,16477000.0,24321000.0,67.74803667612352,False,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",5838.55,mapped_burn_positive,fire-extent-severity-mapping-results-2019-20.xlsx,not_reaudited_in_this_extension,1.0,0.0,1.0,listed_event_onset,no_listed_event_onset_not_physical_zero,871,original_inventory_status_retained_not_recertified,NSW Data Panel.csv; underlying V1 evidence,unknown_no_complete_inundation_inventory,False,2021,northern_rivers_floods_2022,candidate_comparison,-2,12.78,-6.72,2.54,61.04,4.27,False,65770,2307.2799999999997,15292000.0,62.87570412400806,2020,prior-period economic values; historical publication availability not certified,time-series-data-2020-2021.xlsx,Councils,118,0,1,,,missing_no_complete_certified_scope,missing_no_separated_matching_actual,,unknown_no_pure_actual_reconstruction_total,,False,"No same-year, same-scope pre-disaster routine plan and separated actual pair; component candidates retained in evidence ledger",True,False,unknown,"nominal AUD; aggregate trend is a diagnostic, not a real expenditure effect",
waggawagga,Wagga Wagga,2020,2020-21,2020-07-01,2021-06-30,12,time-series-data-2020-2021.xlsx,Councils,118,15292000.0,24321000.0,62.87570412400806,False,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",184.59,mapped_burn_positive,fire-extent-severity-mapping-results-2020-21.xlsx,not_reaudited_in_this_extension,0.0,0.0,0.0,no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,,original_inventory_status_retained_not_recertified,NSW Data Panel.csv; underlying V1 evidence,unknown_no_complete_inundation_inventory,False,2021,northern_rivers_floods_2022,candidate_comparison,-1,12.78,-6.72,2.54,61.04,4.27,False,65770,2307.2799999999997,15292000.0,62.87570412400806,2020,prior-period economic values; historical publication availability not certified,time-series-data-2020-2021.xlsx,Councils,118,0,1,,,missing_no_complete_certified_scope,missing_no_separated_matching_actual,,unknown_no_pure_actual_reconstruction_total,,False,"No same-year, same-scope pre-disaster routine plan and separated actual pair; component candidates retained in evidence ledger",True,False,unknown,"nominal AUD; aggregate trend is a diagnostic, not a real expenditure effect",
waggawagga,Wagga Wagga,2021,2021-22,2021-07-01,2022-06-30,12,time-series-data-2021-22.xlsx,Councils,118,19701000.0,22589000.0,87.21501615830714,False,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",0.0,verified_zero_mapped_burn_within_source_scope,fire-extent-severity-mapping-results-2021-22.xlsx,not_reaudited_in_this_extension,0.0,0.0,0.0,no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,,original_inventory_status_retained_not_recertified,NSW Data Panel.csv; underlying V1 evidence,unknown_no_complete_inundation_inventory,False,2021,northern_rivers_floods_2022,candidate_comparison,0,12.78,-6.72,2.54,61.04,4.27,False,65770,2307.2799999999997,15292000.0,62.87570412400806,2020,prior-period economic values; historical publication availability not certified,time-series-data-2020-2021.xlsx,Councils,118,0,1,,,missing_no_complete_certified_scope,missing_no_separated_matching_actual,,unknown_no_pure_actual_reconstruction_total,,False,"No same-year, same-scope pre-disaster routine plan and separated actual pair; component candidates retained in evidence ledger",True,False,unknown,"nominal AUD; aggregate trend is a diagnostic, not a real expenditure effect",E036
waggawagga,Wagga Wagga,2022,2022-23,2022-07-01,2023-06-30,12,time-series-data-2022-23.xlsx,Councils,118,21849000.0,22589000.0,96.72406923723936,False,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",39.43,mapped_burn_positive,fire-extent-severity-mapping-results-2022-23.xlsx,not_reaudited_in_this_extension,0.0,1.0,1.0,no_listed_event_onset_not_physical_zero,listed_event_onset,1030|1034,original_inventory_status_retained_not_recertified,NSW Data Panel.csv; underlying V1 evidence,unknown_no_complete_inundation_inventory,False,2021,northern_rivers_floods_2022,candidate_comparison,1,12.78,-6.72,2.54,61.04,4.27,False,65770,2307.2799999999997,15292000.0,62.87570412400806,2020,prior-period economic values; historical publication availability not certified,time-series-data-2020-2021.xlsx,Councils,118,0,1,,,missing_no_complete_certified_scope,missing_no_separated_matching_actual,,unknown_no_pure_actual_reconstruction_total,,False,"No same-year, same-scope pre-disaster routine plan and separated actual pair; component candidates retained in evidence ledger",True,False,unknown,"nominal AUD; aggregate trend is a diagnostic, not a real expenditure effect",
waggawagga,Wagga Wagga,2023,2023-24,2023-07-01,2024-06-30,12,time-series-data-2023-24.xlsx,Councils ,118,24852000.0,22589000.0,110.01815042719907,False,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",51.23,mapped_burn_positive,fire-extent-severity-mapping-results-2023-24.xlsx,not_reaudited_in_this_extension,0.0,0.0,0.0,no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,,original_inventory_status_retained_not_recertified,NSW Data Panel.csv; underlying V1 evidence,unknown_no_complete_inundation_inventory,False,2021,northern_rivers_floods_2022,candidate_comparison,2,12.78,-6.72,2.54,61.04,4.27,False,65770,2307.2799999999997,15292000.0,62.87570412400806,2020,prior-period economic values; historical publication availability not certified,time-series-data-2020-2021.xlsx,Councils,118,0,1,,,missing_no_complete_certified_scope,missing_no_separated_matching_actual,,unknown_no_pure_actual_reconstruction_total,,False,"No same-year, same-scope pre-disaster routine plan and separated actual pair; component candidates retained in evidence ledger",True,False,unknown,"nominal AUD; aggregate trend is a diagnostic, not a real expenditure effect",
