Location_Name,Location_Type,Location_code,STATE,event_name,agrn,cat_A,cat_B,cat_C,cat_D,highest_drfa_category_group,AGDRP,DRA,hazard_type,disaster_start_date
Port Stephens,LGA,16400,New South Wales,AGRN 1170 - NSW Severe Weather and Storms from 15 January 2025,1170,1,1,0,0,A/B,0,0,Storm,2025-01-15
Port Stephens,LGA,16400,New South Wales,AGRN 1212- NSW East Coast Severe Weather (from 18 May 2025),1212,1,1,1,1,C/D,1,1,Storm,2025-05-18
Port Stephens,LGA,16400,New South Wales,AGRN 1216 - NSW Severe Weather Event (from 31 July onwards),1216,1,1,0,0,A/B,0,0,Storm,2025-07-31
Port Stephens,LGA,16400,New South Wales,AGRN 1279 - Port Stephens Bushfire (from 29 January - 5 February 2026),1279,0,1,0,0,A/B,0,0,Bushfire,2026-01-29
Queanbeyan-Palerang,LGA,16490,New South Wales,AGRN 923 - NSW Storms and Floods (5 August 2020 onwards),923,1,1,0,0,A/B,0,0,Flood,2020-08-05
Queanbeyan-Palerang,LGA,16490,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,1,1,1,1,C/D,1,1,Flood,2021-03-10
Queanbeyan-Palerang,LGA,16490,New South Wales,AGRN 987 - NSW Severe Weather and Flooding from 9 November 2021 onwards,987,1,1,0,1,C/D,0,1,Flood,2021-11-09
Queanbeyan-Palerang,LGA,16490,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,1,1,1,1,C/D,1,1,Flood,2022-02-22
Queanbeyan-Palerang,LGA,16490,New South Wales,AGRN 1030 - Southern and Central West Flooding (4 August 2022 onwards),1030,1,1,0,1,C/D,0,0,Flood,2022-08-04
Queanbeyan-Palerang,LGA,16490,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,1,1,0,1,C/D,0,1,Flood,2022-09-14
Queanbeyan-Palerang,LGA,16490,New South Wales,AGRN 1100 - NSW Storms and Floods (25 December 2023 onwards),1100,0,1,0,0,A/B,0,0,Flood,2023-12-25
Randwick,LGA,16550,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,1,1,0,1,C/D,1,1,Flood,2022-06-27
Richmond Valley,LGA,16610,New South Wales,"NSW - Richmond Valley, Lismore and Kyogle bushfires (12 August 2018 onwards)",823,1,1,0,0,A/B,0,0,Bushfire,2018-08-12
Richmond Valley,LGA,16610,New South Wales,AGRN 943 - NSW Storms and Floods (10 December 2020 onwards),943,1,1,0,0,A/B,0,0,Storm,2020-12-10
Richmond Valley,LGA,16610,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,1,1,1,1,C/D,0,0,Storm,2021-02-19
Richmond Valley,LGA,16610,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,1,1,1,1,C/D,1,1,Flood,2021-03-10
Richmond Valley,LGA,16610,New South Wales,AGRN 987 - NSW Severe Weather and Flooding from 9 November 2021 onwards,987,1,1,0,1,C/D,0,1,Flood,2021-11-09
Richmond Valley,LGA,16610,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,1,1,1,1,C/D,1,1,Flood,2022-02-22
Richmond Valley,LGA,16610,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,1,1,0,1,C/D,0,1,Flood,2022-09-14
Richmond Valley,LGA,16610,New South Wales,AGRN 1138 - Richmond Valley NSW Bushfire (4 - 15 December 2023),1138,0,1,0,0,A/B,0,0,Bushfire,2023-12-04
Richmond Valley,LGA,16610,New South Wales,AGRN 1198 - Tropical Cyclone Alfred Severe Weather (from 3 March 2025),1198,1,1,1,1,C/D,1,1,Cyclone,2025-03-03
Ryde,LGA,16700,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,1,1,1,1,C/D,1,1,Flood,2022-02-22
Shellharbour,LGA,16900,New South Wales,AGRN 923 - NSW Storms and Floods (5 August 2020 onwards),923,1,1,0,0,A/B,0,0,Flood,2020-08-05
Shellharbour,LGA,16900,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,1,1,1,1,C/D,1,1,Flood,2022-02-22
Shellharbour,LGA,16900,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,1,1,0,1,C/D,1,1,Flood,2022-06-27
Shellharbour,LGA,16900,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,1,1,0,1,C/D,0,1,Flood,2022-09-14
Shellharbour,LGA,16900,New South Wales,AGRN 1119 - NSW East Coast Flooding (from 1 April 2024 onwards),1119,1,1,0,0,A/B,0,0,Flood,2024-04-01
Shellharbour,LGA,16900,New South Wales,AGRN 1129 - NSW Severe Weather (4 June 2024 onwards),1129,1,1,0,0,A/B,0,0,Flood,2024-06-04
Shoalhaven,LGA,16950,New South Wales,NSW - Shoalhaven bushfires (11 August 2018 onwards),818,1,1,0,0,A/B,0,0,Bushfire,2018-08-11
Shoalhaven,LGA,16950,New South Wales,AGRN 923 - NSW Storms and Floods (5 August 2020 onwards),923,1,1,0,0,A/B,0,0,Flood,2020-08-05
Shoalhaven,LGA,16950,New South Wales,AGRN 936 - NSW Storms and Floods (20 October 2020 onwards),936,1,1,0,0,A/B,0,0,Storm,2020-10-20
Shoalhaven,LGA,16950,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,1,1,1,1,C/D,1,1,Flood,2021-03-10
Shoalhaven,LGA,16950,New South Wales,AGRN 970 - Southern NSW Storms and Floods (5 May 2021 onwards),970,1,1,0,0,A/B,0,0,Storm,2021-05-05
Shoalhaven,LGA,16950,New South Wales,AGRN 987 - NSW Severe Weather and Flooding from 9 November 2021 onwards,987,1,1,0,1,C/D,0,1,Flood,2021-11-09
Shoalhaven,LGA,16950,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,1,1,1,1,C/D,1,1,Flood,2022-02-22
Shoalhaven,LGA,16950,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,1,1,0,1,C/D,1,1,Flood,2022-06-27
Shoalhaven,LGA,16950,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,1,1,0,1,C/D,0,1,Flood,2022-09-14
Shoalhaven,LGA,16950,New South Wales,AGRN 1086 NSW Severe Weather and Flooding (28 November 2023 onwards),1086,1,1,0,0,A/B,0,0,Flood,2023-11-28
Shoalhaven,LGA,16950,New South Wales,AGRN 1119 - NSW East Coast Flooding (from 1 April 2024 onwards),1119,1,1,0,0,A/B,0,0,Flood,2024-04-01
Shoalhaven,LGA,16950,New South Wales,AGRN 1129 - NSW Severe Weather (4 June 2024 onwards),1129,1,1,0,0,A/B,0,0,Flood,2024-06-04
Singleton,LGA,17000,New South Wales,NSW - Singleton Bushfire (18 December 2017),792,1,1,0,0,A/B,0,0,Bushfire,2017-12-18
Singleton,LGA,17000,New South Wales,"NSW - Singleton, Cessnock and Muswellbrook Bushfires (13 January 2018 onwards)",803,1,1,0,0,A/B,0,0,Bushfire,2018-01-13
Singleton,LGA,17000,New South Wales,NSW - Singleton and Muswellbrook Bushfires (11 February 2019 onwards),867,1,1,0,0,A/B,0,0,Bushfire,2019-02-11
Singleton,LGA,17000,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,1,1,1,1,C/D,1,1,Flood,2021-03-10
Singleton,LGA,17000,New South Wales,AGRN 987 - NSW Severe Weather and Flooding from 9 November 2021 onwards,987,1,1,0,1,C/D,0,1,Flood,2021-11-09
Singleton,LGA,17000,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,1,1,1,1,C/D,1,1,Flood,2022-02-22
Singleton,LGA,17000,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,1,1,0,1,C/D,1,1,Flood,2022-06-27
Singleton,LGA,17000,New South Wales,AGRN 1099 - Singleton NSW Bushfires (11 September - 18 October 2023),1099,0,1,0,0,A/B,0,0,Bushfire,2023-09-11
Singleton,LGA,17000,New South Wales,AGRN 1140 - Singleton NSW Bushfire (8 - 18 December 2023),1140,0,1,0,0,A/B,0,0,Bushfire,2023-12-08
Singleton,LGA,17000,New South Wales,AGRN 1170 - NSW Severe Weather and Storms from 15 January 2025,1170,1,1,0,0,A/B,0,0,Storm,2025-01-15
Singleton,LGA,17000,New South Wales,AGRN 1189 - Singleton and Muswellbrook NSW Bushfires (27 December 2024 - 18 January 2025),1189,0,1,0,0,A/B,0,0,Bushfire,2024-12-27
Singleton,LGA,17000,New South Wales,AGRN 1191 - Singleton NSW Bushfires (16 -24 December 2024),1191,0,1,0,0,A/B,0,0,Bushfire,2024-12-16
Singleton,LGA,17000,New South Wales,AGRN 1212- NSW East Coast Severe Weather (from 18 May 2025),1212,1,1,1,1,C/D,0,1,Storm,2025-05-18
Singleton,LGA,17000,New South Wales,AGRN 1216 - NSW Severe Weather Event (from 31 July onwards),1216,1,1,0,0,A/B,0,0,Storm,2025-07-31
Snowy Monaro,LGA,17040,New South Wales,AGRN 923 - NSW Storms and Floods (5 August 2020 onwards),923,1,1,0,0,A/B,0,0,Flood,2020-08-05
Snowy Monaro,LGA,17040,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,1,1,1,1,C/D,0,0,Flood,2021-03-10
Snowy Monaro,LGA,17040,New South Wales,AGRN 987 - NSW Severe Weather and Flooding from 9 November 2021 onwards,987,1,1,0,1,C/D,0,1,Flood,2021-11-09
Snowy Monaro,LGA,17040,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,1,1,1,1,C/D,1,1,Flood,2022-02-22
Snowy Monaro,LGA,17040,New South Wales,AGRN 1030 - Southern and Central West Flooding (4 August 2022 onwards),1030,1,1,0,1,C/D,0,0,Flood,2022-08-04
Snowy Monaro,LGA,17040,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,1,1,0,1,C/D,0,1,Flood,2022-09-14
Snowy Monaro,LGA,17040,New South Wales,AGRN 1084 - Snowy Monaro NSW Bushfires (2 October 2023),1084,0,1,0,0,A/B,0,0,Bushfire,2023-10-02
Snowy Monaro,LGA,17040,New South Wales,AGRN 1086 NSW Severe Weather and Flooding (28 November 2023 onwards),1086,1,1,0,0,A/B,0,0,Flood,2023-11-28
Snowy Monaro,LGA,17040,New South Wales,AGRN 1132 - Snowy Monaro NSW Bushfire (20 September - 4 October 2023),1132,0,1,0,0,A/B,0,0,Bushfire,2023-09-20
Snowy Monaro,LGA,17040,New South Wales,AGRN 1200 - NSW Bega Valley and Snowy Monaro Storms (From 8 February 2025),1200,1,1,0,0,A/B,0,0,Storm,2025-02-08
Snowy Valleys,LGA,17080,New South Wales,AGRN 936 - NSW Storms and Floods (20 October 2020 onwards),936,1,1,0,0,A/B,0,0,Storm,2020-10-20
Snowy Valleys,LGA,17080,New South Wales,AGRN 967 - Snowy Valleys Storms (3 February 2021 onwards),967,1,1,0,0,A/B,0,0,Storm,2021-02-03
Snowy Valleys,LGA,17080,New South Wales,AGRN 987 - NSW Severe Weather and Flooding from 9 November 2021 onwards,987,1,1,0,1,C/D,0,1,Flood,2021-11-09
Snowy Valleys,LGA,17080,New South Wales,AGRN 1001 - NSW - Southern NSW Storm and Floods (5 January 2022 onwards),1001,1,1,0,1,C/D,0,0,Flood,2022-01-05
Snowy Valleys,LGA,17080,New South Wales,AGRN 1030 - Southern and Central West Flooding (4 August 2022 onwards),1030,1,1,0,1,C/D,0,0,Flood,2022-08-04
Snowy Valleys,LGA,17080,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,1,1,0,1,C/D,1,1,Flood,2022-09-14
Snowy Valleys,LGA,17080,New South Wales,AGRN 1170 - NSW Severe Weather and Storms from 15 January 2025,1170,1,1,0,0,A/B,0,0,Storm,2025-01-15
Snowy Valleys,LGA,17080,New South Wales,AGRN 1177 - NSW Snowy Valleys Storms (from 25 November 2024),1177,0,1,0,0,A/B,0,0,Storm,2024-11-25
Strathfield,LGA,17100,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,1,1,1,1,C/D,1,1,Flood,2022-02-22
Strathfield,LGA,17100,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,1,1,0,1,C/D,1,1,Flood,2022-06-27
Sutherland,LGA,17150,New South Wales,NSW - Sutherland (Royal National Park) Bushfire (20 January 2018 onwards),805,1,1,0,0,A/B,0,0,Bushfire,2018-01-20
Sutherland,LGA,17150,New South Wales,AGRN 923 - NSW Storms and Floods (5 August 2020 onwards),923,1,1,0,0,A/B,0,0,Flood,2020-08-05
Sutherland,LGA,17150,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,1,1,1,1,C/D,1,1,Flood,2021-03-10
Sutherland,LGA,17150,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,1,1,1,1,C/D,1,1,Flood,2022-02-22
Sutherland,LGA,17150,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,1,1,0,1,C/D,1,1,Flood,2022-06-27
Sutherland,LGA,17150,New South Wales,AGRN 1119 - NSW East Coast Flooding (from 1 April 2024 onwards),1119,1,1,0,0,A/B,0,0,Flood,2024-04-01
Sutherland,LGA,17150,New South Wales,AGRN 1170 - NSW Severe Weather and Storms from 15 January 2025,1170,1,1,0,0,A/B,0,0,Storm,2025-01-15
Tamworth,LGA,17310,New South Wales,"NSW - Tamworth, Uralla and Gwydir Bushfires (2 January 2018)",789,1,1,0,0,A/B,0,0,Bushfire,2018-01-02
Tamworth,LGA,17310,New South Wales,NSW - Tamworth Bushfire (25 December 2017 onwards),791,1,1,0,0,A/B,0,0,Bushfire,2017-12-25
Tamworth,LGA,17310,New South Wales,NSW - Tamworth (Rockview) Bushfire (30 October 2018 onwards),841,1,0,0,0,A/B,0,0,Bushfire,2018-10-30
Tamworth,LGA,17310,New South Wales,NSW - Tamworth (Halls Creek Road) Bushfires(3 January 2019 onwards),855,1,1,0,0,A/B,0,0,Bushfire,2019-01-03
Tamworth,LGA,17310,New South Wales,NSW - Tamworth Regional and Upper Hunter Bushfires (11 February 2019 onwards),862,1,1,0,0,A/B,0,0,Bushfire,2019-02-11
Tamworth,LGA,17310,New South Wales,AGRN 936 - NSW Storms and Floods (20 October 2020 onwards),936,1,1,0,0,A/B,0,0,Storm,2020-10-20
Tamworth,LGA,17310,New South Wales,AGRN 943 - NSW Storms and Floods (10 December 2020 onwards),943,1,1,0,0,A/B,0,0,Storm,2020-12-10
Tamworth,LGA,17310,New South Wales,AGRN 948 - NSW Storms and Floods (2 January 2021 onwards),948,1,1,0,0,A/B,0,0,Storm,2021-01-02
Tamworth,LGA,17310,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,1,1,1,1,C/D,0,0,Flood,2021-03-10
Tamworth,LGA,17310,New South Wales,AGRN 987 - NSW Severe Weather and Flooding from 9 November 2021 onwards,987,1,1,0,1,C/D,0,1,Flood,2021-11-09
Tamworth,LGA,17310,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,1,1,0,1,C/D,0,1,Flood,2022-09-14
Tamworth,LGA,17310,New South Wales,AGRN 1134 - Tamworth NSW Bushfires (26 October - 4 November 2023),1134,0,1,0,0,A/B,0,0,Bushfire,2023-10-26
Tamworth,LGA,17310,New South Wales,AGRN 1192 -Tamworth and Uralla NSW Bushfires (27 December 2024 - 9 January 2025),1192,0,1,0,0,A/B,0,0,Bushfire,2024-12-27
Tamworth,LGA,17310,New South Wales,AGRN 1216 - NSW Severe Weather Event (from 31 July onwards),1216,1,1,0,0,A/B,0,0,Storm,2025-07-31
Temora,LGA,17350,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,1,1,1,1,C/D,0,0,Flood,2021-03-10
Temora,LGA,17350,New South Wales,AGRN 1001 - NSW - Southern NSW Storm and Floods (5 January 2022 onwards),1001,1,1,0,1,C/D,0,0,Flood,2022-01-05
Temora,LGA,17350,New South Wales,AGRN 1030 - Southern and Central West Flooding (4 August 2022 onwards),1030,1,1,0,1,C/D,0,0,Flood,2022-08-04
Temora,LGA,17350,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,1,1,0,1,C/D,0,1,Flood,2022-09-14
Tenterfield,LGA,17400,New South Wales,NSW - Tenterfield Bushfires (commencing 8 September 2017),776,1,1,0,0,A/B,0,0,Bushfire,2017-09-08
Tenterfield,LGA,17400,New South Wales,NSW - Tenterfield Bushfires (9 March 2019 onwards),864,1,1,0,0,A/B,0,0,Bushfire,2019-03-09
Tenterfield,LGA,17400,New South Wales,AGRN 943 - NSW Storms and Floods (10 December 2020 onwards),943,1,1,0,0,A/B,0,0,Storm,2020-12-10
Tenterfield,LGA,17400,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,1,1,1,1,C/D,1,1,Flood,2021-03-10
Tenterfield,LGA,17400,New South Wales,AGRN 987 - NSW Severe Weather and Flooding from 9 November 2021 onwards,987,1,1,0,1,C/D,0,1,Flood,2021-11-09
Tenterfield,LGA,17400,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,1,1,1,1,C/D,1,1,Flood,2022-02-22
Tenterfield,LGA,17400,New South Wales,AGRN 1075 - Far North NSW Bushfires (13 October 2023 onwards),1075,1,1,0,0,A/B,0,0,Bushfire,2023-10-13
Tenterfield,LGA,17400,New South Wales,AGRN 1114 - Inverell and Tenterfield NSW Bushfires (7-24 December 2023),1114,0,1,0,0,A/B,0,0,Bushfire,2023-12-07
Tenterfield,LGA,17400,New South Wales,AGRN 1156 - Tenterfield NSW Bushfire (2 September -16 September 2024),1156,0,1,0,0,A/B,0,0,Bushfire,2024-09-02
Tenterfield,LGA,17400,New South Wales,AGRN 1198 - Tropical Cyclone Alfred Severe Weather (from 3 March 2025),1198,1,1,1,1,C/D,0,1,Cyclone,2025-03-03
Tenterfield,LGA,17400,New South Wales,AGRN 1236 -Tenterfield NSW Bushfire (from 23 October - 3 November 2025),1236,0,1,0,0,A/B,0,0,Bushfire,2025-10-23
Tenterfield,LGA,17400,New South Wales,AGRN 1261 - Tenterfield NSW Bushfire (from 16 December 2025),1261,0,1,0,0,A/B,0,0,Bushfire,2025-12-16
Tenterfield,LGA,17400,New South Wales,AGRN 1287 - Tenterfield Bushfire (30 January - 13 February 2026),1287,0,1,0,0,A/B,0,0,Bushfire,2026-01-30
The Hills,LGA,17420,New South Wales,Sydney and Southern Highlands Storms (5 September 2019 onwards),881,1,1,0,0,A/B,0,0,Storm,2019-09-05
The Hills,LGA,17420,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,1,1,1,1,C/D,1,1,Flood,2021-03-10
The Hills,LGA,17420,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,1,1,1,1,C/D,1,1,Flood,2022-02-22
The Hills,LGA,17420,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,1,1,0,1,C/D,1,1,Flood,2022-06-27
The Hills,LGA,17420,New South Wales,AGRN 1119 - NSW East Coast Flooding (from 1 April 2024 onwards),1119,1,1,0,0,A/B,0,0,Flood,2024-04-01
The Hills,LGA,17420,New South Wales,AGRN 1247 - NSW Severe Weather Event (from 26 November 2025),1247,1,1,0,0,A/B,0,0,Storm,2025-11-26
Tweed,LGA,17550,New South Wales,AGRN 943 - NSW Storms and Floods (10 December 2020 onwards),943,1,1,0,0,A/B,0,0,Storm,2020-12-10
Tweed,LGA,17550,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,1,1,1,1,C/D,1,1,Flood,2021-03-10
Tweed,LGA,17550,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,1,1,1,1,C/D,1,1,Flood,2022-02-22
Tweed,LGA,17550,New South Wales,AGRN 1101 - NSW Storms and Floods (31 December 2023 onwards),1101,1,1,0,0,A/B,0,0,Flood,2023-12-31
Tweed,LGA,17550,New South Wales,AGRN 1198 - Tropical Cyclone Alfred Severe Weather (from 3 March 2025),1198,1,1,1,1,C/D,1,1,Cyclone,2025-03-03
Upper Hunter,LGA,17620,New South Wales,NSW - Upper Hunter Bushfires (23 January 2018 onwards),814,1,1,0,0,A/B,0,0,Bushfire,2018-01-23
Upper Hunter,LGA,17620,New South Wales,NSW - Tamworth Regional and Upper Hunter Bushfires (11 February 2019 onwards),862,1,1,0,0,A/B,0,0,Bushfire,2019-02-11
Upper Hunter,LGA,17620,New South Wales,AGRN 987 - NSW Severe Weather and Flooding from 9 November 2021 onwards,987,1,1,0,1,C/D,0,1,Flood,2021-11-09
Upper Hunter,LGA,17620,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,1,1,1,1,C/D,1,1,Flood,2022-02-22
Upper Hunter,LGA,17620,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,1,1,0,1,C/D,0,1,Flood,2022-09-14
Upper Hunter,LGA,17620,New South Wales,AGRN 1052 - NSW Bushfires (6 March 2023),1052,0,1,0,0,A/B,0,0,Bushfire,2023-03-06
Upper Hunter,LGA,17620,New South Wales,AGRN 1055 - Western and North West NSW Bushfires (17 February 2023),1055,1,1,0,0,A/B,0,0,Bushfire,2023-02-17
Upper Hunter,LGA,17620,New South Wales,AGRN 1091 Hunter NSW Bushfires (22 October - 5 November 2023),1091,0,1,0,0,A/B,0,0,Bushfire,2023-10-22
Upper Hunter,LGA,17620,New South Wales,AGRN 1131 - Upper Hunter NSW Bushfire (10 - 17 August 2023),1131,0,1,0,0,A/B,0,0,Bushfire,2023-08-10
Upper Hunter,LGA,17620,New South Wales,AGRN 1170 - NSW Severe Weather and Storms from 15 January 2025,1170,1,1,0,0,A/B,0,0,Storm,2025-01-15
Upper Hunter,LGA,17620,New South Wales,AGRN 1212- NSW East Coast Severe Weather (from 18 May 2025),1212,1,1,1,1,C/D,0,1,Storm,2025-05-18
Upper Hunter,LGA,17620,New South Wales,AGRN 1216 - NSW Severe Weather Event (from 31 July onwards),1216,1,1,0,0,A/B,0,0,Storm,2025-07-31
Upper Hunter,LGA,17620,New South Wales,AGRN 1228 - Upper Hunter and Muswellbrook NSW Bushfires (from 26 November 2025),1228,1,1,0,0,A/B,0,0,Bushfire,2025-11-26
Upper Lachlan,LGA,17640,New South Wales,NSW - Upper Lachlan (Long Gully) Bushfire (19 January 2018 onwards),806,1,1,0,0,A/B,0,0,Bushfire,2018-01-19
Upper Lachlan,LGA,17640,New South Wales,AGRN 923 - NSW Storms and Floods (5 August 2020 onwards),923,1,1,0,0,A/B,0,0,Flood,2020-08-05
Upper Lachlan,LGA,17640,New South Wales,AGRN 945 - NSW Storms (28 November 2020 onwards),945,1,1,0,0,A/B,0,0,Storm,2020-11-28
Upper Lachlan,LGA,17640,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,1,1,1,1,C/D,0,0,Flood,2021-03-10
Upper Lachlan,LGA,17640,New South Wales,AGRN 987 - NSW Severe Weather and Flooding from 9 November 2021 onwards,987,1,1,0,1,C/D,0,0,Flood,2021-11-09
Upper Lachlan,LGA,17640,New South Wales,AGRN 992 - NSW Storms and Floods (30 July 2021 onwards),992,1,1,0,0,A/B,0,0,Storm,2021-07-30
Upper Lachlan,LGA,17640,New South Wales,AGRN 1001 - NSW - Southern NSW Storm and Floods (5 January 2022 onwards),1001,1,1,0,1,C/D,0,0,Flood,2022-01-05
Upper Lachlan,LGA,17640,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,1,1,0,1,C/D,1,1,Flood,2022-06-27
Upper Lachlan,LGA,17640,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,1,1,0,1,C/D,1,1,Flood,2022-09-14
Upper Lachlan,LGA,17640,New South Wales,AGRN 1056 - Upper Lachlan Bushfires (16 March 2023 onwards),1056,1,1,0,0,A/B,0,0,Bushfire,2023-03-16
Upper Lachlan,LGA,17640,New South Wales,AGRN 1066 - Upper Lachlan and Yass Valley Bushfires (11 February 2023 onwards),1066,0,1,0,0,A/B,0,0,Bushfire,2023-02-11
Upper Lachlan,LGA,17640,New South Wales,AGRN 1119 - NSW East Coast Flooding (from 1 April 2024 onwards),1119,1,1,0,0,A/B,0,0,Flood,2024-04-01
Uralla,LGA,17650,New South Wales,"NSW - Tamworth, Uralla and Gwydir Bushfires (2 January 2018)",789,1,1,0,0,A/B,0,0,Bushfire,2018-01-02
Uralla,LGA,17650,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,1,1,1,1,C/D,0,0,Flood,2021-03-10
Uralla,LGA,17650,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,1,1,0,1,C/D,0,1,Flood,2022-09-14
Uralla,LGA,17650,New South Wales,AGRN 1192 -Tamworth and Uralla NSW Bushfires (27 December 2024 - 9 January 2025),1192,0,1,0,0,A/B,0,0,Bushfire,2024-12-27
Uralla,LGA,17650,New South Wales,AGRN 1216 - NSW Severe Weather Event (from 31 July onwards),1216,1,1,0,0,A/B,0,0,Storm,2025-07-31
Uralla,LGA,17650,New South Wales,AGRN 1247 - NSW Severe Weather Event (from 26 November 2025),1247,1,1,0,0,A/B,0,0,Storm,2025-11-26
Wagga Wagga,LGA,17750,New South Wales,AGRN 1030 - Southern and Central West Flooding (4 August 2022 onwards),1030,1,1,0,1,C/D,0,0,Flood,2022-08-04
Wagga Wagga,LGA,17750,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,1,1,0,1,C/D,1,1,Flood,2022-09-14
Wagga Wagga,LGA,17750,New South Wales,AGRN 1170 - NSW Severe Weather and Storms from 15 January 2025,1170,1,1,0,0,A/B,0,0,Storm,2025-01-15
Walcha,LGA,17850,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,1,1,1,1,C/D,1,1,Flood,2021-03-10
Walcha,LGA,17850,New South Wales,AGRN 987 - NSW Severe Weather and Flooding from 9 November 2021 onwards,987,1,1,0,1,C/D,0,1,Flood,2021-11-09
Walcha,LGA,17850,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,1,1,0,1,C/D,0,1,Flood,2022-09-14
Walcha,LGA,17850,New South Wales,AGRN 1198 - Tropical Cyclone Alfred Severe Weather (from 3 March 2025),1198,1,1,1,1,C/D,0,0,Cyclone,2025-03-03
Walcha,LGA,17850,New South Wales,AGRN 1212- NSW East Coast Severe Weather (from 18 May 2025),1212,1,1,1,1,C/D,0,1,Storm,2025-05-18
Walcha,LGA,17850,New South Wales,AGRN 1216 - NSW Severe Weather Event (from 31 July onwards),1216,1,1,0,0,A/B,0,0,Storm,2025-07-31
Walgett,LGA,17900,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,1,1,1,1,C/D,1,1,Flood,2021-03-10
Walgett,LGA,17900,New South Wales,AGRN 987 - NSW Severe Weather and Flooding from 9 November 2021 onwards,987,1,1,0,1,C/D,0,1,Flood,2021-11-09
Walgett,LGA,17900,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,1,1,0,1,C/D,0,0,Flood,2022-06-27
Walgett,LGA,17900,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,1,1,0,1,C/D,1,1,Flood,2022-09-14
