council_key,prior_year,event_year,target_year,exclusion_reason,target
shoalhaven,2019,2020,2021,eligible,operating_ratio_pct
shoalhaven,2020,2021,2022,eligible,operating_ratio_pct
shoalhaven,2021,2022,2023,eligible,operating_ratio_pct
shoalhaven,2022,2023,2024,missing_target,operating_ratio_pct
shoalhaven,2023,2024,2025,no_exact_target_year,operating_ratio_pct
singleton,2011,2012,2013,no_exact_prior_year,operating_ratio_pct
singleton,2012,2013,2014,eligible,operating_ratio_pct
singleton,2013,2014,2015,eligible,operating_ratio_pct
singleton,2014,2015,2016,eligible,operating_ratio_pct
singleton,2015,2016,2017,eligible,operating_ratio_pct
singleton,2016,2017,2018,eligible,operating_ratio_pct
singleton,2017,2018,2019,eligible,operating_ratio_pct
singleton,2018,2019,2020,eligible,operating_ratio_pct
singleton,2019,2020,2021,eligible,operating_ratio_pct
singleton,2020,2021,2022,eligible,operating_ratio_pct
singleton,2021,2022,2023,eligible,operating_ratio_pct
singleton,2022,2023,2024,missing_target,operating_ratio_pct
singleton,2023,2024,2025,no_exact_target_year,operating_ratio_pct
strathfield,2011,2012,2013,no_exact_prior_year,operating_ratio_pct
strathfield,2012,2013,2014,eligible,operating_ratio_pct
strathfield,2013,2014,2015,eligible,operating_ratio_pct
strathfield,2014,2015,2016,eligible,operating_ratio_pct
strathfield,2015,2016,2017,eligible,operating_ratio_pct
strathfield,2016,2017,2018,eligible,operating_ratio_pct
strathfield,2017,2018,2019,eligible,operating_ratio_pct
strathfield,2018,2019,2020,eligible,operating_ratio_pct
strathfield,2019,2020,2021,eligible,operating_ratio_pct
strathfield,2020,2021,2022,eligible,operating_ratio_pct
strathfield,2021,2022,2023,eligible,operating_ratio_pct
strathfield,2022,2023,2024,missing_target,operating_ratio_pct
strathfield,2023,2024,2025,no_exact_target_year,operating_ratio_pct
sutherland,2011,2012,2013,no_exact_prior_year,operating_ratio_pct
sutherland,2012,2013,2014,eligible,operating_ratio_pct
sutherland,2013,2014,2015,eligible,operating_ratio_pct
sutherland,2014,2015,2016,eligible,operating_ratio_pct
sutherland,2015,2016,2017,eligible,operating_ratio_pct
sutherland,2016,2017,2018,eligible,operating_ratio_pct
sutherland,2017,2018,2019,eligible,operating_ratio_pct
sutherland,2018,2019,2020,eligible,operating_ratio_pct
sutherland,2019,2020,2021,eligible,operating_ratio_pct
sutherland,2020,2021,2022,eligible,operating_ratio_pct
sutherland,2021,2022,2023,eligible,operating_ratio_pct
sutherland,2022,2023,2024,missing_target,operating_ratio_pct
sutherland,2023,2024,2025,no_exact_target_year,operating_ratio_pct
sydney,2011,2012,2013,no_exact_prior_year,operating_ratio_pct
sydney,2012,2013,2014,eligible,operating_ratio_pct
sydney,2013,2014,2015,eligible,operating_ratio_pct
sydney,2014,2015,2016,eligible,operating_ratio_pct
sydney,2015,2016,2017,eligible,operating_ratio_pct
sydney,2016,2017,2018,eligible,operating_ratio_pct
sydney,2017,2018,2019,eligible,operating_ratio_pct
sydney,2018,2019,2020,eligible,operating_ratio_pct
sydney,2019,2020,2021,eligible,operating_ratio_pct
sydney,2020,2021,2022,eligible,operating_ratio_pct
sydney,2021,2022,2023,eligible,operating_ratio_pct
sydney,2022,2023,2024,missing_target,operating_ratio_pct
sydney,2023,2024,2025,no_exact_target_year,operating_ratio_pct
tamworth,2011,2012,2013,no_exact_prior_year,operating_ratio_pct
tamworth,2012,2013,2014,eligible,operating_ratio_pct
tamworth,2013,2014,2015,eligible,operating_ratio_pct
tamworth,2014,2015,2016,eligible,operating_ratio_pct
tamworth,2015,2016,2017,eligible,operating_ratio_pct
tamworth,2016,2017,2018,eligible,operating_ratio_pct
tamworth,2017,2018,2019,eligible,operating_ratio_pct
tamworth,2018,2019,2020,eligible,operating_ratio_pct
tamworth,2019,2020,2021,eligible,operating_ratio_pct
tamworth,2020,2021,2022,eligible,operating_ratio_pct
tamworth,2021,2022,2023,eligible,operating_ratio_pct
tamworth,2022,2023,2024,missing_target,operating_ratio_pct
tamworth,2023,2024,2025,no_exact_target_year,operating_ratio_pct
temora,2011,2012,2013,no_exact_prior_year,operating_ratio_pct
temora,2012,2013,2014,eligible,operating_ratio_pct
temora,2013,2014,2015,eligible,operating_ratio_pct
temora,2014,2015,2016,eligible,operating_ratio_pct
temora,2015,2016,2017,eligible,operating_ratio_pct
temora,2016,2017,2018,eligible,operating_ratio_pct
temora,2017,2018,2019,eligible,operating_ratio_pct
temora,2018,2019,2020,eligible,operating_ratio_pct
temora,2019,2020,2021,eligible,operating_ratio_pct
temora,2020,2021,2022,eligible,operating_ratio_pct
temora,2021,2022,2023,eligible,operating_ratio_pct
temora,2022,2023,2024,missing_target,operating_ratio_pct
temora,2023,2024,2025,no_exact_target_year,operating_ratio_pct
tenterfield,2011,2012,2013,no_exact_prior_year,operating_ratio_pct
tenterfield,2012,2013,2014,eligible,operating_ratio_pct
tenterfield,2013,2014,2015,eligible,operating_ratio_pct
tenterfield,2014,2015,2016,eligible,operating_ratio_pct
tenterfield,2015,2016,2017,eligible,operating_ratio_pct
tenterfield,2016,2017,2018,eligible,operating_ratio_pct
tenterfield,2017,2018,2019,eligible,operating_ratio_pct
tenterfield,2018,2019,2020,eligible,operating_ratio_pct
tenterfield,2019,2020,2021,eligible,operating_ratio_pct
tenterfield,2020,2021,2022,eligible,operating_ratio_pct
tenterfield,2021,2022,2023,eligible,operating_ratio_pct
tenterfield,2022,2023,2024,missing_target,operating_ratio_pct
tenterfield,2023,2024,2025,no_exact_target_year,operating_ratio_pct
tweed,2011,2012,2013,no_exact_prior_year,operating_ratio_pct
tweed,2012,2013,2014,eligible,operating_ratio_pct
tweed,2013,2014,2015,eligible,operating_ratio_pct
tweed,2014,2015,2016,eligible,operating_ratio_pct
tweed,2015,2016,2017,eligible,operating_ratio_pct
tweed,2016,2017,2018,eligible,operating_ratio_pct
tweed,2017,2018,2019,eligible,operating_ratio_pct
tweed,2018,2019,2020,eligible,operating_ratio_pct
tweed,2019,2020,2021,eligible,operating_ratio_pct
tweed,2020,2021,2022,eligible,operating_ratio_pct
tweed,2021,2022,2023,eligible,operating_ratio_pct
tweed,2022,2023,2024,missing_target,operating_ratio_pct
tweed,2023,2024,2025,no_exact_target_year,operating_ratio_pct
upperhunter,2011,2012,2013,no_exact_prior_year,operating_ratio_pct
upperhunter,2012,2013,2014,eligible,operating_ratio_pct
upperhunter,2013,2014,2015,eligible,operating_ratio_pct
upperhunter,2014,2015,2016,eligible,operating_ratio_pct
upperhunter,2015,2016,2017,eligible,operating_ratio_pct
upperhunter,2016,2017,2018,eligible,operating_ratio_pct
upperhunter,2017,2018,2019,eligible,operating_ratio_pct
upperhunter,2018,2019,2020,eligible,operating_ratio_pct
upperhunter,2019,2020,2021,eligible,operating_ratio_pct
upperhunter,2020,2021,2022,eligible,operating_ratio_pct
upperhunter,2021,2022,2023,eligible,operating_ratio_pct
upperhunter,2022,2023,2024,missing_target,operating_ratio_pct
upperhunter,2023,2024,2025,no_exact_target_year,operating_ratio_pct
upperlachlan,2011,2012,2013,no_exact_prior_year,operating_ratio_pct
upperlachlan,2012,2013,2014,eligible,operating_ratio_pct
upperlachlan,2013,2014,2015,eligible,operating_ratio_pct
upperlachlan,2014,2015,2016,eligible,operating_ratio_pct
upperlachlan,2015,2016,2017,eligible,operating_ratio_pct
upperlachlan,2016,2017,2018,eligible,operating_ratio_pct
upperlachlan,2017,2018,2019,eligible,operating_ratio_pct
upperlachlan,2018,2019,2020,eligible,operating_ratio_pct
upperlachlan,2019,2020,2021,eligible,operating_ratio_pct
upperlachlan,2020,2021,2022,eligible,operating_ratio_pct
upperlachlan,2021,2022,2023,eligible,operating_ratio_pct
upperlachlan,2022,2023,2024,missing_target,operating_ratio_pct
upperlachlan,2023,2024,2025,no_exact_target_year,operating_ratio_pct
uralla,2011,2012,2013,no_exact_prior_year,operating_ratio_pct
uralla,2012,2013,2014,eligible,operating_ratio_pct
uralla,2013,2014,2015,eligible,operating_ratio_pct
uralla,2014,2015,2016,eligible,operating_ratio_pct
uralla,2015,2016,2017,eligible,operating_ratio_pct
uralla,2016,2017,2018,eligible,operating_ratio_pct
uralla,2017,2018,2019,eligible,operating_ratio_pct
uralla,2018,2019,2020,eligible,operating_ratio_pct
uralla,2019,2020,2021,eligible,operating_ratio_pct
uralla,2020,2021,2022,eligible,operating_ratio_pct
uralla,2021,2022,2023,eligible,operating_ratio_pct
uralla,2022,2023,2024,missing_target,operating_ratio_pct
uralla,2023,2024,2025,no_exact_target_year,operating_ratio_pct
waggawagga,2011,2012,2013,no_exact_prior_year,operating_ratio_pct
waggawagga,2012,2013,2014,eligible,operating_ratio_pct
waggawagga,2013,2014,2015,eligible,operating_ratio_pct
waggawagga,2014,2015,2016,eligible,operating_ratio_pct
waggawagga,2015,2016,2017,eligible,operating_ratio_pct
waggawagga,2016,2017,2018,eligible,operating_ratio_pct
waggawagga,2017,2018,2019,eligible,operating_ratio_pct
waggawagga,2018,2019,2020,eligible,operating_ratio_pct
waggawagga,2019,2020,2021,eligible,operating_ratio_pct
waggawagga,2020,2021,2022,eligible,operating_ratio_pct
waggawagga,2021,2022,2023,eligible,operating_ratio_pct
waggawagga,2022,2023,2024,missing_target,operating_ratio_pct
waggawagga,2023,2024,2025,no_exact_target_year,operating_ratio_pct
walcha,2011,2012,2013,no_exact_prior_year,operating_ratio_pct
walcha,2012,2013,2014,eligible,operating_ratio_pct
walcha,2013,2014,2015,eligible,operating_ratio_pct
walcha,2014,2015,2016,eligible,operating_ratio_pct
walcha,2015,2016,2017,eligible,operating_ratio_pct
walcha,2016,2017,2018,eligible,operating_ratio_pct
walcha,2017,2018,2019,eligible,operating_ratio_pct
walcha,2018,2019,2020,eligible,operating_ratio_pct
walcha,2019,2020,2021,eligible,operating_ratio_pct
walcha,2020,2021,2022,eligible,operating_ratio_pct
walcha,2021,2022,2023,eligible,operating_ratio_pct
walcha,2022,2023,2024,missing_target,operating_ratio_pct
walcha,2023,2024,2025,no_exact_target_year,operating_ratio_pct
walgett,2011,2012,2013,no_exact_prior_year,operating_ratio_pct
walgett,2012,2013,2014,eligible,operating_ratio_pct
walgett,2013,2014,2015,eligible,operating_ratio_pct
walgett,2014,2015,2016,eligible,operating_ratio_pct
walgett,2015,2016,2017,eligible,operating_ratio_pct
walgett,2016,2017,2018,eligible,operating_ratio_pct
walgett,2017,2018,2019,eligible,operating_ratio_pct
walgett,2018,2019,2020,eligible,operating_ratio_pct
walgett,2019,2020,2021,eligible,operating_ratio_pct
walgett,2020,2021,2022,eligible,operating_ratio_pct
walgett,2021,2022,2023,eligible,operating_ratio_pct
walgett,2022,2023,2024,missing_target,operating_ratio_pct
walgett,2023,2024,2025,no_exact_target_year,operating_ratio_pct
warren,2011,2012,2013,no_exact_prior_year,operating_ratio_pct
warren,2012,2013,2014,eligible,operating_ratio_pct
warren,2013,2014,2015,eligible,operating_ratio_pct
warren,2014,2015,2016,eligible,operating_ratio_pct
warren,2015,2016,2017,eligible,operating_ratio_pct
warren,2016,2017,2018,eligible,operating_ratio_pct
warren,2017,2018,2019,eligible,operating_ratio_pct
warren,2018,2019,2020,eligible,operating_ratio_pct
warren,2019,2020,2021,eligible,operating_ratio_pct
warren,2020,2021,2022,eligible,operating_ratio_pct
warren,2021,2022,2023,eligible,operating_ratio_pct
warren,2022,2023,2024,missing_target,operating_ratio_pct
warren,2023,2024,2025,no_exact_target_year,operating_ratio_pct
warrumbungle,2011,2012,2013,no_exact_prior_year,operating_ratio_pct
warrumbungle,2012,2013,2014,eligible,operating_ratio_pct
warrumbungle,2013,2014,2015,eligible,operating_ratio_pct
warrumbungle,2014,2015,2016,eligible,operating_ratio_pct
warrumbungle,2015,2016,2017,eligible,operating_ratio_pct
warrumbungle,2016,2017,2018,eligible,operating_ratio_pct
warrumbungle,2017,2018,2019,eligible,operating_ratio_pct
warrumbungle,2018,2019,2020,eligible,operating_ratio_pct
warrumbungle,2019,2020,2021,eligible,operating_ratio_pct
warrumbungle,2020,2021,2022,eligible,operating_ratio_pct
warrumbungle,2021,2022,2023,eligible,operating_ratio_pct
warrumbungle,2022,2023,2024,missing_target,operating_ratio_pct
warrumbungle,2023,2024,2025,no_exact_target_year,operating_ratio_pct
waverley,2011,2012,2013,no_exact_prior_year,operating_ratio_pct
waverley,2012,2013,2014,eligible,operating_ratio_pct
waverley,2013,2014,2015,eligible,operating_ratio_pct
waverley,2014,2015,2016,eligible,operating_ratio_pct
waverley,2015,2016,2017,eligible,operating_ratio_pct
waverley,2016,2017,2018,eligible,operating_ratio_pct
waverley,2017,2018,2019,eligible,operating_ratio_pct
waverley,2018,2019,2020,eligible,operating_ratio_pct
waverley,2019,2020,2021,eligible,operating_ratio_pct
waverley,2020,2021,2022,eligible,operating_ratio_pct
waverley,2021,2022,2023,eligible,operating_ratio_pct
waverley,2022,2023,2024,missing_target,operating_ratio_pct
waverley,2023,2024,2025,no_exact_target_year,operating_ratio_pct
weddin,2011,2012,2013,no_exact_prior_year,operating_ratio_pct
weddin,2012,2013,2014,eligible,operating_ratio_pct
weddin,2013,2014,2015,eligible,operating_ratio_pct
weddin,2014,2015,2016,eligible,operating_ratio_pct
weddin,2015,2016,2017,eligible,operating_ratio_pct
weddin,2016,2017,2018,eligible,operating_ratio_pct
weddin,2017,2018,2019,eligible,operating_ratio_pct
weddin,2018,2019,2020,eligible,operating_ratio_pct
weddin,2019,2020,2021,eligible,operating_ratio_pct
weddin,2020,2021,2022,eligible,operating_ratio_pct
weddin,2021,2022,2023,eligible,operating_ratio_pct
weddin,2022,2023,2024,missing_target,operating_ratio_pct
weddin,2023,2024,2025,no_exact_target_year,operating_ratio_pct
wentworth,2011,2012,2013,no_exact_prior_year,operating_ratio_pct
wentworth,2012,2013,2014,eligible,operating_ratio_pct
wentworth,2013,2014,2015,eligible,operating_ratio_pct
wentworth,2014,2015,2016,eligible,operating_ratio_pct
wentworth,2015,2016,2017,eligible,operating_ratio_pct
wentworth,2016,2017,2018,eligible,operating_ratio_pct
wentworth,2017,2018,2019,eligible,operating_ratio_pct
wentworth,2018,2019,2020,eligible,operating_ratio_pct
wentworth,2019,2020,2021,eligible,operating_ratio_pct
wentworth,2020,2021,2022,eligible,operating_ratio_pct
wentworth,2021,2022,2023,eligible,operating_ratio_pct
wentworth,2022,2023,2024,missing_target,operating_ratio_pct
wentworth,2023,2024,2025,no_exact_target_year,operating_ratio_pct
willoughby,2011,2012,2013,no_exact_prior_year,operating_ratio_pct
willoughby,2012,2013,2014,eligible,operating_ratio_pct
willoughby,2013,2014,2015,eligible,operating_ratio_pct
willoughby,2014,2015,2016,eligible,operating_ratio_pct
willoughby,2015,2016,2017,eligible,operating_ratio_pct
willoughby,2016,2017,2018,eligible,operating_ratio_pct
willoughby,2017,2018,2019,eligible,operating_ratio_pct
willoughby,2018,2019,2020,eligible,operating_ratio_pct
willoughby,2019,2020,2021,eligible,operating_ratio_pct
willoughby,2020,2021,2022,eligible,operating_ratio_pct
willoughby,2021,2022,2023,eligible,operating_ratio_pct
willoughby,2022,2023,2024,missing_target,operating_ratio_pct
willoughby,2023,2024,2025,no_exact_target_year,operating_ratio_pct
wingecarribee,2011,2012,2013,no_exact_prior_year,operating_ratio_pct
wingecarribee,2012,2013,2014,eligible,operating_ratio_pct
wingecarribee,2013,2014,2015,eligible,operating_ratio_pct
wingecarribee,2014,2015,2016,eligible,operating_ratio_pct
wingecarribee,2015,2016,2017,eligible,operating_ratio_pct
wingecarribee,2016,2017,2018,eligible,operating_ratio_pct
wingecarribee,2017,2018,2019,eligible,operating_ratio_pct
wingecarribee,2018,2019,2020,eligible,operating_ratio_pct
wingecarribee,2019,2020,2021,eligible,operating_ratio_pct
wingecarribee,2020,2021,2022,eligible,operating_ratio_pct
wingecarribee,2021,2022,2023,eligible,operating_ratio_pct
wingecarribee,2022,2023,2024,missing_target,operating_ratio_pct
wingecarribee,2023,2024,2025,no_exact_target_year,operating_ratio_pct
wollondilly,2011,2012,2013,no_exact_prior_year,operating_ratio_pct
wollondilly,2012,2013,2014,eligible,operating_ratio_pct
wollondilly,2013,2014,2015,eligible,operating_ratio_pct
wollondilly,2014,2015,2016,eligible,operating_ratio_pct
wollondilly,2015,2016,2017,eligible,operating_ratio_pct
wollondilly,2016,2017,2018,eligible,operating_ratio_pct
wollondilly,2017,2018,2019,eligible,operating_ratio_pct
wollondilly,2018,2019,2020,eligible,operating_ratio_pct
wollondilly,2019,2020,2021,eligible,operating_ratio_pct
wollondilly,2020,2021,2022,eligible,operating_ratio_pct
wollondilly,2021,2022,2023,eligible,operating_ratio_pct
wollondilly,2022,2023,2024,missing_target,operating_ratio_pct
wollondilly,2023,2024,2025,no_exact_target_year,operating_ratio_pct
wollongong,2011,2012,2013,no_exact_prior_year,operating_ratio_pct
wollongong,2012,2013,2014,eligible,operating_ratio_pct
wollongong,2013,2014,2015,eligible,operating_ratio_pct
wollongong,2014,2015,2016,eligible,operating_ratio_pct
wollongong,2015,2016,2017,eligible,operating_ratio_pct
wollongong,2016,2017,2018,eligible,operating_ratio_pct
wollongong,2017,2018,2019,eligible,operating_ratio_pct
wollongong,2018,2019,2020,eligible,operating_ratio_pct
wollongong,2019,2020,2021,eligible,operating_ratio_pct
wollongong,2020,2021,2022,eligible,operating_ratio_pct
wollongong,2021,2022,2023,eligible,operating_ratio_pct
wollongong,2022,2023,2024,missing_target,operating_ratio_pct
wollongong,2023,2024,2025,no_exact_target_year,operating_ratio_pct
woollahra,2011,2012,2013,no_exact_prior_year,operating_ratio_pct
woollahra,2012,2013,2014,eligible,operating_ratio_pct
woollahra,2013,2014,2015,eligible,operating_ratio_pct
woollahra,2014,2015,2016,eligible,operating_ratio_pct
woollahra,2015,2016,2017,eligible,operating_ratio_pct
woollahra,2016,2017,2018,eligible,operating_ratio_pct
woollahra,2017,2018,2019,eligible,operating_ratio_pct
woollahra,2018,2019,2020,eligible,operating_ratio_pct
woollahra,2019,2020,2021,eligible,operating_ratio_pct
woollahra,2020,2021,2022,eligible,operating_ratio_pct
woollahra,2021,2022,2023,eligible,operating_ratio_pct
woollahra,2022,2023,2024,missing_target,operating_ratio_pct
woollahra,2023,2024,2025,no_exact_target_year,operating_ratio_pct
yassvalley,2011,2012,2013,no_exact_prior_year,operating_ratio_pct
yassvalley,2012,2013,2014,eligible,operating_ratio_pct
yassvalley,2013,2014,2015,eligible,operating_ratio_pct
yassvalley,2014,2015,2016,eligible,operating_ratio_pct
yassvalley,2015,2016,2017,eligible,operating_ratio_pct
yassvalley,2016,2017,2018,eligible,operating_ratio_pct
yassvalley,2017,2018,2019,eligible,operating_ratio_pct
yassvalley,2018,2019,2020,eligible,operating_ratio_pct
yassvalley,2019,2020,2021,eligible,operating_ratio_pct
yassvalley,2020,2021,2022,eligible,operating_ratio_pct
yassvalley,2021,2022,2023,eligible,operating_ratio_pct
yassvalley,2022,2023,2024,missing_target,operating_ratio_pct
yassvalley,2023,2024,2025,no_exact_target_year,operating_ratio_pct
albury,2011,2012,2013,no_exact_prior_year,cash_cover_months
albury,2012,2013,2014,cash_definition_not_comparable,cash_cover_months
albury,2013,2014,2015,eligible,cash_cover_months
albury,2014,2015,2016,eligible,cash_cover_months
albury,2015,2016,2017,eligible,cash_cover_months
albury,2016,2017,2018,eligible,cash_cover_months
albury,2017,2018,2019,eligible,cash_cover_months
albury,2018,2019,2020,eligible,cash_cover_months
albury,2019,2020,2021,eligible,cash_cover_months
albury,2020,2021,2022,eligible,cash_cover_months
albury,2021,2022,2023,eligible,cash_cover_months
albury,2022,2023,2024,missing_target,cash_cover_months
albury,2023,2024,2025,no_exact_target_year,cash_cover_months
ballina,2011,2012,2013,no_exact_prior_year,cash_cover_months
ballina,2012,2013,2014,cash_definition_not_comparable,cash_cover_months
ballina,2013,2014,2015,eligible,cash_cover_months
ballina,2014,2015,2016,eligible,cash_cover_months
ballina,2015,2016,2017,eligible,cash_cover_months
ballina,2016,2017,2018,eligible,cash_cover_months
ballina,2017,2018,2019,eligible,cash_cover_months
ballina,2018,2019,2020,eligible,cash_cover_months
ballina,2019,2020,2021,eligible,cash_cover_months
ballina,2020,2021,2022,eligible,cash_cover_months
ballina,2021,2022,2023,eligible,cash_cover_months
ballina,2022,2023,2024,missing_target,cash_cover_months
ballina,2023,2024,2025,no_exact_target_year,cash_cover_months
balranald,2011,2012,2013,no_exact_prior_year,cash_cover_months
balranald,2012,2013,2014,cash_definition_not_comparable,cash_cover_months
balranald,2013,2014,2015,eligible,cash_cover_months
balranald,2014,2015,2016,eligible,cash_cover_months
balranald,2015,2016,2017,eligible,cash_cover_months
balranald,2016,2017,2018,eligible,cash_cover_months
balranald,2017,2018,2019,eligible,cash_cover_months
balranald,2018,2019,2020,eligible,cash_cover_months
balranald,2019,2020,2021,eligible,cash_cover_months
balranald,2020,2021,2022,eligible,cash_cover_months
balranald,2021,2022,2023,eligible,cash_cover_months
balranald,2022,2023,2024,missing_target,cash_cover_months
balranald,2023,2024,2025,no_exact_target_year,cash_cover_months
bathurst,2011,2012,2013,no_exact_prior_year,cash_cover_months
bathurst,2012,2013,2014,cash_definition_not_comparable,cash_cover_months
bathurst,2013,2014,2015,eligible,cash_cover_months
bathurst,2014,2015,2016,eligible,cash_cover_months
bathurst,2015,2016,2017,eligible,cash_cover_months
bathurst,2016,2017,2018,eligible,cash_cover_months
bathurst,2017,2018,2019,eligible,cash_cover_months
bathurst,2018,2019,2020,eligible,cash_cover_months
bathurst,2019,2020,2021,eligible,cash_cover_months
bathurst,2020,2021,2022,eligible,cash_cover_months
bathurst,2021,2022,2023,eligible,cash_cover_months
bathurst,2022,2023,2024,missing_target,cash_cover_months
bathurst,2023,2024,2025,no_exact_target_year,cash_cover_months
begavalley,2011,2012,2013,no_exact_prior_year,cash_cover_months
begavalley,2012,2013,2014,cash_definition_not_comparable,cash_cover_months
begavalley,2013,2014,2015,eligible,cash_cover_months
begavalley,2014,2015,2016,eligible,cash_cover_months
begavalley,2015,2016,2017,eligible,cash_cover_months
begavalley,2016,2017,2018,eligible,cash_cover_months
begavalley,2017,2018,2019,eligible,cash_cover_months
begavalley,2018,2019,2020,eligible,cash_cover_months
begavalley,2019,2020,2021,eligible,cash_cover_months
begavalley,2020,2021,2022,eligible,cash_cover_months
begavalley,2021,2022,2023,eligible,cash_cover_months
begavalley,2022,2023,2024,missing_target,cash_cover_months
begavalley,2023,2024,2025,no_exact_target_year,cash_cover_months
bellingen,2011,2012,2013,no_exact_prior_year,cash_cover_months
bellingen,2012,2013,2014,cash_definition_not_comparable,cash_cover_months
bellingen,2013,2014,2015,eligible,cash_cover_months
bellingen,2014,2015,2016,eligible,cash_cover_months
bellingen,2015,2016,2017,eligible,cash_cover_months
bellingen,2016,2017,2018,eligible,cash_cover_months
bellingen,2017,2018,2019,eligible,cash_cover_months
bellingen,2018,2019,2020,eligible,cash_cover_months
bellingen,2019,2020,2021,eligible,cash_cover_months
bellingen,2020,2021,2022,eligible,cash_cover_months
bellingen,2021,2022,2023,eligible,cash_cover_months
bellingen,2022,2023,2024,missing_target,cash_cover_months
bellingen,2023,2024,2025,no_exact_target_year,cash_cover_months
berrigan,2011,2012,2013,no_exact_prior_year,cash_cover_months
berrigan,2012,2013,2014,cash_definition_not_comparable,cash_cover_months
berrigan,2013,2014,2015,eligible,cash_cover_months
berrigan,2014,2015,2016,eligible,cash_cover_months
berrigan,2015,2016,2017,eligible,cash_cover_months
berrigan,2016,2017,2018,eligible,cash_cover_months
berrigan,2017,2018,2019,eligible,cash_cover_months
berrigan,2018,2019,2020,eligible,cash_cover_months
berrigan,2019,2020,2021,eligible,cash_cover_months
berrigan,2020,2021,2022,eligible,cash_cover_months
berrigan,2021,2022,2023,eligible,cash_cover_months
berrigan,2022,2023,2024,missing_target,cash_cover_months
berrigan,2023,2024,2025,no_exact_target_year,cash_cover_months
blacktown,2011,2012,2013,no_exact_prior_year,cash_cover_months
blacktown,2012,2013,2014,cash_definition_not_comparable,cash_cover_months
blacktown,2013,2014,2015,eligible,cash_cover_months
blacktown,2014,2015,2016,eligible,cash_cover_months
blacktown,2015,2016,2017,eligible,cash_cover_months
blacktown,2016,2017,2018,eligible,cash_cover_months
blacktown,2017,2018,2019,eligible,cash_cover_months
blacktown,2018,2019,2020,eligible,cash_cover_months
blacktown,2019,2020,2021,eligible,cash_cover_months
blacktown,2020,2021,2022,eligible,cash_cover_months
blacktown,2021,2022,2023,eligible,cash_cover_months
blacktown,2022,2023,2024,missing_target,cash_cover_months
blacktown,2023,2024,2025,no_exact_target_year,cash_cover_months
bland,2011,2012,2013,no_exact_prior_year,cash_cover_months
bland,2012,2013,2014,cash_definition_not_comparable,cash_cover_months
bland,2013,2014,2015,eligible,cash_cover_months
bland,2014,2015,2016,eligible,cash_cover_months
bland,2015,2016,2017,eligible,cash_cover_months
bland,2016,2017,2018,eligible,cash_cover_months
bland,2017,2018,2019,eligible,cash_cover_months
bland,2018,2019,2020,eligible,cash_cover_months
bland,2019,2020,2021,eligible,cash_cover_months
bland,2020,2021,2022,eligible,cash_cover_months
bland,2021,2022,2023,eligible,cash_cover_months
bland,2022,2023,2024,missing_target,cash_cover_months
bland,2023,2024,2025,no_exact_target_year,cash_cover_months
blayney,2011,2012,2013,no_exact_prior_year,cash_cover_months
blayney,2012,2013,2014,cash_definition_not_comparable,cash_cover_months
blayney,2013,2014,2015,eligible,cash_cover_months
blayney,2014,2015,2016,eligible,cash_cover_months
blayney,2015,2016,2017,eligible,cash_cover_months
blayney,2016,2017,2018,eligible,cash_cover_months
blayney,2017,2018,2019,eligible,cash_cover_months
blayney,2018,2019,2020,eligible,cash_cover_months
blayney,2019,2020,2021,eligible,cash_cover_months
blayney,2020,2021,2022,eligible,cash_cover_months
blayney,2021,2022,2023,eligible,cash_cover_months
blayney,2022,2023,2024,missing_target,cash_cover_months
blayney,2023,2024,2025,no_exact_target_year,cash_cover_months
bluemountains,2011,2012,2013,no_exact_prior_year,cash_cover_months
bluemountains,2012,2013,2014,cash_definition_not_comparable,cash_cover_months
bluemountains,2013,2014,2015,eligible,cash_cover_months
bluemountains,2014,2015,2016,eligible,cash_cover_months
bluemountains,2015,2016,2017,eligible,cash_cover_months
bluemountains,2016,2017,2018,eligible,cash_cover_months
bluemountains,2017,2018,2019,eligible,cash_cover_months
bluemountains,2018,2019,2020,eligible,cash_cover_months
bluemountains,2019,2020,2021,eligible,cash_cover_months
bluemountains,2020,2021,2022,eligible,cash_cover_months
bluemountains,2021,2022,2023,eligible,cash_cover_months
bluemountains,2022,2023,2024,missing_target,cash_cover_months
bluemountains,2023,2024,2025,no_exact_target_year,cash_cover_months
bogan,2011,2012,2013,no_exact_prior_year,cash_cover_months
bogan,2012,2013,2014,cash_definition_not_comparable,cash_cover_months
bogan,2013,2014,2015,eligible,cash_cover_months
bogan,2014,2015,2016,eligible,cash_cover_months
bogan,2015,2016,2017,eligible,cash_cover_months
bogan,2016,2017,2018,eligible,cash_cover_months
bogan,2017,2018,2019,eligible,cash_cover_months
bogan,2018,2019,2020,eligible,cash_cover_months
bogan,2019,2020,2021,eligible,cash_cover_months
bogan,2020,2021,2022,eligible,cash_cover_months
bogan,2021,2022,2023,eligible,cash_cover_months
bogan,2022,2023,2024,missing_target,cash_cover_months
bogan,2023,2024,2025,no_exact_target_year,cash_cover_months
bourke,2011,2012,2013,no_exact_prior_year,cash_cover_months
bourke,2012,2013,2014,cash_definition_not_comparable,cash_cover_months
bourke,2013,2014,2015,eligible,cash_cover_months
bourke,2014,2015,2016,eligible,cash_cover_months
bourke,2015,2016,2017,eligible,cash_cover_months
bourke,2016,2017,2018,eligible,cash_cover_months
bourke,2017,2018,2019,eligible,cash_cover_months
bourke,2018,2019,2020,eligible,cash_cover_months
