council_key,council_name,event_year,fesm_burned_ha__event,bushfire_declared__event,flood_declared__event,fesm_status__event,fesm_min_fire_size_ha_exclusive__event,fesm_sensor__event,bushfire_declaration_status__event,flood_declaration_status__event,year_start__prior,operating_ratio_pct__prior,cash_cover_months__prior,current_ratio__prior,own_source_pct__prior,debt_service_cover__prior,maintenance_ratio_pct__prior,population__prior,road_km__prior,reporting_months__prior,cash_definition_status__prior,maintenance_conflict__prior,operating_definition_regime__prior,year_start__future,operating_ratio_pct__future,cash_cover_months__future,maintenance_ratio_pct__future,reporting_months__future,maintenance_conflict__future,operating_definition_regime__future,prior_year,target_year
cessnock,Cessnock,2023,3051.54,1.0,0.0,mapped_burn_positive,10.0,Sentinel 2 (original mapping scope varies by year),listed_event_onset,no_listed_event_onset_not_physical_zero,2022.0,-18.55,10.4903,2.9791,51.27,-0.2088,117.02218953046464,65878.0,1109.48,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2024.0,,,82.58334143259792,12.0,False,Six fiscal ratios not collected by OLG,2022,2024
cessnock,Cessnock,2024,,0.0,1.0,unknown_source_not_acquired,,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,listed_event_onset,2023.0,-5.94,12.1085,2.0275,40.21,11.8249,123.02277962631176,69352.0,1095.4606,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,,,,,,,,2023,2025
clarencevalley,Clarence Valley,2012,2217.044787302179,1.0,1.0,observed_positive_mapped_burn_within_source_scope,100.0,Landsat,observed_positive_in_complete_published_list,observed_positive_in_complete_published_list,,,,,,,,,,,,,,2013.0,-14.46,9.4326,90.1251233061627,12.0,False,Early OLG/TCorp definitions; revaluation exclusions described,2011,2013
clarencevalley,Clarence Valley,2013,50510.23336258828,1.0,,observed_positive_mapped_burn_within_source_scope,100.0,Landsat,observed_positive_partial_inventory_count_lower_bound,unknown_incomplete_inventory_no_positive_record,2012.0,-31.01,,3.809,60.150000000000006,1.5802,54.78539713862852,51346.0,,12.0,Earlier measure excludes term deposits and uses different expense denominator; not converted,False,Early OLG/TCorp definitions; revaluation exclusions described,2014.0,-7.27,10.3424,75.77147224610681,12.0,False,Pre-AASB15/1058,2012,2014
clarencevalley,Clarence Valley,2014,16726.154995915756,1.0,1.0,observed_positive_mapped_burn_within_source_scope,100.0,Landsat,observed_positive_partial_inventory_count_lower_bound,observed_positive_partial_inventory_count_lower_bound,2013.0,-14.46,9.4326,4.0349,67.33,1.7736,90.1251233061627,51043.0,,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Early OLG/TCorp definitions; revaluation exclusions described,2015.0,-4.67,10.35,64.89141876876292,12.0,False,Pre-AASB15/1058,2013,2015
clarencevalley,Clarence Valley,2015,4292.921917255935,,,observed_positive_mapped_burn_within_source_scope,100.0,Landsat,unknown_incomplete_inventory_no_positive_record,unknown_incomplete_inventory_no_positive_record,2014.0,-7.27,10.3424,4.4069,67.33,2.5429,75.77147224610681,51003.0,,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2016.0,-3.78,11.9708,68.97735633123519,12.0,False,Pre-AASB15/1058,2014,2016
clarencevalley,Clarence Valley,2016,37824.94727954019,,1.0,observed_positive_mapped_burn_within_source_scope,100.0,Landsat 8,unknown_incomplete_inventory_no_positive_record,observed_positive_partial_inventory_count_lower_bound,2015.0,-4.67,10.35,5.23,67.95,2.59,64.89141876876292,51040.0,,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2017.0,-5.97,13.22,74.49250616581294,12.0,False,Pre-AASB15/1058,2015,2017
clarencevalley,Clarence Valley,2017,16391.04,0.0,0.0,mapped_burn_positive,100.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,2016.0,-3.78,11.9708,4.3933,69.19,3.1688,68.97735633123519,51367.0,2448.5700000000006,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2018.0,-1.14,13.9,95.94443313657644,12.0,False,Pre-AASB15/1058,2016,2018
clarencevalley,Clarence Valley,2018,52849.92,1.0,1.0,mapped_burn_positive,100.0,Sentinel 2 (original mapping scope varies by year),listed_event_onset,listed_event_onset,2017.0,-5.97,13.22,4.29,67.32,2.89,74.49250616581294,51570.0,2446.3300000000004,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2019.0,-1.43,13.98,105.41929574598004,12.0,False,AASB15/1058 and lease regime,2017,2019
clarencevalley,Clarence Valley,2019,438159.67,1.0,1.0,mapped_burn_positive,10.0,Sentinel 2 (original mapping scope varies by year),listed_event_onset,listed_event_onset,2018.0,-1.14,13.9,4.42,72.32,3.37,95.94443313657644,51647.0,2446.33,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2020.0,-3.88,13.36,103.24480727498192,12.0,False,AASB15/1058 and lease regime,2018,2020
clarencevalley,Clarence Valley,2020,1857.72,0.0,1.0,mapped_burn_positive,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,listed_event_onset,2019.0,-1.43,13.98,3.23,65.45,3.33,105.41929574598004,51662.0,2451.1499999999996,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2021.0,0.15,16.5571,62.30569061151818,12.0,False,AASB15/1058 and lease regime,2019,2021
clarencevalley,Clarence Valley,2021,1897.8,0.0,1.0,mapped_burn_positive,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,listed_event_onset,2020.0,-3.88,13.36,3.98,64.59,3.12,103.24480727498192,51730.0,2451.13,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2022.0,-5.64,13.7217,72.24962537462538,12.0,False,AASB15/1058 and lease regime,2020,2022
clarencevalley,Clarence Valley,2022,1423.97,0.0,0.0,mapped_burn_positive,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,2021.0,0.15,16.5571,4.979,58.81,3.7969,62.30569061151818,54180.0,2541.13,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2023.0,-12.13,20.0571,65.72170395193672,12.0,False,AASB15/1058 and lease regime,2021,2023
clarencevalley,Clarence Valley,2023,57612.63,1.0,1.0,mapped_burn_positive,10.0,Sentinel 2 (original mapping scope varies by year),listed_event_onset,listed_event_onset,2022.0,-5.64,13.7217,3.632,53.9,3.4443,72.24962537462538,54662.0,2456.96,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2024.0,,,67.69796998102248,12.0,False,Six fiscal ratios not collected by OLG,2022,2024
clarencevalley,Clarence Valley,2024,,0.0,1.0,unknown_source_not_acquired,,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,listed_event_onset,2023.0,-12.13,20.0571,3.4794,55.58,3.3916,65.72170395193672,56037.0,2836.0,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,,,,,,,,2023,2025
coffsharbour,Coffs Harbour,2012,0.0,0.0,1.0,verified_zero_mapped_burn_within_source_scope,100.0,Landsat,no_listed_event_in_complete_published_list_not_physical_zero,observed_positive_in_complete_published_list,,,,,,,,,,,,,,2013.0,-16.46,9.2042,90.44431395576434,12.0,False,Early OLG/TCorp definitions; revaluation exclusions described,2011,2013
coffsharbour,Coffs Harbour,2013,500.05241493127335,1.0,,observed_positive_mapped_burn_within_source_scope,100.0,Landsat,observed_positive_partial_inventory_count_lower_bound,unknown_incomplete_inventory_no_positive_record,2012.0,-17.24,,1.35,67.88,1.2,91.67629450687951,70990.0,,12.0,Earlier measure excludes term deposits and uses different expense denominator; not converted,False,Early OLG/TCorp definitions; revaluation exclusions described,2014.0,-6.23,9.2726,93.68997700527528,12.0,False,Pre-AASB15/1058,2012,2014
coffsharbour,Coffs Harbour,2014,0.0,1.0,,verified_zero_mapped_burn_within_source_scope,100.0,Landsat,observed_positive_partial_inventory_count_lower_bound,unknown_incomplete_inventory_no_positive_record,2013.0,-16.46,9.2042,1.9464,83.6,1.1142,90.44431395576434,71798.0,,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Early OLG/TCorp definitions; revaluation exclusions described,2015.0,-0.73,8.17,101.59382305022314,12.0,False,Pre-AASB15/1058,2013,2015
coffsharbour,Coffs Harbour,2015,0.0,,1.0,verified_zero_mapped_burn_within_source_scope,100.0,Landsat,unknown_incomplete_inventory_no_positive_record,observed_positive_partial_inventory_count_lower_bound,2014.0,-6.23,9.2726,3.7083,76.1,1.4927,93.68997700527528,72382.0,,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2016.0,18.74,9.1011,100.50236406619383,12.0,False,Pre-AASB15/1058,2014,2016
coffsharbour,Coffs Harbour,2016,2826.143948224156,,,observed_positive_mapped_burn_within_source_scope,100.0,Landsat 8,unknown_incomplete_inventory_no_positive_record,unknown_incomplete_inventory_no_positive_record,2015.0,-0.73,8.17,4.1,58.73,1.79,101.59382305022314,72971.0,,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2017.0,3.23,10.2,100.28512182477968,12.0,False,Pre-AASB15/1058,2015,2017
coffsharbour,Coffs Harbour,2017,478.02,0.0,0.0,mapped_burn_positive,100.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,2016.0,18.74,9.1011,14.7666,74.26,3.1342000000000003,100.50236406619383,74641.0,873.35,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2018.0,5.37,9.88,98.05032275062574,12.0,False,Pre-AASB15/1058,2016,2018
coffsharbour,Coffs Harbour,2018,0.0,0.0,0.0,verified_zero_mapped_burn_within_source_scope,100.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,2017.0,3.23,10.2,9.64,73.2,2.33,100.28512182477968,75503.0,880.0930000000001,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2019.0,-0.09,8.7,95.360529497868,12.0,False,AASB15/1058 and lease regime,2017,2019
coffsharbour,Coffs Harbour,2019,4797.71,1.0,1.0,mapped_burn_positive,10.0,Sentinel 2 (original mapping scope varies by year),listed_event_onset,listed_event_onset,2018.0,5.37,9.88,6.11,77.63,2.7,98.05032275062574,76551.0,885.6,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2020.0,4.21,9.53,96.64663081303384,12.0,False,AASB15/1058 and lease regime,2018,2020
coffsharbour,Coffs Harbour,2020,75.98,0.0,1.0,mapped_burn_positive,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,listed_event_onset,2019.0,-0.09,8.7,8.77,75.06,2.34,95.360529497868,77277.0,889.2729999999999,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2021.0,2.52,9.4738,95.51260934812048,12.0,False,AASB15/1058 and lease regime,2019,2021
coffsharbour,Coffs Harbour,2021,19.26,0.0,1.0,mapped_burn_positive,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,listed_event_onset,2020.0,4.21,9.53,6.49,75.88,2.48,96.64663081303384,77648.0,897.63,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2022.0,13.42,12.3486,93.11106061097944,12.0,False,AASB15/1058 and lease regime,2020,2022
coffsharbour,Coffs Harbour,2022,0.0,0.0,0.0,verified_zero_mapped_burn_within_source_scope,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,2021.0,2.52,9.4738,6.5024,69.28,2.2659,95.51260934812048,78738.0,901.46,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2023.0,10.46,15.0326,95.12049300956586,12.0,False,AASB15/1058 and lease regime,2021,2023
coffsharbour,Coffs Harbour,2023,1670.05,0.0,0.0,mapped_burn_positive,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,2022.0,13.42,12.3486,9.1814,80.39,3.4315,93.11106061097944,79725.0,911.72,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2024.0,,,96.48790843640391,12.0,False,Six fiscal ratios not collected by OLG,2022,2024
coffsharbour,Coffs Harbour,2024,,0.0,1.0,unknown_source_not_acquired,,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,listed_event_onset,2023.0,10.46,15.0326,12.6682,72.42,3.6649,95.12049300956586,81248.0,916.9755,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,,,,,,,,2023,2025
coolamon,Coolamon,2012,0.0,1.0,0.0,verified_zero_mapped_burn_within_source_scope,100.0,Landsat,observed_positive_in_complete_published_list,no_listed_event_in_complete_published_list_not_physical_zero,,,,,,,,,,,,,,2013.0,-4.38,14.7067,98.14183957881696,12.0,False,Early OLG/TCorp definitions; revaluation exclusions described,2011,2013
coolamon,Coolamon,2013,0.0,1.0,,verified_zero_mapped_burn_within_source_scope,100.0,Landsat,observed_positive_partial_inventory_count_lower_bound,unknown_incomplete_inventory_no_positive_record,2012.0,4.42,,5.3012,29.89,52.3793,151.30533484676505,4289.0,,12.0,Earlier measure excludes term deposits and uses different expense denominator; not converted,False,Early OLG/TCorp definitions; revaluation exclusions described,2014.0,9.35,19.7004,87.92943361188486,12.0,False,Pre-AASB15/1058,2012,2014
coolamon,Coolamon,2014,0.0,,,verified_zero_mapped_burn_within_source_scope,100.0,Landsat,unknown_incomplete_inventory_no_positive_record,unknown_incomplete_inventory_no_positive_record,2013.0,-4.38,14.7067,4.348,43.19,36.0806,98.14183957881696,4276.0,,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Early OLG/TCorp definitions; revaluation exclusions described,2015.0,17.44,19.2,100.52441822353327,12.0,False,Pre-AASB15/1058,2013,2015
coolamon,Coolamon,2015,0.0,,1.0,verified_zero_mapped_burn_within_source_scope,100.0,Landsat,unknown_incomplete_inventory_no_positive_record,observed_positive_partial_inventory_count_lower_bound,2014.0,9.35,19.7004,3.2371,52.04,56.4348,87.92943361188486,4308.0,,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2016.0,18.92,19.7067,139.23846402065183,12.0,False,Pre-AASB15/1058,2014,2016
coolamon,Coolamon,2016,0.0,,1.0,verified_zero_mapped_burn_within_source_scope,100.0,Landsat 8,unknown_incomplete_inventory_no_positive_record,observed_positive_partial_inventory_count_lower_bound,2015.0,17.44,19.2,5.49,49.09,816.33,100.52441822353327,4342.0,,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2017.0,9.49,21.44,109.71685971685972,12.0,False,Pre-AASB15/1058,2015,2017
coolamon,Coolamon,2017,0.0,0.0,0.0,verified_zero_mapped_burn_within_source_scope,100.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,2016.0,18.92,19.7067,8.4072,43.4,81.5556,139.23846402065183,4403.0,1338.67,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2018.0,4.44,21.09,123.989898989899,12.0,False,Pre-AASB15/1058,2016,2018
coolamon,Coolamon,2018,0.0,0.0,0.0,verified_zero_mapped_burn_within_source_scope,100.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,2017.0,9.49,21.44,9.74,47.89,547.62,109.71685971685972,4390.0,1338.67,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2019.0,3.63,25.54,122.6420986883198,12.0,False,AASB15/1058 and lease regime,2017,2019
coolamon,Coolamon,2019,0.0,0.0,0.0,verified_zero_mapped_burn_within_source_scope,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,2018.0,4.44,21.09,8.3,48.18,283.62,123.989898989899,4368.0,1400.01,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2020.0,8.72,24.89,107.72014475271412,12.0,False,AASB15/1058 and lease regime,2018,2020
coolamon,Coolamon,2020,458.27,0.0,0.0,mapped_burn_positive,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,2019.0,3.63,25.54,10.19,42.18,85.4,122.6420986883198,4341.0,1401.19,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2021.0,8.53,25.2972,109.39695550351288,12.0,False,AASB15/1058 and lease regime,2019,2021
coolamon,Coolamon,2021,98.29,0.0,0.0,mapped_burn_positive,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,2020.0,8.72,24.89,10.16,51.34,217.46,107.72014475271412,4291.0,1399.811,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2022.0,17.33,20.053,125.84493041749504,12.0,False,AASB15/1058 and lease regime,2020,2022
coolamon,Coolamon,2022,0.0,0.0,1.0,verified_zero_mapped_burn_within_source_scope,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,listed_event_onset,2021.0,8.53,25.2972,14.9749,46.41,252.8261,109.39695550351288,4401.0,1399.74,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2023.0,11.54,20.4353,96.45555955379632,12.0,False,AASB15/1058 and lease regime,2021,2023
coolamon,Coolamon,2023,179.48,0.0,0.0,mapped_burn_positive,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,2022.0,17.33,20.053,10.6571,44.97,133.2769,125.84493041749504,4465.0,1399.74,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2024.0,,,108.77264400569916,12.0,False,Six fiscal ratios not collected by OLG,2022,2024
coolamon,Coolamon,2024,,0.0,0.0,unknown_source_not_acquired,,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,2023.0,11.54,20.4353,10.5247,41.67,150.9216,96.45555955379632,4613.0,1399.74,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,,,,,,,,2023,2025
coonamble,Coonamble,2012,6036.763876976683,1.0,0.0,observed_positive_mapped_burn_within_source_scope,100.0,Landsat,observed_positive_in_complete_published_list,no_listed_event_in_complete_published_list_not_physical_zero,,,,,,,,,,,,,,2013.0,-11.59,14.7274,136.95526315789473,12.0,False,Early OLG/TCorp definitions; revaluation exclusions described,2011,2013
coonamble,Coonamble,2013,775.8535942153862,,,observed_positive_mapped_burn_within_source_scope,100.0,Landsat,unknown_incomplete_inventory_no_positive_record,unknown_incomplete_inventory_no_positive_record,2012.0,-2.52,,5.4348,55.52,96.9535,93.05689488910318,4235.0,,12.0,Earlier measure excludes term deposits and uses different expense denominator; not converted,False,Early OLG/TCorp definitions; revaluation exclusions described,2014.0,4.95,16.6092,201.24223602484471,12.0,False,Pre-AASB15/1058,2012,2014
coonamble,Coonamble,2014,43.484930293893264,,,observed_positive_mapped_burn_within_source_scope,100.0,Landsat,unknown_incomplete_inventory_no_positive_record,unknown_incomplete_inventory_no_positive_record,2013.0,-11.59,14.7274,4.3695,71.37,304.0,136.95526315789473,4279.0,,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Early OLG/TCorp definitions; revaluation exclusions described,2015.0,8.29,20.1,182.1256038647343,12.0,False,Pre-AASB15/1058,2013,2015
coonamble,Coonamble,2015,484.1255828482679,,1.0,observed_positive_mapped_burn_within_source_scope,100.0,Landsat,unknown_incomplete_inventory_no_positive_record,observed_positive_partial_inventory_count_lower_bound,2014.0,4.95,16.6092,5.301699999999999,59.88,92.1587,201.24223602484471,4292.0,,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2016.0,18.25,19.9048,262.648401826484,12.0,False,Pre-AASB15/1058,2014,2016
coonamble,Coonamble,2016,44.69811425239962,,1.0,observed_positive_mapped_burn_within_source_scope,100.0,Landsat 8,unknown_incomplete_inventory_no_positive_record,observed_positive_partial_inventory_count_lower_bound,2015.0,8.29,20.1,7.7,57.16,121.78,182.1256038647343,4262.0,,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2017.0,8.0,18.39,172.4047306176084,12.0,False,Pre-AASB15/1058,2015,2017
coonamble,Coonamble,2017,0.0,0.0,0.0,verified_zero_mapped_burn_within_source_scope,100.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,2016.0,18.25,19.9048,6.1049,55.13,158.3621,262.648401826484,4082.0,1657.0400000000002,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2018.0,5.47,17.33,124.4077834179357,12.0,False,Pre-AASB15/1058,2016,2018
coonamble,Coonamble,2018,0.0,0.0,0.0,verified_zero_mapped_burn_within_source_scope,100.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,2017.0,8.0,18.39,5.13,61.58,131.98,172.4047306176084,4031.0,1657.0400000000002,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2019.0,-12.2,18.72,149.30747922437672,12.0,False,AASB15/1058 and lease regime,2017,2019
coonamble,Coonamble,2019,759.0999999999998,0.0,1.0,mapped_burn_positive,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,listed_event_onset,2018.0,5.47,17.33,7.28,51.04,133.73,124.4077834179357,4014.0,1657.0400000000002,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2020.0,7.5,20.3,106.64970930232558,12.0,False,AASB15/1058 and lease regime,2018,2020
coonamble,Coonamble,2020,0.0,0.0,1.0,verified_zero_mapped_burn_within_source_scope,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,listed_event_onset,2019.0,-12.2,18.72,8.0,53.33,68.98,149.30747922437672,3958.0,1657.0400000000002,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2021.0,13.33,24.2064,106.14098837209302,12.0,False,AASB15/1058 and lease regime,2019,2021
coonamble,Coonamble,2021,0.0,0.0,1.0,verified_zero_mapped_burn_within_source_scope,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,listed_event_onset,2020.0,7.5,20.3,7.74,49.16,138.84,106.64970930232558,3907.0,1818.41,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2022.0,13.87,20.006,161.2214312476583,12.0,False,AASB15/1058 and lease regime,2020,2022
coonamble,Coonamble,2022,1710.07,1.0,1.0,mapped_burn_positive,10.0,Sentinel 2 (original mapping scope varies by year),listed_event_onset,listed_event_onset,2021.0,13.33,24.2064,7.0875,52.2,112.9326,106.14098837209302,3834.0,1818.41,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2023.0,4.27,13.7603,120.74235807860262,12.0,False,AASB15/1058 and lease regime,2021,2023
coonamble,Coonamble,2023,532.69,0.0,0.0,mapped_burn_positive,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,2022.0,13.87,20.006,6.2078,50.6,102.8426,161.2214312476583,3825.0,1818.41,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2024.0,,,139.0185312285518,12.0,False,Six fiscal ratios not collected by OLG,2022,2024
coonamble,Coonamble,2024,,1.0,0.0,unknown_source_not_acquired,,Sentinel 2 (original mapping scope varies by year),listed_event_onset,no_listed_event_onset_not_physical_zero,2023.0,4.27,13.7603,5.3653,44.32,82.844,120.74235807860262,3871.0,1818.41,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,,,,,,,,2023,2025
cowra,Cowra,2012,0.0,1.0,0.0,verified_zero_mapped_burn_within_source_scope,100.0,Landsat,observed_positive_in_complete_published_list,no_listed_event_in_complete_published_list_not_physical_zero,,,,,,,,,,,,,,2013.0,-8.04,7.6178,78.28000677162689,12.0,False,Early OLG/TCorp definitions; revaluation exclusions described,2011,2013
cowra,Cowra,2013,0.0,,,verified_zero_mapped_burn_within_source_scope,100.0,Landsat,unknown_incomplete_inventory_no_positive_record,unknown_incomplete_inventory_no_positive_record,2012.0,-5.65,,2.7696,71.85000000000001,1.3473,75.83361591499944,12622.0,,12.0,Earlier measure excludes term deposits and uses different expense denominator; not converted,False,Early OLG/TCorp definitions; revaluation exclusions described,2014.0,7.6,8.0129,134.44248567650948,12.0,False,Pre-AASB15/1058,2012,2014
cowra,Cowra,2014,0.0,,,verified_zero_mapped_burn_within_source_scope,100.0,Landsat,unknown_incomplete_inventory_no_positive_record,unknown_incomplete_inventory_no_positive_record,2013.0,-8.04,7.6178,3.0243,81.17,2.3772,78.28000677162689,12551.0,,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Early OLG/TCorp definitions; revaluation exclusions described,2015.0,4.45,9.22,95.0261461753618,12.0,False,Pre-AASB15/1058,2013,2015
cowra,Cowra,2015,0.0,,,verified_zero_mapped_burn_within_source_scope,100.0,Landsat,unknown_incomplete_inventory_no_positive_record,unknown_incomplete_inventory_no_positive_record,2014.0,7.6,8.0129,3.0087,79.95,3.9687,134.44248567650948,12574.0,,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2016.0,11.16,8.9314,105.35546139359698,12.0,False,Pre-AASB15/1058,2014,2016
