council_key,financial_year,year_start,category_id,category_label,stage,amount_aud,value_status,source_id,source_page,source_url,quality_status,scope_class,causal_eligible,reference_period_end,decision_date,decision_status
richmondvalley,2021-22,2021,richmondvalley:real_estate_development,Real Estate Development,Q3,2562774.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2022-03-31,2022-05-17,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:real_estate_development,Real Estate Development,ACTUAL,,missing_not_reconstructed,,,,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,
richmondvalley,2021-22,2021,richmondvalley:waste_management,Waste Management,B0,7557960.0,observed,richmond_q3,8.0,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,original_column_reproduced_in_review_adoption_not_fully_audited
richmondvalley,2021-22,2021,richmondvalley:waste_management,Waste Management,Q1,4758679.0,observed,richmond_q1,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2021/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-30-September-2021.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-09-30,2021-10-19,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:waste_management,Waste Management,Q2,3303679.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-12-31,2022-02-15,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:waste_management,Waste Management,Q3,2198679.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2022-03-31,2022-05-17,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:waste_management,Waste Management,ACTUAL,,missing_not_reconstructed,,,,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,
richmondvalley,2021-22,2021,richmondvalley:stormwater_management,Stormwater Management,B0,374985.0,observed,richmond_q3,8.0,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,original_column_reproduced_in_review_adoption_not_fully_audited
richmondvalley,2021-22,2021,richmondvalley:stormwater_management,Stormwater Management,Q1,413359.0,observed,richmond_q1,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2021/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-30-September-2021.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-09-30,2021-10-19,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:stormwater_management,Stormwater Management,Q2,103359.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-12-31,2022-02-15,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:stormwater_management,Stormwater Management,Q3,6023.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2022-03-31,2022-05-17,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:stormwater_management,Stormwater Management,ACTUAL,,missing_not_reconstructed,,,,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,
richmondvalley,2021-22,2021,richmondvalley:water_supplies,Water Supplies,B0,2685804.0,observed,richmond_q3,8.0,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,original_column_reproduced_in_review_adoption_not_fully_audited
richmondvalley,2021-22,2021,richmondvalley:water_supplies,Water Supplies,Q1,3219328.0,observed,richmond_q1,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2021/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-30-September-2021.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-09-30,2021-10-19,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:water_supplies,Water Supplies,Q2,2553458.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-12-31,2022-02-15,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:water_supplies,Water Supplies,Q3,2583556.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2022-03-31,2022-05-17,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:water_supplies,Water Supplies,ACTUAL,,missing_not_reconstructed,,,,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,
richmondvalley,2021-22,2021,richmondvalley:sewerage_services,Sewerage Services,B0,4188729.0,observed,richmond_q3,8.0,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,original_column_reproduced_in_review_adoption_not_fully_audited
richmondvalley,2021-22,2021,richmondvalley:sewerage_services,Sewerage Services,Q1,4211585.0,observed,richmond_q1,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2021/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-30-September-2021.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-09-30,2021-10-19,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:sewerage_services,Sewerage Services,Q2,2545091.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-12-31,2022-02-15,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:sewerage_services,Sewerage Services,Q3,2327429.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2022-03-31,2022-05-17,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:sewerage_services,Sewerage Services,ACTUAL,,missing_not_reconstructed,,,,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,
richmondvalley,2021-22,2021,richmondvalley:environmental_health,Environmental Health,B0,0.0,observed,richmond_q3,8.0,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,original_column_reproduced_in_review_adoption_not_fully_audited
richmondvalley,2021-22,2021,richmondvalley:environmental_health,Environmental Health,Q1,0.0,observed,richmond_q1,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2021/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-30-September-2021.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-09-30,2021-10-19,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:environmental_health,Environmental Health,Q2,0.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-12-31,2022-02-15,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:environmental_health,Environmental Health,Q3,0.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2022-03-31,2022-05-17,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:environmental_health,Environmental Health,ACTUAL,,missing_not_reconstructed,,,,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,
richmondvalley,2021-22,2021,richmondvalley:environmental_management,Environmental Management,B0,0.0,observed,richmond_q3,8.0,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,original_column_reproduced_in_review_adoption_not_fully_audited
richmondvalley,2021-22,2021,richmondvalley:environmental_management,Environmental Management,Q1,545.0,observed,richmond_q1,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2021/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-30-September-2021.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-09-30,2021-10-19,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:environmental_management,Environmental Management,Q2,545.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-12-31,2022-02-15,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:environmental_management,Environmental Management,Q3,545.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2022-03-31,2022-05-17,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:environmental_management,Environmental Management,ACTUAL,,missing_not_reconstructed,,,,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,
richmondvalley,2021-22,2021,richmondvalley:governance_advocacy,Governance & Advocacy,B0,0.0,observed,richmond_q3,8.0,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,original_column_reproduced_in_review_adoption_not_fully_audited
richmondvalley,2021-22,2021,richmondvalley:governance_advocacy,Governance & Advocacy,Q1,1143.0,observed,richmond_q1,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2021/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-30-September-2021.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-09-30,2021-10-19,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:governance_advocacy,Governance & Advocacy,Q2,1572.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-12-31,2022-02-15,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:governance_advocacy,Governance & Advocacy,Q3,2499.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2022-03-31,2022-05-17,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:governance_advocacy,Governance & Advocacy,ACTUAL,,missing_not_reconstructed,,,,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,
richmondvalley,2021-22,2021,richmondvalley:customer_service,Customer Service,B0,10000.0,observed,richmond_q3,8.0,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,original_column_reproduced_in_review_adoption_not_fully_audited
richmondvalley,2021-22,2021,richmondvalley:customer_service,Customer Service,Q1,7707.0,observed,richmond_q1,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2021/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-30-September-2021.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-09-30,2021-10-19,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:customer_service,Customer Service,Q2,20388.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-12-31,2022-02-15,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:customer_service,Customer Service,Q3,21220.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2022-03-31,2022-05-17,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:customer_service,Customer Service,ACTUAL,,missing_not_reconstructed,,,,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,
richmondvalley,2021-22,2021,richmondvalley:information_technology_services,Information Technology Services,B0,0.0,observed,richmond_q3,8.0,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,original_column_reproduced_in_review_adoption_not_fully_audited
richmondvalley,2021-22,2021,richmondvalley:information_technology_services,Information Technology Services,Q1,361.0,observed,richmond_q1,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2021/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-30-September-2021.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-09-30,2021-10-19,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:information_technology_services,Information Technology Services,Q2,361.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-12-31,2022-02-15,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:information_technology_services,Information Technology Services,Q3,361.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2022-03-31,2022-05-17,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:information_technology_services,Information Technology Services,ACTUAL,,missing_not_reconstructed,,,,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,
richmondvalley,2021-22,2021,richmondvalley:people_culture,People & Culture,B0,0.0,observed,richmond_q3,8.0,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,original_column_reproduced_in_review_adoption_not_fully_audited
richmondvalley,2021-22,2021,richmondvalley:people_culture,People & Culture,Q1,0.0,observed,richmond_q1,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2021/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-30-September-2021.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-09-30,2021-10-19,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:people_culture,People & Culture,Q2,0.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-12-31,2022-02-15,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:people_culture,People & Culture,Q3,418.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2022-03-31,2022-05-17,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:people_culture,People & Culture,ACTUAL,,missing_not_reconstructed,,,,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,
richmondvalley,2021-22,2021,richmondvalley:work_health_safety,"Work, Health & Safety",B0,0.0,observed,richmond_q3,8.0,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,original_column_reproduced_in_review_adoption_not_fully_audited
richmondvalley,2021-22,2021,richmondvalley:work_health_safety,"Work, Health & Safety",Q1,0.0,observed,richmond_q1,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2021/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-30-September-2021.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-09-30,2021-10-19,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:work_health_safety,"Work, Health & Safety",Q2,0.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-12-31,2022-02-15,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:work_health_safety,"Work, Health & Safety",Q3,0.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2022-03-31,2022-05-17,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:work_health_safety,"Work, Health & Safety",ACTUAL,,missing_not_reconstructed,,,,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,
richmondvalley,2021-22,2021,richmondvalley:financial_services,Financial Services,B0,0.0,observed,richmond_q3,8.0,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,original_column_reproduced_in_review_adoption_not_fully_audited
richmondvalley,2021-22,2021,richmondvalley:financial_services,Financial Services,Q1,0.0,observed,richmond_q1,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2021/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-30-September-2021.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-09-30,2021-10-19,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:financial_services,Financial Services,Q2,0.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-12-31,2022-02-15,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:financial_services,Financial Services,Q3,0.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2022-03-31,2022-05-17,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:financial_services,Financial Services,ACTUAL,,missing_not_reconstructed,,,,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,
richmondvalley,2021-22,2021,richmondvalley:engineering_support_asset_management,Engineering Support & Asset Management,B0,105000.0,observed,richmond_q3,8.0,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,original_column_reproduced_in_review_adoption_not_fully_audited
richmondvalley,2021-22,2021,richmondvalley:engineering_support_asset_management,Engineering Support & Asset Management,Q1,271415.0,observed,richmond_q1,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2021/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-30-September-2021.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-09-30,2021-10-19,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:engineering_support_asset_management,Engineering Support & Asset Management,Q2,273915.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-12-31,2022-02-15,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:engineering_support_asset_management,Engineering Support & Asset Management,Q3,203497.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2022-03-31,2022-05-17,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:engineering_support_asset_management,Engineering Support & Asset Management,ACTUAL,,missing_not_reconstructed,,,,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,
richmondvalley,2021-22,2021,richmondvalley:fleet_management,Fleet Management,B0,3039071.0,observed,richmond_q3,8.0,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,original_column_reproduced_in_review_adoption_not_fully_audited
richmondvalley,2021-22,2021,richmondvalley:fleet_management,Fleet Management,Q1,3085571.0,observed,richmond_q1,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2021/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-30-September-2021.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-09-30,2021-10-19,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:fleet_management,Fleet Management,Q2,3115421.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-12-31,2022-02-15,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:fleet_management,Fleet Management,Q3,3108918.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2022-03-31,2022-05-17,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:fleet_management,Fleet Management,ACTUAL,,missing_not_reconstructed,,,,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,
richmondvalley,2021-22,2021,richmondvalley:total_capital_expenditure,Total Capital Expenditure,B0,46880556.0,observed,richmond_q3,8.0,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,original_column_reproduced_in_review_adoption_not_fully_audited
richmondvalley,2021-22,2021,richmondvalley:total_capital_expenditure,Total Capital Expenditure,Q1,49339614.0,observed,richmond_q1,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2021/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-30-September-2021.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-09-30,2021-10-19,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:total_capital_expenditure,Total Capital Expenditure,Q2,45706468.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-12-31,2022-02-15,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:total_capital_expenditure,Total Capital Expenditure,Q3,38584669.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2022-03-31,2022-05-17,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:total_capital_expenditure,Total Capital Expenditure,ACTUAL,,missing_not_reconstructed,,,,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,
eurobodalla,2019-20,2019,eurobodalla:business_development,Business Development,B0,1990000.0,observed,euro_cap_q3,3.0,https://www.esc.nsw.gov.au/__data/assets/pdf_file/0020/160418/Quarterly-Budget-Review-attachment.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,original_column_reproduced_in_review_adoption_not_fully_audited
eurobodalla,2019-20,2019,eurobodalla:business_development,Business Development,Q1,2250196.0,observed,euro_cap_q3,3,https://www.esc.nsw.gov.au/__data/assets/pdf_file/0020/160418/Quarterly-Budget-Review-attachment.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2019-09-30,2019-11-26,approved_verified_minutes
eurobodalla,2019-20,2019,eurobodalla:business_development,Business Development,Q2,600000.0,observed,euro_cap_q3,3,https://www.esc.nsw.gov.au/__data/assets/pdf_file/0020/160418/Quarterly-Budget-Review-attachment.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2019-12-31,,proposal_resolution_unverified
eurobodalla,2019-20,2019,eurobodalla:business_development,Business Development,Q3,600000.0,observed,euro_cap_q3,3,https://www.esc.nsw.gov.au/__data/assets/pdf_file/0020/160418/Quarterly-Budget-Review-attachment.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2020-03-31,,proposal_resolution_unverified
eurobodalla,2019-20,2019,eurobodalla:business_development,Business Development,ACTUAL,,missing_not_reconstructed,,,,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,
eurobodalla,2019-20,2019,eurobodalla:commercial_entities,Commercial Entities,B0,4704415.0,observed,euro_cap_q3,3.0,https://www.esc.nsw.gov.au/__data/assets/pdf_file/0020/160418/Quarterly-Budget-Review-attachment.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,original_column_reproduced_in_review_adoption_not_fully_audited
eurobodalla,2019-20,2019,eurobodalla:commercial_entities,Commercial Entities,Q1,4881470.0,observed,euro_cap_q3,3,https://www.esc.nsw.gov.au/__data/assets/pdf_file/0020/160418/Quarterly-Budget-Review-attachment.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2019-09-30,2019-11-26,approved_verified_minutes
eurobodalla,2019-20,2019,eurobodalla:commercial_entities,Commercial Entities,Q2,4913316.0,observed,euro_cap_q3,3,https://www.esc.nsw.gov.au/__data/assets/pdf_file/0020/160418/Quarterly-Budget-Review-attachment.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2019-12-31,,proposal_resolution_unverified
eurobodalla,2019-20,2019,eurobodalla:commercial_entities,Commercial Entities,Q3,2613316.0,observed,euro_cap_q3,3,https://www.esc.nsw.gov.au/__data/assets/pdf_file/0020/160418/Quarterly-Budget-Review-attachment.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2020-03-31,,proposal_resolution_unverified
eurobodalla,2019-20,2019,eurobodalla:commercial_entities,Commercial Entities,ACTUAL,,missing_not_reconstructed,,,,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,
